ticker,period,model_key,strategy,metric,n,mean,std
FPT,GOOD,EPSILON_GREEDY,Epsilon-Greedy,profit,20,1016.0610105000002,960.0463823862431
FPT,GOOD,EPSILON_GREEDY,Epsilon-Greedy,arr,20,23.22061701023361,20.449777240403872
FPT,GOOD,EPSILON_GREEDY,Epsilon-Greedy,volatility,20,15.674789086846733,9.344562980425797
FPT,GOOD,EPSILON_GREEDY,Epsilon-Greedy,sharpe,20,0.5186244407820662,1.6356234945732842
FPT,GOOD,EPSILON_GREEDY,Epsilon-Greedy,max_drawdown,20,19.88332177685718,11.720470518444452
FPT,GOOD,EPSILON_GREEDY,Epsilon-Greedy,violations,20,3.5,2.982404540317303
FPT,GOOD,BUY_AND_HOLD,Buy-and-Hold,profit,1,2532.76396,0.0
FPT,GOOD,BUY_AND_HOLD,Buy-and-Hold,arr,1,52.40426988666393,0.0
FPT,GOOD,BUY_AND_HOLD,Buy-and-Hold,volatility,1,26.797152231624946,0.0
FPT,GOOD,BUY_AND_HOLD,Buy-and-Hold,sharpe,1,1.6388941242892316,0.0
FPT,GOOD,BUY_AND_HOLD,Buy-and-Hold,max_drawdown,1,33.70677706104573,0.0
FPT,GOOD,BUY_AND_HOLD,Buy-and-Hold,violations,1,8.0,0.0
FPT,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,profit,20,277.39901199999997,231.28923264192665
FPT,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,arr,20,12.705967626415823,10.324426891675333
FPT,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,volatility,20,17.7921479103552,7.916838474551991
FPT,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,sharpe,20,0.49240206581514034,0.594575956513429
FPT,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,max_drawdown,20,21.055543609884552,9.612240050924251
FPT,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,violations,20,2.1,1.860956177543373
FPT,BAD,EPSILON_GREEDY,Epsilon-Greedy,profit,20,277.12416000000013,199.9061772072694
FPT,BAD,EPSILON_GREEDY,Epsilon-Greedy,arr,20,12.807645783124618,8.89075495613243
FPT,BAD,EPSILON_GREEDY,Epsilon-Greedy,volatility,20,16.75953248350964,8.287044346568026
FPT,BAD,EPSILON_GREEDY,Epsilon-Greedy,sharpe,20,0.4953170121572651,0.7787809474475541
FPT,BAD,EPSILON_GREEDY,Epsilon-Greedy,max_drawdown,20,20.053837478103535,10.585862820016825
FPT,BAD,EPSILON_GREEDY,Epsilon-Greedy,violations,20,2.25,2.1244194253340942
FPT,BAD,BUY_AND_HOLD,Buy-and-Hold,profit,1,466.2460000000001,0.0
FPT,BAD,BUY_AND_HOLD,Buy-and-Hold,arr,1,21.29684769467641,0.0
FPT,BAD,BUY_AND_HOLD,Buy-and-Hold,volatility,1,26.367857197811727,0.0
FPT,BAD,BUY_AND_HOLD,Buy-and-Hold,sharpe,1,0.7907508139877614,0.0
FPT,BAD,BUY_AND_HOLD,Buy-and-Hold,max_drawdown,1,29.65240611548645,0.0
FPT,BAD,BUY_AND_HOLD,Buy-and-Hold,violations,1,4.0,0.0
GAS,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,profit,20,1308.4950295000003,840.7405658443182
GAS,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,arr,20,30.01384134736079,17.79180298552082
GAS,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,volatility,20,20.409629668320623,10.704997549921377
GAS,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,sharpe,20,0.9241555238526409,0.876220500342726
GAS,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,max_drawdown,20,24.149137726702996,13.589225090431501
GAS,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,violations,20,5.45,4.406633755218554
GAS,GOOD,EPSILON_GREEDY,Epsilon-Greedy,profit,20,1154.0191355,832.9076973245141
GAS,GOOD,EPSILON_GREEDY,Epsilon-Greedy,arr,20,26.939080592968782,17.65945999208895
GAS,GOOD,EPSILON_GREEDY,Epsilon-Greedy,volatility,20,19.303920321065455,10.176536393949906
GAS,GOOD,EPSILON_GREEDY,Epsilon-Greedy,sharpe,20,0.986332655510988,0.5876415814900423
GAS,GOOD,EPSILON_GREEDY,Epsilon-Greedy,max_drawdown,20,23.43177873707053,12.589019546702783
GAS,GOOD,EPSILON_GREEDY,Epsilon-Greedy,violations,20,4.8,4.5375625267549236
GAS,GOOD,BUY_AND_HOLD,Buy-and-Hold,profit,1,2224.1965900000005,0.0
GAS,GOOD,BUY_AND_HOLD,Buy-and-Hold,arr,1,47.82399473024152,0.0
GAS,GOOD,BUY_AND_HOLD,Buy-and-Hold,volatility,1,32.89850355542445,0.0
GAS,GOOD,BUY_AND_HOLD,Buy-and-Hold,sharpe,1,1.2969364609437617,0.0
GAS,GOOD,BUY_AND_HOLD,Buy-and-Hold,max_drawdown,1,40.20685713004158,0.0
GAS,GOOD,BUY_AND_HOLD,Buy-and-Hold,violations,1,12.0,0.0
GAS,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,profit,20,-38.42066050000003,111.1586274874821
GAS,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,arr,20,-2.115868387957086,5.773649587939345
GAS,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,volatility,20,20.01992217877372,13.528460280161488
GAS,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,sharpe,20,-0.06410544455561419,0.36628576635927423
GAS,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,max_drawdown,20,31.80395995825582,24.131360251353986
GAS,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,violations,20,6.1,6.51233647132805
GAS,BAD,EPSILON_GREEDY,Epsilon-Greedy,profit,20,-12.47549949999995,101.94316384080807
GAS,BAD,EPSILON_GREEDY,Epsilon-Greedy,arr,20,-0.7618781741758077,5.270656504340732
GAS,BAD,EPSILON_GREEDY,Epsilon-Greedy,volatility,20,20.27096320078093,12.724149369648448
GAS,BAD,EPSILON_GREEDY,Epsilon-Greedy,sharpe,20,-0.2573082747338834,1.024874313288365
GAS,BAD,EPSILON_GREEDY,Epsilon-Greedy,max_drawdown,20,31.492249442436787,22.248329190139486
GAS,BAD,EPSILON_GREEDY,Epsilon-Greedy,violations,20,5.4,6.150738081512529
GAS,BAD,BUY_AND_HOLD,Buy-and-Hold,profit,1,-201.89419999999984,0.0
GAS,BAD,BUY_AND_HOLD,Buy-and-Hold,arr,1,-10.753624433732645,0.0
GAS,BAD,BUY_AND_HOLD,Buy-and-Hold,volatility,1,39.27628812664483,0.0
GAS,BAD,BUY_AND_HOLD,Buy-and-Hold,sharpe,1,-0.144919594312668,0.0
GAS,BAD,BUY_AND_HOLD,Buy-and-Hold,max_drawdown,1,67.77680328192571,0.0
GAS,BAD,BUY_AND_HOLD,Buy-and-Hold,violations,1,19.0,0.0
HPG,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,profit,20,1308.4950295000003,840.7405658443182
HPG,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,arr,20,30.01384134736079,17.79180298552082
HPG,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,volatility,20,20.409629668320623,10.704997549921377
HPG,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,sharpe,20,0.9241555238526409,0.876220500342726
HPG,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,max_drawdown,20,24.149137726702996,13.589225090431501
HPG,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,violations,20,5.45,4.406633755218554
HPG,GOOD,EPSILON_GREEDY,Epsilon-Greedy,profit,20,1154.0191355,832.9076973245141
HPG,GOOD,EPSILON_GREEDY,Epsilon-Greedy,arr,20,26.939080592968782,17.65945999208895
HPG,GOOD,EPSILON_GREEDY,Epsilon-Greedy,volatility,20,19.303920321065455,10.176536393949906
HPG,GOOD,EPSILON_GREEDY,Epsilon-Greedy,sharpe,20,0.986332655510988,0.5876415814900423
HPG,GOOD,EPSILON_GREEDY,Epsilon-Greedy,max_drawdown,20,23.43177873707053,12.589019546702783
HPG,GOOD,EPSILON_GREEDY,Epsilon-Greedy,violations,20,4.8,4.5375625267549236
HPG,GOOD,BUY_AND_HOLD,Buy-and-Hold,profit,1,2224.1965900000005,0.0
HPG,GOOD,BUY_AND_HOLD,Buy-and-Hold,arr,1,47.82399473024152,0.0
HPG,GOOD,BUY_AND_HOLD,Buy-and-Hold,volatility,1,32.89850355542445,0.0
HPG,GOOD,BUY_AND_HOLD,Buy-and-Hold,sharpe,1,1.2969364609437617,0.0
HPG,GOOD,BUY_AND_HOLD,Buy-and-Hold,max_drawdown,1,40.20685713004158,0.0
HPG,GOOD,BUY_AND_HOLD,Buy-and-Hold,violations,1,12.0,0.0
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,profit,20,-38.42066050000003,111.1586274874821
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,arr,20,-2.115868387957086,5.773649587939345
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,volatility,20,20.01992217877372,13.528460280161488
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,sharpe,20,-0.06410544455561419,0.36628576635927423
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,max_drawdown,20,31.80395995825582,24.131360251353986
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,violations,20,6.1,6.51233647132805
HPG,BAD,EPSILON_GREEDY,Epsilon-Greedy,profit,20,-12.47549949999995,101.94316384080807
HPG,BAD,EPSILON_GREEDY,Epsilon-Greedy,arr,20,-0.7618781741758077,5.270656504340732
HPG,BAD,EPSILON_GREEDY,Epsilon-Greedy,volatility,20,20.27096320078093,12.724149369648448
HPG,BAD,EPSILON_GREEDY,Epsilon-Greedy,sharpe,20,-0.2573082747338834,1.024874313288365
HPG,BAD,EPSILON_GREEDY,Epsilon-Greedy,max_drawdown,20,31.492249442436787,22.248329190139486
HPG,BAD,EPSILON_GREEDY,Epsilon-Greedy,violations,20,5.4,6.150738081512529
HPG,BAD,BUY_AND_HOLD,Buy-and-Hold,profit,1,-201.89419999999984,0.0
HPG,BAD,BUY_AND_HOLD,Buy-and-Hold,arr,1,-10.753624433732645,0.0
HPG,BAD,BUY_AND_HOLD,Buy-and-Hold,volatility,1,39.27628812664483,0.0
HPG,BAD,BUY_AND_HOLD,Buy-and-Hold,sharpe,1,-0.144919594312668,0.0
HPG,BAD,BUY_AND_HOLD,Buy-and-Hold,max_drawdown,1,67.77680328192571,0.0
HPG,BAD,BUY_AND_HOLD,Buy-and-Hold,violations,1,19.0,0.0
SSI,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,profit,20,1535.5630059999999,1079.004659026674
SSI,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,arr,20,33.65761176538915,19.99246440170648
SSI,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,volatility,20,23.39448666359102,11.480955240324946
SSI,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,sharpe,20,1.206720255250882,0.34791288612206067
SSI,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,max_drawdown,20,30.397974509457065,18.6299602194155
SSI,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,violations,20,8.7,7.55401601101936
SSI,GOOD,EPSILON_GREEDY,Epsilon-Greedy,profit,20,1395.8693955000003,1013.4725562514624
SSI,GOOD,EPSILON_GREEDY,Epsilon-Greedy,arr,20,31.347143513009037,18.799994083115305
SSI,GOOD,EPSILON_GREEDY,Epsilon-Greedy,volatility,20,23.641024895681305,11.19628905291622
SSI,GOOD,EPSILON_GREEDY,Epsilon-Greedy,sharpe,20,1.123831441377387,0.358716782081708
SSI,GOOD,EPSILON_GREEDY,Epsilon-Greedy,max_drawdown,20,31.8039421689584,19.107073247267063
SSI,GOOD,EPSILON_GREEDY,Epsilon-Greedy,violations,20,8.95,7.910519312249587
SSI,GOOD,BUY_AND_HOLD,Buy-and-Hold,profit,1,2707.6464000000005,0.0
SSI,GOOD,BUY_AND_HOLD,Buy-and-Hold,arr,1,54.882691098714886,0.0
SSI,GOOD,BUY_AND_HOLD,Buy-and-Hold,volatility,1,38.891183250888375,0.0
SSI,GOOD,BUY_AND_HOLD,Buy-and-Hold,sharpe,1,1.2723630683695597,0.0
SSI,GOOD,BUY_AND_HOLD,Buy-and-Hold,max_drawdown,1,59.02404900278805,0.0
SSI,GOOD,BUY_AND_HOLD,Buy-and-Hold,violations,1,21.0,0.0
SSI,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,profit,20,-37.34203350000011,191.45669410552364
SSI,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,arr,20,-2.3539448803693808,9.741503468725572
SSI,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,volatility,20,29.053251736431246,15.147388542534658
SSI,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,sharpe,20,0.03792500435074232,0.4768115214806159
SSI,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,max_drawdown,20,42.51250404386882,23.55037456778217
SSI,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,violations,20,15.6,13.208450245760737
SSI,BAD,EPSILON_GREEDY,Epsilon-Greedy,profit,20,-14.18853150000017,202.29129762821495
SSI,BAD,EPSILON_GREEDY,Epsilon-Greedy,arr,20,-1.185499121558824,9.96051011230489
SSI,BAD,EPSILON_GREEDY,Epsilon-Greedy,volatility,20,28.454048138634555,14.799246351204282
SSI,BAD,EPSILON_GREEDY,Epsilon-Greedy,sharpe,20,-0.07826309911998948,0.6985665252288435
SSI,BAD,EPSILON_GREEDY,Epsilon-Greedy,max_drawdown,20,41.26203003709145,22.120063108409887
SSI,BAD,EPSILON_GREEDY,Epsilon-Greedy,violations,20,14.35,12.291524679524851
SSI,BAD,BUY_AND_HOLD,Buy-and-Hold,profit,1,-270.98411999999985,0.0
SSI,BAD,BUY_AND_HOLD,Buy-and-Hold,arr,1,-14.73862592910259,0.0
SSI,BAD,BUY_AND_HOLD,Buy-and-Hold,volatility,1,48.73039152692528,0.0
SSI,BAD,BUY_AND_HOLD,Buy-and-Hold,sharpe,1,-0.1246310004858767,0.0
SSI,BAD,BUY_AND_HOLD,Buy-and-Hold,max_drawdown,1,70.63301531237579,0.0
SSI,BAD,BUY_AND_HOLD,Buy-and-Hold,violations,1,40.0,0.0
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,profit,20,388.1191814999999,326.6943578082615
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,arr,20,10.873825291696738,9.105665647807813
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,volatility,20,17.592783578539603,8.265198264040936
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,sharpe,20,-0.4310254304588869,3.847990234490511
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,max_drawdown,20,26.072571077915974,11.918013842713693
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,violations,20,3.95,3.31622804117157
VCB,GOOD,EPSILON_GREEDY,Epsilon-Greedy,profit,20,393.91780150000005,343.7189004670955
VCB,GOOD,EPSILON_GREEDY,Epsilon-Greedy,arr,20,10.966637570067963,9.500721168883945
VCB,GOOD,EPSILON_GREEDY,Epsilon-Greedy,volatility,20,16.3860994076826,9.356376675803205
VCB,GOOD,EPSILON_GREEDY,Epsilon-Greedy,sharpe,20,-0.25718843109733863,2.4812404313129393
VCB,GOOD,EPSILON_GREEDY,Epsilon-Greedy,max_drawdown,20,23.275262905927026,13.291303933011548
VCB,GOOD,EPSILON_GREEDY,Epsilon-Greedy,violations,20,3.6,3.439706229806322
VCB,GOOD,BUY_AND_HOLD,Buy-and-Hold,profit,1,919.6453000000004,0.0
VCB,GOOD,BUY_AND_HOLD,Buy-and-Hold,arr,1,24.32486986478977,0.0
VCB,GOOD,BUY_AND_HOLD,Buy-and-Hold,volatility,1,27.14987009227965,0.0
VCB,GOOD,BUY_AND_HOLD,Buy-and-Hold,sharpe,1,0.8675743547476035,0.0
VCB,GOOD,BUY_AND_HOLD,Buy-and-Hold,max_drawdown,1,39.14140393312592,0.0
VCB,GOOD,BUY_AND_HOLD,Buy-and-Hold,violations,1,9.0,0.0
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,profit,20,89.47227199999989,90.49814842977594
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,arr,20,4.3336719310129075,4.34231468408292
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,volatility,20,17.38786884467656,7.512844241253515
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,sharpe,20,0.140948500349364,0.3794148464942517
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,max_drawdown,20,21.78201150914103,11.40479905465228
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,UCB-VAE,violations,20,0.85,0.812727700887249
VCB,BAD,EPSILON_GREEDY,Epsilon-Greedy,profit,20,93.68612149999993,125.66068321745533
VCB,BAD,EPSILON_GREEDY,Epsilon-Greedy,arr,20,4.456691248414631,6.076741200816633
VCB,BAD,EPSILON_GREEDY,Epsilon-Greedy,volatility,20,17.953614107859977,6.062292521886853
VCB,BAD,EPSILON_GREEDY,Epsilon-Greedy,sharpe,20,0.16495432413424896,0.3813841580580427
VCB,BAD,EPSILON_GREEDY,Epsilon-Greedy,max_drawdown,20,22.507217610228313,9.425427039228753
VCB,BAD,EPSILON_GREEDY,Epsilon-Greedy,violations,20,0.7,0.8645047258706176
VCB,BAD,BUY_AND_HOLD,Buy-and-Hold,profit,1,197.46518000000012,0.0
VCB,BAD,BUY_AND_HOLD,Buy-and-Hold,arr,1,9.517309287150155,0.0
VCB,BAD,BUY_AND_HOLD,Buy-and-Hold,volatility,1,25.325146316049345,0.0
VCB,BAD,BUY_AND_HOLD,Buy-and-Hold,sharpe,1,0.4077621538944718,0.0
VCB,BAD,BUY_AND_HOLD,Buy-and-Hold,max_drawdown,1,34.582351417649,0.0
VCB,BAD,BUY_AND_HOLD,Buy-and-Hold,violations,1,2.0,0.0
