stage,batch_idx,config_id,seed,label,use_cost,robust_loss,weight_decay,reward_shaping,kl_reduction,beta_0,beta_decay,beta_min,vae_latent_dim,vae_lr,vae_beta_kl,vae_batch_size,bootstrap_trajectories,bootstrap_updates,online_aux_updates,vae_replay_capacity,train_profit,train_roi,train_arr,train_sharpe,train_max_drawdown,train_violations,val_profit,val_roi,val_arr,val_sharpe,val_max_drawdown,val_violations,gap_roi,gap_arr,gap_sharpe,q_loss_mean,vae_loss_mean,vae_loss_last,vae_recon_last,vae_kl_last,cost_loss_last,novelty_mean,novelty_std,novelty_max,finite
VAE,3,vae_003,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0001,0.05,256,5,100,1,50000,26.558640000000878,2.6558640000000877,0.43892767615014705,-0.21995013759656035,15.279950562615907,0,284.15930999999864,28.415930999999865,8.708679017882615,0.5296755564838188,22.392984389756048,0,-25.76006699999978,-8.269751341732468,-0.7496256940803792,0.659618795197228,0.17518878753842979,0.16662971675395966,0.16624873876571655,0.007619565352797508,0.006236032582819462,5.733107165611805,3.582793645157913,17.31874656677246,True
VAE,3,vae_003,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0001,0.05,256,5,100,1,50000,353.7056599999987,35.37056599999987,5.190340325719944,0.4671454310469074,9.738039407162633,0,468.8351200000002,46.88351200000002,13.696400232990879,0.920720012177943,18.31043222446985,0,-11.512946000000149,-8.506059907270934,-0.45357458113103555,2.1659969007975803,0.1859299347318452,0.17209680378437042,0.17157074809074402,0.01052110642194748,0.015005922876298428,5.587978397378953,3.67728432850512,18.71050453186035,True
VAE,3,vae_003,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0001,0.05,256,5,100,1,50000,1718.6331199999977,171.86331199999978,18.188142116634864,0.7329930126595718,37.64812149646856,10,2189.8820800000003,218.98820800000004,47.29686197141052,1.3347693139672423,38.35304342855221,10,-47.12489600000026,-29.108719854775657,-0.6017763013076705,11.27933924910095,0.24011158634876384,0.3817325532436371,0.3808636963367462,0.01737714558839798,0.009345117956399918,6.80305793829536,3.11334590114671,18.35546875,True
VAE,3,vae_007,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0003,0.05,256,5,100,1,50000,19.519460000001573,1.9519460000001574,0.32352281989356246,-0.24403280734445873,15.762253209653073,0,306.79494999999883,30.679494999999886,9.34471047314609,0.5628051944817498,22.44946153173109,0,-28.72754899999973,-9.021187653252529,-0.8068380018262086,0.6389627157700387,0.16595491941632895,0.13606193661689758,0.12957274913787842,0.12978367507457733,0.006177750416100025,7.929747530451942,6.086685487798392,25.67681121826172,True
VAE,3,vae_007,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0003,0.05,256,5,100,1,50000,557.8550399999999,55.785503999999996,7.688313107138622,0.6416928030206625,13.661483900065896,0,495.70310000000086,49.570310000000084,14.386567385851134,0.9445212219919906,18.64037478231581,0,6.2151939999999115,-6.698254278712511,-0.3028284189713282,2.205961702964096,0.17609392003766422,0.13367211818695068,0.12503749132156372,0.17269238829612732,0.015168365091085434,7.346681543155727,5.355800313536448,34.753482818603516,True
VAE,3,vae_007,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0003,0.05,256,5,100,1,50000,1718.9028199999975,171.89028199999976,18.19010108026888,0.7329479949070414,37.645695419161925,10,2190.71741,219.07174100000003,47.30973889065755,1.3361718762696073,38.49312364139744,10,-47.181459000000274,-29.119637810388667,-0.6032238813625659,11.168441637798592,0.23084854894670948,0.336446076631546,0.32128986716270447,0.3031243681907654,0.009446854703128338,10.17341670226774,6.674849257783536,42.6909294128418,True
VAE,3,vae_011,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.001,0.05,256,5,100,1,50000,28.89373000000137,2.889373000000137,0.47706506567912754,-0.21756364330389005,15.349186281615934,0,279.53378999999927,27.953378999999927,8.577790806178221,0.5273356638245891,22.457772660200057,0,-25.06400599999979,-8.100725740499094,-0.7448993071284791,0.6454936827629556,0.13970476471144577,0.09002756327390671,0.07151734083890915,0.37020444869995117,0.0061684767715632915,15.579561119038086,16.724730425884875,61.177345275878906,True
VAE,3,vae_011,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.001,0.05,256,5,100,1,50000,550.9143999999987,55.09143999999988,7.60799964178509,0.6311534559218813,13.812551648269933,0,529.8012999999996,52.98012999999996,15.25066980238432,0.98740276971809,18.63402917645514,0,2.111309999999918,-7.642670160599229,-0.3562493137962087,2.311125525349268,0.14797904537669543,0.09389692544937134,0.0739700123667717,0.3985383212566376,0.015328779816627502,12.37286286424968,12.042986225552902,59.456886291503906,True
VAE,3,vae_011,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.001,0.05,256,5,100,1,50000,1710.5944599999975,171.05944599999975,18.12967893280306,0.7286591793379388,37.646544891997316,10,2216.6466800000007,221.66466800000006,47.708336345684344,1.342286014829794,38.30533442691971,10,-50.60522200000031,-29.578657412881284,-0.6136268354918551,10.589392605437725,0.15971778518167035,0.10956032574176788,0.07371416687965393,0.7169232368469238,0.009414348751306534,12.168784019737226,6.206924487698267,36.183326721191406,True
VAE,3,vae_015,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.003,0.05,256,5,100,1,50000,23.61840000000211,2.361840000000211,0.39080389088503864,-0.22435137628328788,15.644341664177547,0,318.1786399999992,31.81786399999992,9.661806267373208,0.5692606514331379,22.29401551058138,0,-29.456023999999708,-9.27100237648817,-0.7936120277164258,0.624294409975105,0.11451492037238746,0.06162893772125244,0.03766000643372536,0.4793786406517029,0.006076965481042862,16.587801465126947,14.892928556991468,62.135562896728516,True
VAE,3,vae_015,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.003,0.05,256,5,100,1,50000,565.5546599999996,56.55546599999995,7.777061142435349,0.6348779615159176,14.044091248509293,0,521.3433600000001,52.134336000000005,15.037538424346275,0.9812690589783755,18.466886924622052,0,4.421129999999948,-7.2604772819109265,-0.3463910974624579,2.1569994206402314,0.12244854153230272,0.06766067445278168,0.04278172552585602,0.4975789785385132,0.0151646938174963,14.025977927780705,11.771457252071624,50.73003387451172,True
