ticker,period,model_key,result_schema_version,near_zero_vol_percent,collapse_flat_ratio,model,shares,cash_after_buy,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations,test_flat_step_ratio,test_no_trade,test_near_zero_vol,test_collapse,test_trade_count,test_invalid_action_count,test_invalid_action_rate,test_turnover,test_exposure_ratio
VCB,GOOD,BUY_AND_HOLD,env_v3_ucb_warmup_scaled_bonus,0.05,0.95,Buy-and-Hold,43,14.315300000000207,919.6453000000004,91.96453000000004,24.20177802283132,27.14987009227965,0.8675743547476035,39.14140393312592,9,0.08111702127659574,False,False,False,1,0,0.0,0.9846999999999999,0.9908116964961877
