model_key,model,seeds_completed,train_profit_mean,train_profit_std,train_roi_mean,train_roi_std,train_arr_mean,train_arr_std,train_sharpe_mean,train_sharpe_std,train_max_drawdown_mean,train_max_drawdown_std,train_violations_mean,train_violations_std,test_profit_mean,test_profit_std,test_roi_mean,test_roi_std,test_arr_mean,test_arr_std,test_sharpe_mean,test_sharpe_std,test_max_drawdown_mean,test_max_drawdown_std,test_violations_mean,test_violations_std,gap_profit_mean,gap_profit_std,gap_roi_mean,gap_roi_std,gap_arr_mean,gap_arr_std,gap_sharpe_mean,gap_sharpe_std
UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,20,3716.512738499999,4055.5115484088014,371.65127384999994,405.5511548408801,14.773269188403427,11.20504808910838,0.5590803601041878,0.5079897387736086,34.204684711739894,19.924530288011727,9.3,9.25145792209047,-38.42066050000003,111.1586274874821,-3.8420660500000032,11.11586274874821,-2.115868387957086,5.773649587939345,-0.06410544455561419,0.36628576635927423,31.80395995825582,24.131360251353986,6.1,6.51233647132805,3754.9333990000005,4071.530329500028,375.4933399,407.1530329500028,16.88913757636051,12.995368544991983,0.6231858046598019,0.5596213645172478
