model,seeds,profit_mean,profit_std,roi_mean,roi_std,arr_mean,arr_std,sharpe_mean,sharpe_std,max_drawdown_mean,violations_mean
Uncertainty-Aware UCB-VAE,20,-19.787639500000132,95.42731436724998,-1.978763950000013,9.542731436724997,-1.1180388549364544,4.9343221563032245,-0.11291456554795201,0.6411704433224248,29.209680597834467,4.9
