Date,Open,High,Low,Close,Volume
2013-01-08,21.582569232446968,21.614842971838748,21.348589238546335,21.42120361328125,44703100
2013-01-09,21.558364029605883,21.582569334263912,21.42927214922295,21.54222869873047,49047900
2013-01-10,21.501891888814477,21.76814415089372,21.211435854935207,21.348594665527344,71431300
2013-01-11,21.37279130501722,21.727794690059252,21.203358815569928,21.647111892700195,55512100
2013-01-14,21.703594558594176,21.848823320652123,21.59063953872543,21.695526123046875,48324400
2013-01-15,21.647121452047628,22.018261868235985,21.647121452047628,21.95371437072754,48244500
2013-01-16,21.905302837201408,21.96984878859575,21.79234780698552,21.816553115844727,41077400
2013-01-17,21.93757001586873,22.163480008679837,21.83268191443808,21.985979080200195,51685900
2013-01-18,21.864955649923328,22.018252815685443,21.816546585591865,21.985979080200195,52167700
2013-01-22,22.026325509870066,22.147350510907454,21.784278585588915,21.905302047729492,58650600
2013-01-23,21.94564340515929,22.30064534227952,21.94564340515929,22.27644157409668,50387700
2013-01-24,22.349060619865035,22.647585108320698,22.16348963799313,22.29258155822754,101739300
2013-01-25,22.252242416098273,22.77667856990242,22.098945173359553,22.49428939819336,81847700
2013-01-28,22.59917648887794,22.77667749813547,22.397470166991024,22.51849365234375,56056500
2013-01-29,22.445881066301947,22.695996494752308,22.268380042707697,22.599178314208984,49242600
2013-01-30,22.599169397033982,22.744398149441874,22.397463138444493,22.470077514648438,43580500
2013-01-31,22.42166711512355,22.566894320030944,22.107004323916197,22.14734649658203,50530000
2013-02-01,22.324853179323078,22.631446075925506,22.228033478929355,22.53462791442871,55565900
2013-02-04,22.486215345028402,22.60723879757153,22.123143448502333,22.139280319213867,50540000
2013-02-05,22.28450851042197,22.31678071212664,22.07473381320332,22.18768882751465,35410400
2013-02-06,22.09087549772901,22.21996895836368,21.985988888403643,22.058603286743164,41889600
2013-02-07,22.06667039107977,22.098942600115926,21.864964083188543,22.01019287109375,38028300
2013-02-08,22.066661379325687,22.35711729762046,22.03438764457273,22.228025436401367,33318500
2013-02-11,22.3087191164505,22.5265623156065,22.1876956298851,22.478153228759766,32247700
2013-02-12,22.49428939819336,22.591109114369704,22.389402782991404,22.49428939819336,35990900
2013-02-13,22.534624040938052,22.679852797116713,22.49428186483472,22.615306854248047,41715600
2013-02-14,22.52655715589943,22.63951217896851,22.48621651591669,22.623376846313477,32663200
2013-02-15,22.62338362879343,22.720201809336757,22.494290156573612,22.599178314208984,49650900
2013-02-19,22.680530690343012,22.8513676373795,22.61545031805256,22.81882667541504,38781400
2013-02-20,22.883898039739048,22.9408447007605,22.639847127627114,22.672388076782227,44110200
2013-02-21,22.566630817884107,22.566630817884107,22.151743039327037,22.36325454711914,49078500
2013-02-22,22.517824460939703,22.582904815673828,22.355122798285368,22.582904815673828,31425900
2013-02-25,22.753738288525803,22.818818637892864,22.265636444091797,22.265636444091797,48011800
2013-02-26,22.273770130079498,22.45274225456736,22.24123073121493,22.265636444091797,49923300
2013-02-27,22.306312495928154,22.77814544668686,22.233096904289905,22.623579025268555,36394700
2013-02-28,22.680524537986262,22.75374013090725,22.566634305281635,22.61544418334961,35840200
2013-03-01,22.550361362680203,22.76187288002863,22.387661269699944,22.737468719482422,34849700
2013-03-04,22.656120338321934,22.900171279907227,22.534094867529284,22.900171279907227,38157500
2013-03-05,23.014063960441487,23.217440270229886,22.90830741043418,23.06287384033203,41432200
2013-03-06,22.94897815690967,22.965248631324513,22.59917226681757,22.85135841369629,51448500
2013-03-07,22.86763417970534,23.005930140957663,22.786283340444292,22.892038345336914,29196700
2013-03-08,22.981517280851094,23.04659762170481,22.7456000754828,22.778141021728516,37667800
