ticker,period,model_key,model,runs,test_profit_mean,test_profit_std,test_roi_mean,test_roi_std,test_arr_mean,test_arr_std,test_volatility_mean,test_volatility_std,test_sharpe_mean,test_sharpe_std,test_max_drawdown_mean,test_max_drawdown_std,test_violations_mean,test_violations_std
GAS,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE (vae_019 + ucb_009),20,59.607054500000004,223.62058492782626,5.960705450000001,22.362058492782626,1.4892048536960218,7.0283056743951375,20.42444417489731,9.029758971538001,-0.1837733312835308,1.1095419053924154,33.669712949156235,16.34976675908894,7.55,5.853249210121629
GAS,GOOD,EPSILON_GREEDY,Deep SARSA Epsilon-Greedy,20,52.748981499999914,214.24007960947782,5.27489814999999,21.42400796094778,1.2951676573758726,6.824484486404391,20.16921628519239,8.62846052657944,-0.0373917993599932,0.5248516321708051,33.90300070854276,15.104731556985174,7.25,5.692793228006978
GAS,GOOD,BUY_AND_HOLD,Buy-and-Hold,1,247.54283000000032,0.0,24.754283000000036,0.0,7.663800458826553,0.0,31.684479769300424,0.0,0.32960006965639,0.0,50.7903779362892,0.0,17.0,0.0
