ticker,period,model_key,model,shares,cash_after_buy,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations
GAS,GOOD,BUY_AND_HOLD,Buy-and-Hold,19,21.852830000000154,247.54283000000032,24.754283000000033,7.663800458826553,31.684479769300424,0.32960006965639,50.7903779362892,17
