config_id,beta_0,beta_decay,beta_min,seeds,val_profit_mean,val_roi_mean,val_arr_mean,val_sharpe_mean,val_sharpe_std,val_mdd_mean,val_violations_mean,train_sharpe_mean,gap_sharpe_mean,gap_arr_mean,vae_loss_last_mean,novelty_mean,novelty_std,finite_rate,score
ucb_027,0.1,0.93,0.01,3,1146.2580566666659,114.62580566666661,27.091229392653883,1.0657753901407483,0.44608499433287047,26.622953757813395,3.3333333333333335,0.3109903958003185,-0.7547849943404298,-19.133839031565646,0.2424204051494598,6.324845950024925,3.4929237969610196,1.0,0.9739578482345903
ucb_003,0.01,0.93,0.01,3,1164.6288166666657,116.46288166666659,27.511288736180973,1.0655997965214785,0.43324091895696765,27.186122376923535,3.6666666666666665,0.3060784819915869,-0.7595213145298914,-19.576243801307385,0.2424308210611343,6.341075205057379,3.502853031509103,1.0,0.9712640338946942
ucb_007,0.01,0.99,0.01,3,1164.6288166666657,116.46288166666659,27.511288736180973,1.0655997965214785,0.43324091895696765,27.186122376923535,3.6666666666666665,0.3060784819915869,-0.7595213145298914,-19.576243801307385,0.2424308210611343,6.341075205057379,3.502853031509103,1.0,0.9712640338946942
ucb_043,0.3,0.93,0.01,3,1134.0950999999998,113.40951,26.880969625420246,1.0546814763427197,0.4233087090635421,26.895234625204996,3.3333333333333335,0.3026216565401299,-0.7520598198025897,-18.86290721962858,0.23809244235356644,6.327826110486405,3.5043175825598785,1.0,0.9627169002667473
ucb_035,0.15,0.93,0.01,3,1121.362603333333,112.13626033333331,26.556197360128213,1.0527721093865676,0.4176275340924301,26.61167452871709,3.3333333333333335,0.3116873275276413,-0.7410847818589265,-18.587488698246684,0.2404728482166926,6.319197189949121,3.4922383299097035,1.0,0.9613138273439081
ucb_023,0.05,0.99,0.01,3,1126.217906666666,112.6217906666666,26.654680143554483,1.0475960711774108,0.4342618996881215,26.96849112748868,3.3333333333333335,0.2890917501333352,-0.7585043210440756,-18.924269140031353,0.24232749640941617,6.3270352754542545,3.499804897354166,1.0,0.9462232186960386
ucb_031,0.1,0.99,0.01,3,1122.9880666666659,112.29880666666661,26.634494314656262,1.041238902673433,0.4285651525544146,27.18704379378291,3.3333333333333335,0.26375693481305634,-0.7774819678603767,-18.78920654257815,0.24172065158685044,6.326388876248681,3.5045645538534864,1.0,0.9351755895662273
ucb_011,0.03,0.93,0.01,3,1116.8265133333325,111.68265133333325,26.405920214651463,1.0319110336181312,0.4418450440308282,27.193737649600152,3.3333333333333335,0.3213093557477928,-0.7106016778703382,-18.405564153399514,0.24249046544233957,6.3205474322165776,3.5049315726709747,1.0,0.9320326698599185
ucb_019,0.05,0.93,0.01,3,1126.3429533333324,112.63429533333323,26.575072020076387,1.0336051566279214,0.4678660583386661,26.91288880184813,3.3333333333333335,0.2874659218160373,-0.746139234811884,-18.678858455363805,0.24255031347274777,6.316124226842713,3.5032014414661035,1.0,0.9257589638865301
ucb_015,0.03,0.99,0.01,3,1093.1117999999997,109.31117999999996,25.90596171403597,1.0268281257330074,0.4253562945381287,26.983427583309563,3.3333333333333335,0.30089239055585787,-0.7259357351771496,-18.060543531556835,0.24295229216416672,6.319073782471171,3.4966442388211747,1.0,0.9207991097808887
ucb_047,0.3,0.99,0.01,3,1088.4972966666662,108.84972966666662,25.813047214060187,1.0191261260741575,0.4330143362508011,27.16066323483447,3.3333333333333335,0.31108142514149156,-0.7080447009326659,-17.65962084954539,0.23544186850388846,6.306099786043052,3.516785859434092,1.0,0.9119320053920256
ucb_051,0.5,0.93,0.01,3,1081.5580899999995,108.15580899999993,25.63629359806353,1.0117919263371065,0.4431360746393581,27.15664291221009,3.3333333333333335,0.343623608292068,-0.6681683180450383,-17.003627205011096,0.23619211216767624,6.3058367803510285,3.5066280878928944,1.0,0.90785976583074
ucb_039,0.15,0.99,0.01,3,1100.0663633333331,110.00663633333329,26.048676858473808,1.0160706756623001,0.45106944799012894,27.12284267835319,3.6666666666666665,0.29205434928982693,-0.7240163263724732,-18.142681095150166,0.24034952123959855,6.305336610952705,3.511244792834516,1.0,0.8986264632525839
ucb_055,0.5,0.99,0.01,3,1092.929113333333,109.29291133333328,25.843037483435662,1.0038125634679214,0.4872529437235897,27.450638158279926,3.3333333333333335,0.2908511114743082,-0.7129614519936132,-17.69049074428243,0.22044940292835236,6.305274916580998,3.515286053686452,1.0,0.8797137570689837
