ticker,period,model_key,result_schema_version,near_zero_vol_percent,collapse_flat_ratio,model,shares,cash_after_buy,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations,test_flat_step_ratio,test_no_trade,test_near_zero_vol,test_collapse,test_trade_count,test_invalid_action_count,test_invalid_action_rate,test_turnover,test_exposure_ratio
ACB,BAD,BUY_AND_HOLD,env_v3_ucb_warmup_scaled_bonus,0.05,0.95,Buy-and-Hold,61,12.033020000000079,35.003020000000106,3.5003020000000107,1.741108186711804,28.345936000888788,0.1328033608307271,38.368003989012514,9,0.09236947791164658,False,False,False,1,0,0.0,0.98698,0.9866626000756633
