time,open,high,low,close,volume,MACD,RSI,CCI,ADX
2013-01-02,19.96,20.08,19.85,19.85,199930,0.10395275427427464,56.42660591770618,86.02720367426274,17.47229897095533
2013-01-03,19.85,19.96,19.62,19.73,146370,0.1046736430496118,53.95617416251164,50.947661276300224,16.995839970457105
2013-01-04,19.62,20.08,19.62,20.08,147250,0.13196580783884215,59.52256164536429,83.55926312130765,16.837402959855385
2013-01-07,20.08,20.3,20.08,20.08,135530,0.15184467417982006,59.52256164536429,119.65896048532613,17.18265679284038
2013-01-08,20.08,20.99,20.08,20.99,629670,0.23828145351614438,70.33619434680406,188.8592030796635,18.703796484811768
2013-01-09,22.01,22.01,21.33,21.79,455050,0.3671047825857272,76.32435773193896,271.3196520337223,21.235191803929077
2013-01-10,21.79,22.81,21.67,22.81,593410,0.5452187323401212,81.46256189246546,273.2366946410264,24.165529784589502
2013-01-11,23.27,23.73,23.04,23.5,362160,0.7335961148275807,83.99328888112876,270.78669651423206,27.371233530458362
2013-01-14,23.04,23.27,22.47,22.7,371220,0.809007498658751,71.76095391048763,173.34776695256383,29.0545977412152
2013-01-15,22.58,23.04,22.58,22.81,192400,0.8676459617896235,72.3570772421601,139.78494623655953,30.6177216512037
2013-01-16,22.81,23.04,22.58,22.7,215810,0.8949251455897169,70.74869519871594,115.98577409152381,32.069193853335875
2013-01-17,22.7,22.7,22.36,22.36,291160,0.8789766412098494,65.87456761601965,87.19193036714846,32.88762762290931
2013-01-18,22.36,22.47,22.01,22.24,206860,0.8468918968528598,64.19360808852991,66.48554271914385,32.85210351241527
2013-01-21,22.36,22.47,22.01,22.01,75950,0.7937555085748436,60.98164962013244,55.669671959754815,32.81911683838509
2013-01-22,21.9,22.24,21.79,22.01,246990,0.7430787883162857,60.98164962013243,42.49722435733239,32.28220925387675
2013-01-23,22.36,23.04,22.36,22.36,250560,0.7228268987881705,64.14761231806854,65.540221907838,32.708409998894
2013-01-24,22.36,22.7,22.36,22.58,160380,0.7162725477471916,66.01430312497779,58.29064693606541,33.10416783355287
2013-01-25,22.58,22.81,22.47,22.7,430810,0.7125473718860569,67.02288286555613,60.271437694539586,33.59028786498194
2013-01-28,22.81,24.18,22.81,23.95,657030,0.8012236885545576,75.25931651557633,112.67532602214087,35.179558165110045
