time,open,high,low,close,volume,MACD,RSI,CCI,ADX
2017-01-03,32.8,32.8,32.21,32.32,119390,-0.5872915418244418,38.5449910806427,-103.34667556148578,27.955254088309193
2017-01-04,32.26,33.23,32.21,33.07,144060,-0.5282109942247502,46.24607976831111,-52.69290036456598,27.853043216789363
2017-01-05,33.23,33.23,32.8,33.07,30860,-0.4759033173962237,46.24607976831111,-25.602892718630162,27.75813312180666
2017-01-06,33.07,33.07,32.48,32.48,73420,-0.476563646748275,41.50129416132677,-60.564480780590635,27.9441458802699
2017-01-09,32.48,32.91,32.26,32.53,210470,-0.467661470066858,42.04397308030888,-65.2695235116244,28.30207874784241
2017-01-10,32.69,32.69,32.15,32.26,145150,-0.4768958163128403,39.89188663444334,-79.9435455416083,28.72857130541663
2017-01-11,32.26,32.53,32.26,32.48,52950,-0.4611461352655297,42.47564172591034,-65.75143005720244,29.124600108878408
2017-01-12,32.53,32.75,32.37,32.53,35960,-0.43956281096618,43.074545107510225,-44.80757384171366,29.07415232003931
2017-01-13,32.53,32.69,32.05,32.05,172210,-0.4559341345383032,38.888689811020896,-75.38380789922581,29.354199861279533
2017-01-16,32.05,32.05,31.03,31.19,292540,-0.532168828111466,32.74832111948254,-163.97682598799838,30.475587325457735
2017-01-17,30.97,31.19,30.43,30.49,274310,-0.6416727181974338,28.76681659502629,-227.21448021784292,31.91853215997815
2017-01-18,30.49,30.97,30.49,30.86,250630,-0.6906381851514212,33.37752148743537,-190.16980445911477,33.25840950631853
2017-01-19,30.65,30.86,30.65,30.86,48270,-0.721130922107946,33.37752148743537,-162.78006401462966,34.50258132792031
2017-01-20,30.86,31.29,30.65,31.24,88440,-0.7064898365655381,38.14624641507473,-117.00310288323983,34.754716357502296
2017-01-23,31.24,31.46,30.65,31.46,143830,-0.6694178768207344,40.78871446070221,-88.844475192387,34.64872947973013
2017-01-24,31.72,32.48,31.46,32.26,158760,-0.5689265365440903,49.275001493135704,7.199738191338756,32.81522204299652
2017-01-25,32.26,32.32,31.99,32.32,190060,-0.4789241869080385,49.85547538598443,21.33203061390728,31.112679423172448
2017-02-02,32.42,32.8,32.42,32.53,102440,-0.3861995632683062,51.928942047480795,59.198688828319334,28.953241093023518
2017-02-03,32.53,32.53,31.83,31.99,174630,-0.3522278545674489,46.59363652118801,9.646302250804936,27.59295849751312
2017-02-06,31.99,32.8,31.62,32.26,415830,-0.30005938929392784,49.39334088885189,22.923101934645548,25.936741156078888
2017-02-07,32.26,32.53,32.15,32.26,230780,-0.2557671798711496,49.39334088885189,33.2315299592789,24.398825053318536
2017-02-08,32.26,32.26,31.78,31.78,118350,-0.2564411789858312,44.575402109859255,-2.7082563942306903,23.47408672768777
2017-02-09,30.65,31.46,30.54,31.19,2471360,-0.3011123614376672,39.47805633042534,-88.316264728553,23.944482274168394
2017-02-10,31.19,31.99,31.13,31.72,774350,-0.2904004689262827,45.50646078285144,-22.54090617087964,23.56194888395657
2017-02-13,31.72,31.94,31.62,31.78,646920,-0.2739122287087987,46.160272102526214,0.8583862338807156,23.206739307331304
2017-02-14,31.72,31.99,31.46,31.78,1178960,-0.2578725849064014,46.16027210252622,0.2089864158836683,23.05108451037403
2017-02-15,31.83,31.83,31.56,31.78,943370,-0.24236719349532976,46.16027210252622,2.206044562100028,22.906547913199415
2017-02-16,31.72,32.26,31.62,31.89,1044840,-0.21868214673742514,47.5998508557032,34.545201281515205,22.03415869562623
2017-02-17,31.94,32.05,31.62,31.67,507400,-0.215183239485647,45.00784786786502,18.701311269173473,21.224082993593985
2017-02-20,31.67,31.83,31.35,31.72,545730,-0.20600109574723646,45.731138143591345,-4.22885572139183,20.845314724406876
2017-02-21,31.72,32.48,31.67,32.1,1564800,-0.16614612733968315,51.005363974217566,58.79737690341243,19.40248515063024
2017-02-22,32.42,33.34,32.42,33.34,2022590,-0.03410994266322831,63.478579804601075,195.34756431308236,19.106904215894613
2017-02-23,33.61,34.09,33.39,33.87,1381370,0.11200513014782132,67.3093991528623,266.56738644825,19.614863995269697
2017-02-24,33.93,33.93,33.18,33.18,749570,0.17016360451377466,58.679801365637765,183.0024526817536,19.748292460768976
2017-02-27,32.96,33.28,32.64,33.28,868170,0.2217673823843711,59.49040461193215,114.76939482804637,19.0554965971383
2017-02-28,33.34,33.5,32.42,32.42,665120,0.19106644046095056,50.34352979951918,67.74829161950231,18.41218615233839
2017-03-01,32.48,32.48,31.56,31.67,1311380,0.10500654077210214,43.99112229931389,-39.77156004765936,17.54335034001636
2017-03-02,31.94,31.99,31.19,31.19,926350,-0.0019065605883596959,40.471406166662796,-87.28652751423127,17.166560323648913
2017-03-03,31.19,31.67,30.92,31.51,487640,-0.060121593727316736,43.70514347958342,-89.40407019182972,17.1177069211888
2017-03-06,31.46,31.72,31.29,31.29,672260,-0.12259637360852693,42.01530939483064,-75.09731320611417,16.993392623611047
2017-03-07,31.19,31.35,30.92,31.29,979520,-0.17014674105267957,42.01530939483063,-95.02768611219821,17.302907749771645
2017-03-08,31.4,31.4,30.97,31.08,434580,-0.2222144449926553,40.290732134780704,-91.08839878070678,17.502546088390247
2017-03-09,30.86,30.86,30.54,30.54,1168640,-0.30355279486024145,36.17843902238187,-140.17048949819858,18.177350965645573
2017-03-10,30.43,30.43,29.79,30.0,1316700,-0.40689705421678113,32.59563515270777,-178.63783149036112,19.527835500030953
2017-03-13,29.57,29.9,28.98,29.41,869240,-0.5302933023825389,29.193845537044954,-202.1956602746011,21.40623684041288
2017-03-14,29.41,30.33,29.41,29.57,607090,-0.6081645133114684,31.288114813176843,-146.90220174091132,22.383995627826813
2017-03-15,29.57,29.95,29.47,29.57,684900,-0.6622440715798703,31.288114813176847,-132.80203280203204,23.291914501854034
2017-03-16,30.11,30.11,29.73,29.9,566040,-0.67074236855278,35.82824937139679,-102.53471938009852,23.837989469895007
2017-03-17,29.84,29.9,29.57,29.57,562130,-0.6960815770808111,33.448157386473646,-103.98445092322665,24.50332076111605
2017-03-20,29.57,29.73,29.47,29.47,604570,-0.7159788877272071,32.7384217115015,-98.20439350525292,25.222053915691458
2017-03-21,29.57,29.73,29.25,29.25,503250,-0.740958502760968,31.171355007558958,-95.23809523809521,26.112348167382294
2017-03-22,29.14,29.25,28.5,28.5,1255270,-0.8119145145080893,26.512276479686896,-117.44830382484136,27.60224301845714
2017-03-23,28.5,29.14,28.5,28.61,971180,-0.849479315569134,28.207166599307104,-109.1150086392576,28.985716808740932
2017-03-24,28.71,29.3,28.71,29.3,516030,-0.8141870165079119,37.884733757830766,-82.64395410594783,29.897127082891448
2017-03-27,29.2,29.25,28.87,29.04,555010,-0.7979986110723907,35.919885636187814,-80.90167801064757,30.743436623174073
2017-03-28,29.04,29.04,28.77,28.82,319850,-0.7937712437246454,34.29890075476186,-90.08459721057824,31.63383730104677
2017-03-29,29.09,29.36,28.82,28.93,552250,-0.7726384488655889,35.857535485605965,-74.0928127722966,31.645552262331762
2017-03-30,29.04,29.41,29.04,29.25,362230,-0.7217493537610231,40.29490013456198,-53.292877426381594,31.531875350488892
2017-03-31,29.57,29.73,29.36,29.57,532050,-0.648126850716011,44.434597780031176,-17.281219935442905,30.64999687694515
2017-04-03,29.47,29.73,29.3,29.41,428240,-0.5958228742480856,42.83535552279653,-17.560870502046622,29.92690079307572
2017-04-04,29.57,29.57,29.04,29.2,551270,-0.5648061077931814,40.76173328410962,-38.520801232665626,29.663464554112274
2017-04-05,29.52,29.63,29.3,29.47,535710,-0.512530224014629,44.482932628435904,5.966779551685275,29.260605371546383
2017-04-07,29.73,30.76,29.63,30.76,1555420,-0.36282655183468293,58.04379766332015,192.866224988289,27.780024340835443
2017-04-10,31.3,31.3,30.86,30.97,485730,-0.224650437712679,59.76670053293689,275.61321237089294,27.18275982137675
2017-04-11,31.03,31.3,30.65,30.92,718510,-0.11782128348361098,59.143955343438414,204.5605758180602,26.22318586930124
2017-04-12,31.03,31.03,30.16,30.16,733350,-0.09340731611344921,50.52616866845655,115.3501344755441,24.466159828442322
2017-04-13,30.7,30.7,29.56,29.78,678760,-0.10352848337484843,46.85035924229503,52.64383880735948,23.497043563999306
2017-04-14,29.88,29.94,29.12,29.34,568130,-0.1453780761480239,42.95371206397738,-14.473684210526661,23.161605832381174
2017-04-17,29.5,29.99,29.23,29.39,463270,-0.1725208844330126,43.528502423271256,-4.3785075290334445,22.759015281773923
2017-04-18,29.39,30.05,29.39,29.99,457560,-0.1439573195915358,50.034557732197406,29.414929098615275,22.27029399069887
2017-04-19,30.05,30.16,29.78,29.94,247430,-0.12392652298249374,49.52252857242571,43.66340541326449,21.59864319781417
2017-04-20,29.61,29.61,29.39,29.39,405730,-0.1506952547220486,44.16812654814121,-23.7939599947708,21.54310462672478
2017-04-21,29.34,29.61,29.18,29.18,256750,-0.18670271970635,42.28808489558186,-47.72273634549069,21.77586062119227
2017-04-24,29.18,29.67,29.07,29.45,361260,-0.19124756868599846,45.50014031437069,-40.58938003892195,22.14011699767794
2017-04-25,29.39,29.5,29.23,29.23,110460,-0.2101787458787605,43.38146057522904,-54.15367167564508,22.47835506155749
2017-04-26,29.29,29.67,29.18,29.67,334940,-0.18751595027903178,48.5422706310972,-33.73864326528562,22.365585463527555
2017-04-27,29.67,30.48,29.61,30.37,1008680,-0.11178280899401116,55.49282284902397,54.46655693550752,20.956072998038156
2017-04-28,30.27,30.48,29.67,30.21,498570,-0.06393738138901028,53.707127995877194,43.27891979040732,19.647239994369425
2017-05-03,29.94,30.27,29.88,30.05,651080,-0.03848654914703786,51.90829086959309,31.323966359469853,18.431895062391316
2017-05-04,29.94,30.05,29.83,30.05,623850,-0.018107845263475753,51.90829086959309,14.402491241727384,17.19497760093678
2017-05-05,29.67,29.88,29.61,29.72,238870,-0.028260053385888995,48.05803783033067,-28.132290380130343,16.35996808856446
2017-05-08,29.72,30.1,29.72,29.94,402680,-0.018342153158307895,50.684260334079234,-1.7735135920924934,15.294531614851207
2017-05-09,29.88,30.32,29.83,30.27,561550,0.015962095204134386,54.40798765200082,39.978390059426395,14.771439824234564
2017-05-10,30.43,30.48,29.94,29.94,296500,0.016331952522811832,50.31644613717896,50.34061903071351,14.609879748198711
2017-05-11,30.21,30.21,29.88,29.99,125850,0.020424211646872692,50.91870206813328,46.799938013325836,14.302936183605556
2017-05-12,30.1,30.1,29.61,29.67,260390,-0.002129422505465328,46.99259184078489,0.21450021450001971,13.336749389579836
2017-05-15,29.67,29.67,29.39,29.45,360800,-0.03732523931991594,44.45477118035999,-66.33958149872177,12.836219520287615
2017-05-16,29.83,29.83,29.67,29.72,198540,-0.04293648908257808,48.15528307131513,-10.847337067663437,11.97396858993213
2017-05-17,29.78,29.78,29.39,29.61,176600,-0.05561839144269598,46.787679719327976,-51.365160825622986,11.80965183299107
2017-05-18,29.61,29.99,29.5,29.78,461480,-0.0513592734462911,49.18934209410434,-6.527121314427968,11.127441928125588
2017-05-19,29.94,30.7,29.94,30.43,1110510,0.00441478508019344,57.15233047890565,138.61879830466242,11.614134187305355
2017-05-22,31.03,31.79,30.97,31.63,1581550,0.14378859406726718,67.33133351584281,312.2211122211124,13.509048017163725
2017-05-23,31.63,31.84,31.24,31.24,469660,0.22023487069170145,62.162697662869185,249.6408202359698,15.321699800496983
2017-05-24,31.24,31.3,30.81,31.08,472380,0.2648553453041025,60.12357398409986,156.8390526824556,16.011457426586453
2017-05-25,31.57,31.9,31.24,31.63,940320,0.3406707559513791,64.44158281110293,188.79056047197778,17.352836893996983
2017-05-26,31.08,31.46,30.92,30.92,595270,0.3395498297525066,56.00993074519886,102.47083908190253,17.9256616895714
2017-05-29,31.03,31.73,30.92,31.57,639880,0.38665394934310626,61.03621768211681,117.8823398700072,18.77580866103077
2017-05-30,31.57,31.63,30.81,30.81,408770,0.35852579290448006,53.35928777988298,71.93719189337213,19.328527427139967
2017-05-31,31.03,31.03,30.21,30.27,391640,0.28932537640237044,48.67473232243069,9.24071536488572,18.663497123793437
2017-06-01,30.21,30.43,30.1,30.32,412340,0.2357999745684971,49.120147622450475,-15.873015873016165,17.84874576762038
2017-06-02,30.37,30.37,29.67,29.72,944820,0.14331369137023842,44.16683113049514,-56.58290728452754,16.787563911411098
2017-06-05,29.72,30.1,29.61,30.05,245020,0.09554451004544617,47.313719431690046,-56.58290728452754,15.900269191118026
2017-06-06,30.05,30.16,29.94,30.16,314000,0.0658046157306309,48.35856187783563,-38.03071364046943,14.9644135905172
2017-06-07,30.05,30.59,30.05,30.21,631150,0.04574282256967166,48.8550603767305,-17.786056024250342,14.458237888947924
2017-06-08,29.45,30.43,29.45,30.21,404080,0.029503607727669134,48.8550603767305,-45.57077625570758,13.903010935614168
2017-06-09,30.21,30.21,29.78,29.88,279320,-0.009880433618373985,45.50615371425488,-55.093977327277436,13.38744305037568
2017-06-12,29.88,30.37,29.83,30.05,362400,-0.027063025173038824,47.5025704126419,-46.04985213350285,12.603301655163813
2017-06-13,30.05,30.59,29.94,30.59,444780,0.0028601640667318406,53.349041717135314,-16.995350328683895,11.940745642335646
2017-06-14,30.65,31.41,30.65,31.3,1090870,0.08290984037633109,59.70342225623057,63.673567645642706,12.593185252715164
2017-06-15,31.03,31.24,30.76,30.97,457380,0.11835719542941803,55.89269410354169,41.78019981834654,13.19902203378186
2017-06-16,30.97,31.57,30.97,31.3,613830,0.1711053260786528,58.72952160751625,69.83078001401843,14.20650736499101
2017-06-19,31.84,31.84,31.46,31.68,1080490,0.2407956811334273,61.77804566564645,112.3179850452571,15.479642023353174
2017-06-20,31.63,31.79,31.52,31.63,711980,0.2886636723457592,61.138114508525774,107.55555555555486,16.661838491832327
2017-06-21,31.41,31.57,31.03,31.41,738120,0.3053276122147288,58.27763796144067,68.40317100792747,16.624371407224654
2017-06-22,31.3,31.41,30.86,31.03,686630,0.28459049829765704,53.61177345271726,46.30231413096927,16.23254636557279
2017-06-23,31.03,31.08,30.48,30.86,360190,0.2515390216014026,51.62062584731492,13.729653220098415,15.123446605321801
2017-06-26,31.03,31.14,30.86,31.03,209750,0.23633870200631435,53.48123907350201,42.33270400671272,14.205009089206154
2017-06-27,31.14,31.73,31.03,31.24,577840,0.23848843791322594,55.74541013249533,79.5778255968846,14.348055181684913
2017-06-28,31.52,31.85,31.36,31.74,516800,0.27734092686692335,60.6556113629987,105.01317732920175,14.662232429131071
2017-06-29,31.63,31.85,31.63,31.74,549030,0.304620330726749,60.655611362998684,104.59958854726953,14.953968444616793
2017-06-30,31.91,32.63,31.85,32.3,1282490,0.3671939909505255,65.61170001884533,149.2313460817399,16.304037398063
2017-07-03,32.24,33.07,32.24,33.02,868690,0.46947028894977194,70.71879928852584,186.90407495947088,18.03719611865845
2017-07-04,32.8,32.85,32.13,32.68,394690,0.5171286957702677,65.75277559587536,144.60169114374804,19.379493263795975
2017-07-05,32.8,33.35,32.63,33.29,1598410,0.5972356675439272,69.84424838942711,175.24448449651285,21.14572848880623
2017-07-06,33.29,33.68,33.07,33.63,719680,0.6803139426652436,71.86205885616664,179.56751443666312,23.08796775908491
2017-07-07,33.63,33.74,33.24,33.63,728970,0.737650893912253,71.86205885616666,162.2936169589362,24.9453640634188
2017-07-10,33.52,33.68,33.07,33.4,1071320,0.7558191503717389,68.27773216398502,126.18713353703929,26.21581394007465
