ticker,period,model_key,model,runs,test_profit_mean,test_profit_std,test_profit_median,test_profit_q25,test_profit_q75,test_profit_valid_n,test_roi_mean,test_roi_std,test_roi_median,test_roi_q25,test_roi_q75,test_roi_valid_n,test_arr_mean,test_arr_std,test_arr_median,test_arr_q25,test_arr_q75,test_arr_valid_n,test_volatility_mean,test_volatility_std,test_volatility_median,test_volatility_q25,test_volatility_q75,test_volatility_valid_n,test_sharpe_mean,test_sharpe_std,test_sharpe_median,test_sharpe_q25,test_sharpe_q75,test_sharpe_valid_n,test_max_drawdown_mean,test_max_drawdown_std,test_max_drawdown_median,test_max_drawdown_q25,test_max_drawdown_q75,test_max_drawdown_valid_n,test_violations_mean,test_violations_std,test_violations_median,test_violations_q25,test_violations_q75,test_violations_valid_n,test_collapse_rate,test_no_trade_rate,test_invalid_action_rate_mean
HPG,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,20,-25.10353049999997,130.05442699565987,-5.623744999999531,-81.24936749999961,42.03245249999969,20,-2.5103530499999978,13.005442699565984,-0.562374499999953,-8.12493674999996,4.20324524999997,20,-1.473587063611025,6.5646885306755935,-0.28263547221391017,-4.1626478470471,2.087174335865977,20,18.336605666313638,11.09959926008932,18.963356663066406,7.5457196248875515,27.153275411781948,20,-0.13664731343497055,0.38955529485265733,-0.06962470003026995,-0.23855778506966618,0.0562268203782435,20,30.05492384588573,20.43833408670649,30.361201979494457,10.846960195922017,45.9100748495575,20,4.4,5.547877735532845,2.0,0.0,9.0,20,0.0,0.0,0.0
