ticker,time,feature,feature_value,shap_value
ACB,2021-12-20,RSI,48.02445602416992,-0.043339277641968516
ACB,2021-12-20,CCI,-50.77262878417969,-0.07639340530402795
ACB,2021-12-20,ADX,13.238384246826172,0.03346552962198231
ACB,2022-01-06,Close,15.829999923706055,0.005994544747928235
ACB,2022-01-06,Balance,1021.5361938476562,0.033049635695454785
ACB,2022-01-06,Position,0.0,-0.009595580525882507
ACB,2022-01-06,MACD,0.09236247837543488,-0.01805131695698282
ACB,2022-01-06,RSI,53.74861145019531,-0.014890855167672922
ACB,2022-01-06,CCI,40.34157943725586,0.0011470542226895003
ACB,2022-01-06,ADX,12.895065307617188,0.03527569109638131
ACB,2022-01-25,Close,16.34000015258789,0.013929201415035281
ACB,2022-01-25,Balance,1021.5361938476562,0.03403606744808681
ACB,2022-01-25,Position,0.0,-0.0065737851312911155
ACB,2022-01-25,MACD,0.06807953864336014,-0.02060713443782493
ACB,2022-01-25,RSI,66.18724060058594,0.0459085719992509
ACB,2022-01-25,CCI,170.97657775878906,0.08311291353600742
ACB,2022-01-25,ADX,12.47643756866455,0.03888219600970198
ACB,2022-02-18,Close,15.880000114440918,0.004598341554028745
ACB,2022-02-18,Balance,1021.5361938476562,0.028392817649838722
ACB,2022-02-18,Position,0.0,-0.008375232066604647
ACB,2022-02-18,MACD,0.10471738129854202,-0.017275689319534885
ACB,2022-02-18,RSI,46.50271987915039,-0.05009480624942249
ACB,2022-02-18,CCI,-40.530128479003906,-0.07050626814777623
ACB,2022-02-18,ADX,19.5721378326416,-0.0050121325472306045
ACB,2022-03-08,Close,15.289999961853027,0.005100364101588428
ACB,2022-03-08,Balance,1021.5361938476562,0.009234175532977383
ACB,2022-03-08,Position,0.0,-0.018913899488677992
ACB,2022-03-08,MACD,-0.110807403922081,0.01868026115645933
ACB,2022-03-08,RSI,39.27018356323242,-0.057854103797922767
ACB,2022-03-08,CCI,-169.70452880859375,-0.15911540581142328
ACB,2022-03-08,ADX,15.474406242370605,0.0182524210921475
ACB,2022-03-25,Close,15.34000015258789,0.00933252770205801
ACB,2022-03-25,Balance,1021.5361938476562,0.017497691965096106
ACB,2022-03-25,Position,0.0,-0.016231315434206254
ACB,2022-03-25,MACD,-0.13166096806526184,0.00949617570566925
ACB,2022-03-25,RSI,41.734130859375,-0.04787822140116102
ACB,2022-03-25,CCI,-54.0780143737793,-0.07970308857100587
ACB,2022-03-25,ADX,10.770590782165527,0.06870708157411524
ACB,2022-04-14,Close,15.850000381469727,0.006819223679718931
ACB,2022-04-14,Balance,1021.5361938476562,0.03535297503616997
ACB,2022-04-14,Position,0.0,-0.008379146428018907
ACB,2022-04-14,MACD,0.03938112407922745,-0.014431758581234994
ACB,2022-04-14,RSI,56.71440124511719,-0.00014409381791988252
ACB,2022-04-14,CCI,136.25555419921875,0.06753763040561254
ACB,2022-04-14,ADX,9.956295013427734,0.05487473744802003
ACB,2022-05-04,Close,14.890000343322754,0.002180944157260223
ACB,2022-05-04,Balance,1021.5361938476562,0.019932227107340928
ACB,2022-05-04,Position,0.0,-0.007032821314451012
ACB,2022-05-04,MACD,-0.21567200124263763,0.0493002688214542
ACB,2022-05-04,RSI,45.71809768676758,-0.03984055792508351
ACB,2022-05-04,CCI,-36.537052154541016,-0.06380186406189113
ACB,2022-05-04,ADX,19.241426467895508,-0.002035045439376729
ACB,2022-05-23,Close,13.34000015258789,-0.009813577003903793
ACB,2022-05-23,Balance,780.7857055664062,-0.024179145650438803
ACB,2022-05-23,Position,18.0,6.817354494365047e-05
ACB,2022-05-23,MACD,-0.48848438262939453,0.25918090184242404
ACB,2022-05-23,RSI,38.33531951904297,-0.029087347517759005
ACB,2022-05-23,CCI,-91.32669830322266,-0.04104334343825034
ACB,2022-05-23,ADX,28.753273010253906,-0.008303516195770348
ACB,2022-06-09,Close,15.100000381469727,0.00595942262316776
ACB,2022-06-09,Balance,629.8959350585938,-0.1620359138517361
ACB,2022-06-09,Position,29.0,0.003592554217095728
ACB,2022-06-09,MACD,0.1317722201347351,-0.023134853022223227
ACB,2022-06-09,RSI,58.18668746948242,0.00973066473732001
ACB,2022-06-09,CCI,83.87528991699219,0.022081543870928748
ACB,2022-06-09,ADX,16.559768676757812,0.006619985627908301
ACB,2022-06-27,Close,14.039999961853027,-0.000885479483494489
ACB,2022-06-27,Balance,643.8899536132812,-0.10292917636938524
ACB,2022-06-27,Position,28.0,0.004497494414045851
ACB,2022-06-27,MACD,-0.16820645332336426,0.06802734195281213
ACB,2022-06-27,RSI,47.84590530395508,-0.020145801470107406
ACB,2022-06-27,CCI,-37.97935104370117,-0.04240169860612507
ACB,2022-06-27,ADX,22.901453018188477,-0.04205514018792125
ACB,2022-07-14,Close,14.100000381469727,-0.0007945605047309512
ACB,2022-07-14,Balance,770.9984130859375,-0.10146518825133867
ACB,2022-07-14,Position,19.0,0.0031697697623715966
ACB,2022-07-14,MACD,-0.049856267869472504,-0.009677092579407928
ACB,2022-07-14,RSI,49.19988250732422,-0.03446765698591951
ACB,2022-07-14,CCI,26.482440948486328,-0.013566459278549204
ACB,2022-07-14,ADX,17.61035919189453,0.0030279307012297395
ACB,2022-08-01,Close,14.65999984741211,0.003733267772719628
ACB,2022-08-01,Balance,798.9904174804688,-0.08786015876245014
ACB,2022-08-01,Position,17.0,-0.0011454282357196907
ACB,2022-08-01,MACD,0.06787467002868652,-0.018486856878359215
ACB,2022-08-01,RSI,61.84619140625,0.03281270205239294
ACB,2022-08-01,CCI,185.60133361816406,0.07887123415395246
ACB,2022-08-01,ADX,12.647533416748047,0.031231548667643737
ACB,2022-08-18,Close,14.739999771118164,0.0033796213789805372
ACB,2022-08-18,Balance,798.9904174804688,-0.08276589839835713
ACB,2022-08-18,Position,17.0,5.366288569217878e-05
ACB,2022-08-18,MACD,0.11398545652627945,-0.01853727617353723
ACB,2022-08-18,RSI,61.20655822753906,0.029088268920781528
ACB,2022-08-18,CCI,96.84093475341797,0.035643864203820125
ACB,2022-08-18,ADX,13.288061141967773,0.025352904797099035
ACB,2022-09-08,Close,14.069999694824219,-0.007867008170281346
ACB,2022-09-08,Balance,1043.2259521484375,0.020057365869435344
ACB,2022-09-08,Position,0.0,-0.01934723881736494
ACB,2022-09-08,MACD,-0.03867585211992264,0.0069476679400272134
ACB,2022-09-08,RSI,37.10807800292969,-0.04552136295289843
ACB,2022-09-08,CCI,-217.37527465820312,-0.18164466534499057
ACB,2022-09-08,ADX,9.762491226196289,0.09120788510419313
ACB,2022-09-26,Close,13.010000228881836,-0.014798841376425485
ACB,2022-09-26,Balance,963.2860717773438,-0.014907926319089914
ACB,2022-09-26,Position,6.0,0.0013171211544579925
ACB,2022-09-26,MACD,-0.32606980204582214,0.1469966690785659
ACB,2022-09-26,RSI,22.401193618774414,-0.09003051411204924
ACB,2022-09-26,CCI,-144.4536590576172,-0.08224670274116343
ACB,2022-09-26,ADX,33.73326873779297,-0.03939722223302479
ACB,2022-10-13,Close,11.699999809265137,-0.07712126654154429
ACB,2022-10-13,Balance,491.9952392578125,0.0005064623002248691
ACB,2022-10-13,Position,45.0,0.009867037998277173
ACB,2022-10-13,MACD,-0.7648464441299438,0.35265614667720463
ACB,2022-10-13,RSI,39.07117462158203,-0.006854368747239589
ACB,2022-10-13,CCI,-85.47833251953125,-2.6118770560357163e-05
ACB,2022-10-13,ADX,55.13130187988281,0.1361720931838344
ACB,2022-11-01,Close,13.15999984741211,-0.01802466020392176
ACB,2022-11-01,Balance,10.824549674987793,-0.1657994006600299
ACB,2022-11-01,Position,84.0,-0.013275432900988694
ACB,2022-11-01,MACD,0.012287757359445095,0.02882067010831646
ACB,2022-11-01,RSI,58.02811813354492,-0.0008704306345427848
ACB,2022-11-01,CCI,138.40701293945312,0.008837117208037188
ACB,2022-11-01,ADX,29.644502639770508,-0.03288345329372444
ACB,2022-11-17,Close,12.34000015258789,-0.023133319534335003
ACB,2022-11-17,Balance,10.824549674987793,-0.08901434519013296
ACB,2022-11-17,Position,84.0,-0.018724430320459
ACB,2022-11-17,MACD,-0.15578392148017883,0.07528711792594418
ACB,2022-11-17,RSI,50.8604621887207,-0.006707107018759754
ACB,2022-11-17,CCI,15.231400489807129,-0.008370000798449337
ACB,2022-11-17,ADX,26.997217178344727,-0.015033667565295897
ACB,2022-12-06,Close,13.069999694824219,-0.026757577866371108
ACB,2022-12-06,Balance,144.19105529785156,-0.2363821785429399
ACB,2022-12-06,Position,74.0,0.06425646252869376
ACB,2022-12-06,MACD,0.292866975069046,-0.03536668039075553
ACB,2022-12-06,RSI,54.662208557128906,-0.01888839086066498
ACB,2022-12-06,CCI,109.58875274658203,0.02082860682298863
ACB,2022-12-06,ADX,20.060562133789062,-0.010201046224909333
ACB,2022-12-23,Close,13.420000076293945,-0.015845613212240192
ACB,2022-12-23,Balance,464.5703430175781,-0.18837647340575223
ACB,2022-12-23,Position,50.0,0.048693946158109645
ACB,2022-12-23,MACD,0.21748223900794983,-0.0392109385555406
ACB,2022-12-23,RSI,55.80683135986328,-0.012777230692953001
ACB,2022-12-23,CCI,-8.847959518432617,-0.030713819251936243
ACB,2022-12-23,ADX,13.147026062011719,0.036314170436562335
ACB,2023-01-11,Close,14.1899995803833,-0.00020690154091172752
ACB,2023-01-11,Balance,687.327392578125,-0.13396912748218445
ACB,2023-01-11,Position,33.0,0.0023859715517730294
ACB,2023-01-11,MACD,0.1984395533800125,-0.011005137735325696
ACB,2023-01-11,RSI,68.5945053100586,0.06717889441673046
ACB,2023-01-11,CCI,218.79458618164062,0.08058383565608682
ACB,2023-01-11,ADX,13.86507511138916,0.025520470414326236
ACB,2023-02-06,Close,14.600000381469727,0.002275732994081382
ACB,2023-02-06,Balance,687.327392578125,-0.11961479999990271
ACB,2023-02-06,Position,33.0,0.005663664253415655
ACB,2023-02-06,MACD,0.3850722312927246,-0.03269885648610005
ACB,2023-02-06,RSI,55.870758056640625,-0.0009679601142891792
ACB,2023-02-06,CCI,18.313438415527344,-0.02674080988182654
ACB,2023-02-06,ADX,27.571413040161133,-0.032730340873983035
ACB,2023-02-23,Close,14.890000343322754,0.005325868992357745
ACB,2023-02-23,Balance,687.327392578125,-0.12249261025837839
ACB,2023-02-23,Position,33.0,0.008655074763449459
ACB,2023-02-23,MACD,0.18866577744483948,-0.012962119392184605
ACB,2023-02-23,RSI,57.51967239379883,0.00793470842970788
ACB,2023-02-23,CCI,13.025185585021973,-0.015190429122349726
ACB,2023-02-23,ADX,18.202056884765625,0.00461325571478563
ACB,2023-03-13,Close,14.359999656677246,-0.0017551926450116995
ACB,2023-03-13,Balance,859.8646850585938,-0.05747225566176717
ACB,2023-03-13,Position,21.0,0.009835824254866704
ACB,2023-03-13,MACD,0.053379036486148834,-0.020148085042628803
ACB,2023-03-13,RSI,48.20086669921875,-0.03911587595351651
ACB,2023-03-13,CCI,-43.9799690246582,-0.06644244099455857
ACB,2023-03-13,ADX,10.970972061157227,0.05573375547472205
ACB,2023-03-30,Close,14.420000076293945,0.0019581574488156898
ACB,2023-03-30,Balance,988.016357421875,0.01530874176358665
ACB,2023-03-30,Position,12.0,0.0
ACB,2023-03-30,MACD,-0.02531477063894272,-0.010039252535496526
ACB,2023-03-30,RSI,51.335777282714844,-0.019052964280964764
ACB,2023-03-30,CCI,24.300649642944336,-0.013410338306859433
ACB,2023-03-30,ADX,16.6217041015625,0.016791099317023404
ACB,2023-04-17,Close,14.65999984741211,0.003394967424820594
ACB,2023-04-17,Balance,988.016357421875,0.014375881270439952
ACB,2023-04-17,Position,12.0,-0.0018442953422470112
ACB,2023-04-17,MACD,0.06593254208564758,-0.015877140028006963
ACB,2023-04-17,RSI,54.15794372558594,-0.013503398846102794
ACB,2023-04-17,CCI,34.37376403808594,-0.004420985812960079
ACB,2023-04-17,ADX,10.205145835876465,0.05334687859209002
ACB,2023-05-09,Close,14.600000381469727,0.002468726785393227
ACB,2023-05-09,Balance,1158.6356201171875,0.11372511838518737
ACB,2023-05-09,Position,0.0,-0.007114831777554494
ACB,2023-05-09,MACD,-0.0055171228013932705,-0.011667927681275121
ACB,2023-05-09,RSI,57.2567024230957,0.009568725638940855
ACB,2023-05-09,CCI,64.72113800048828,0.019644491413397257
ACB,2023-05-09,ADX,15.685770988464355,0.024023328523485665
ACB,2023-05-26,Close,14.65999984741211,0.003314002602566635
ACB,2023-05-26,Balance,1158.6356201171875,0.10437049646262596
ACB,2023-05-26,Position,0.0,-0.004702168511925158
ACB,2023-05-26,MACD,0.07344375550746918,-0.016159202444042425
ACB,2023-05-26,RSI,54.167457580566406,-0.002426653649512278
ACB,2023-05-26,CCI,56.18546676635742,0.015703562700621322
ACB,2023-05-26,ADX,26.141727447509766,-0.034656232300219025
ACB,2023-06-13,Close,15.15999984741211,0.006042818117046389
ACB,2023-06-13,Balance,1158.6356201171875,0.08466377879721347
ACB,2023-06-13,Position,0.0,-0.004758410920768641
ACB,2023-06-13,MACD,0.16527128219604492,-0.012800951400932506
ACB,2023-06-13,RSI,62.02073669433594,0.029541607238336213
ACB,2023-06-13,CCI,49.27556228637695,0.002173183217194701
ACB,2023-06-13,ADX,40.6545295715332,-0.10321360793287816
ACB,2023-06-30,Close,15.479999542236328,0.0077846780019466405
ACB,2023-06-30,Balance,1158.6356201171875,0.08001806589693362
ACB,2023-06-30,Position,0.0,-0.00318679651258906
ACB,2023-06-30,MACD,0.17235569655895233,-0.015753572726580532
ACB,2023-06-30,RSI,60.83815383911133,0.023292079492177573
ACB,2023-06-30,CCI,54.54096603393555,0.004068523060898196
ACB,2023-06-30,ADX,43.901451110839844,-0.11368374960792044
ACB,2023-07-19,Close,15.4399995803833,0.003036389752232787
ACB,2023-07-19,Balance,1158.6356201171875,0.09436068113620998
ACB,2023-07-19,Position,0.0,-0.004731296368337389
ACB,2023-07-19,MACD,0.07606163620948792,-0.017766216413706442
ACB,2023-07-19,RSI,56.58220291137695,0.006000632361708105
ACB,2023-07-19,CCI,28.266666412353516,-0.0084034361650514
ACB,2023-07-19,ADX,29.906646728515625,-0.05701052285678949
ACB,2023-08-04,Close,17.1200008392334,0.030454385938789907
ACB,2023-08-04,Balance,1158.6356201171875,0.09856936889600293
ACB,2023-08-04,Position,0.0,-0.001960184664927145
ACB,2023-08-04,MACD,0.3121863305568695,0.003396720767604839
ACB,2023-08-04,RSI,85.58381652832031,0.08190398276878083
ACB,2023-08-04,CCI,255.47964477539062,0.14344433589480549
ACB,2023-08-04,ADX,39.90278625488281,-0.09434902953723702
ACB,2023-08-23,Close,15.329999923706055,0.001053986242154753
ACB,2023-08-23,Balance,1158.6356201171875,0.07416058033354819
ACB,2023-08-23,Position,0.0,-0.006865382841612461
ACB,2023-08-23,MACD,-0.0431072935461998,-0.0006815681180605271
ACB,2023-08-23,RSI,38.70817947387695,-0.058944327327896194
ACB,2023-08-23,CCI,-121.85643768310547,-0.1404079023084719
ACB,2023-08-23,ADX,30.90615463256836,-0.06736409286881447
ACB,2023-09-13,Close,15.829999923706055,0.003910624884814959
ACB,2023-09-13,Balance,1158.6356201171875,0.11116848237388247
ACB,2023-09-13,Position,0.0,-0.006812802512090032
ACB,2023-09-13,MACD,0.02902236580848694,-0.010251182913466291
ACB,2023-09-13,RSI,50.49054718017578,-0.019956710725558408
ACB,2023-09-13,CCI,30.848447799682617,-0.0069762812571437
ACB,2023-09-13,ADX,20.118812561035156,-0.002523982300809817
ACB,2023-09-29,Close,15.329999923706055,0.001487212242516578
ACB,2023-09-29,Balance,1158.6356201171875,0.08486660690194134
ACB,2023-09-29,Position,0.0,-0.011439013798595488
ACB,2023-09-29,MACD,-0.1143442839384079,0.014029855553874931
ACB,2023-09-29,RSI,40.13739013671875,-0.057191410468792815
ACB,2023-09-29,CCI,-136.9575958251953,-0.1527307727788669
ACB,2023-09-29,ADX,20.218814849853516,-0.014192409898285846
ACB,2023-10-18,Close,15.479999542236328,0.003043525034101017
ACB,2023-10-18,Balance,1158.6356201171875,0.10960394153017904
ACB,2023-10-18,Position,0.0,-0.008723838820750049
ACB,2023-10-18,MACD,0.0245908685028553,-0.010067979938366072
ACB,2023-10-18,RSI,44.764705657958984,-0.04390807849314244
ACB,2023-10-18,CCI,4.591104507446289,-0.0316564310357868
ACB,2023-10-18,ADX,21.58770179748535,-0.012069137558117945
ACB,2023-11-06,Close,15.579999923706055,0.004288651453554962
ACB,2023-11-06,Balance,1158.6356201171875,0.10543324966709786
ACB,2023-11-06,Position,0.0,-0.006790536738348331
ACB,2023-11-06,MACD,-0.05854121968150139,-0.007776235608242004
ACB,2023-11-06,RSI,53.54600143432617,-0.005290514636407063
ACB,2023-11-06,CCI,27.38315773010254,-0.009884312390072272
ACB,2023-11-06,ADX,21.22641372680664,-0.010678824672960063
ACB,2023-11-22,Close,15.930000305175781,0.005495977168569079
ACB,2023-11-22,Balance,1158.6356201171875,0.1095591425221323
ACB,2023-11-22,Position,0.0,-0.0077209157206468235
ACB,2023-11-22,MACD,0.13348613679409027,-0.015644922725943342
ACB,2023-11-22,RSI,54.70688247680664,-0.004761133774221216
ACB,2023-11-22,CCI,44.40951156616211,0.005729101912696498
ACB,2023-11-22,ADX,17.06407928466797,0.013902733513264627
ACB,2023-12-11,Close,15.720000267028809,0.004406156866306216
ACB,2023-12-11,Balance,1158.6356201171875,0.11124167276017809
ACB,2023-12-11,Position,0.0,-0.009488425936781014
ACB,2023-12-11,MACD,0.007248711306601763,-0.009199310787509667
ACB,2023-12-11,RSI,52.92271423339844,-0.012727097384639714
ACB,2023-12-11,CCI,-4.406672954559326,-0.03914127254483982
ACB,2023-12-11,ADX,13.941208839416504,0.034667985074199034
ACB,2023-12-28,Close,16.670000076293945,0.015548633646337563
ACB,2023-12-28,Balance,1158.6356201171875,0.10285285718975216
ACB,2023-12-28,Position,0.0,-0.004128789712885469
ACB,2023-12-28,MACD,0.21950596570968628,-0.0033983948218182236
ACB,2023-12-28,RSI,72.16018676757812,0.07448766633629818
ACB,2023-12-28,CCI,144.85989379882812,0.08119905812438298
ACB,2023-12-28,ADX,23.462379455566406,-0.02036631943451442
FPT,2021-01-04,Close,26.290000915527344,-0.21294165968019602
FPT,2021-01-04,Balance,1000.0,0.012341500132008965
FPT,2021-01-04,Position,0.0,-0.097930986906851
FPT,2021-01-04,MACD,0.4585452079772949,-0.04980878890863593
FPT,2021-01-04,RSI,70.85566711425781,-0.08235814603608665
FPT,2021-01-04,CCI,230.59117126464844,0.06594054574890622
FPT,2021-01-04,ADX,37.01921844482422,0.06448778589022681
FPT,2021-01-20,Close,27.649999618530273,-0.17455411888638414
FPT,2021-01-20,Balance,663.5939331054688,0.0102869337819671
FPT,2021-01-20,Position,12.0,-0.056121752171431526
FPT,2021-01-20,MACD,0.9235426187515259,0.171464522073759
FPT,2021-01-20,RSI,57.8095703125,-0.04639856273370002
FPT,2021-01-20,CCI,12.178022384643555,-0.013352365211047025
FPT,2021-01-20,ADX,47.829498291015625,0.29406328534177545
FPT,2021-02-08,Close,31.139999389648438,-0.21210653594065051
FPT,2021-02-08,Balance,288.44915771484375,-0.011866900023586213
FPT,2021-02-08,Position,25.0,-0.02368912910537427
