time,EW,MV,RP,MW,MS,MU
2017-04-24,0.9914740698085749,0.9923702947245133,0.9915160281862135,0.9923702947245133,0.9897494857644676,0.987315437724603
2017-04-25,0.9777458155865855,0.9912690321238969,0.9801978622705215,0.9912690321238969,0.9912613546404476,0.9884522940680204
2017-04-26,0.9723310191756753,0.9920752782106423,0.9758488649046511,0.9920752782106423,0.9881207228302658,0.979483461516992
2017-04-27,0.9859261882098322,1.00229318392757,0.9887959302568204,1.00229318392757,0.9966243387909849,0.9902220228701162
2017-04-28,0.9892269966973549,1.0028388169358067,0.9916388204988283,1.0028388169358067,0.9966421122211376,0.9884395882952982
2017-05-03,0.9917185141886627,1.0051369651322428,0.9939017842504496,1.0051369651322428,0.9942963387384207,0.9789238530886102
2017-05-04,1.0010607525963868,1.0085473953850947,1.0022441650935354,1.0085473953850947,0.9963826946574886,0.9780974077662241
2017-05-05,0.9999198996500687,1.0098273065112935,1.0015142524222524,1.0098273065112935,0.9973064256382584,0.9794965913733447
2017-05-08,0.9978126547526617,1.0070342480361358,0.9992724208758175,1.0070342480361358,0.9949088249501001,0.9786065178564268
2017-05-09,1.0098336376030899,1.0244763076993322,1.012026711362477,1.0244763076993322,1.0113687691666176,0.9918792983278117
2017-05-10,1.0117905358414832,1.0226342120524787,1.0133038162264505,1.0226342120524787,1.0109514616567887,0.9924500140845065
2017-05-11,1.018858143795599,1.0245132491564244,1.0194348658733718,1.0245132491564244,1.013062781820471,0.9957915783189605
2017-05-12,1.0153127629224035,1.0216342765109057,1.0160511025171124,1.0216342765109057,1.00754621943203,0.9887825572730422
2017-05-15,1.023664992864645,1.0276746002716013,1.0242760241019313,1.0276746002716013,1.0083975141893535,0.9903514858014676
2017-05-16,1.0269780402658046,1.0273386484433504,1.0270972145725177,1.0273386484433504,1.0082871017300161,0.9901817704023698
2017-05-17,1.027300461942122,1.0283272794486942,1.0273935164036996,1.0283272794486942,1.0086164481235993,0.9885101985858112
2017-05-18,1.0322922955450635,1.028662753352663,1.0315198875978915,1.028662753352663,1.0054215060228517,0.9803787270741827
2017-05-19,1.0485481867092694,1.0328715682530882,1.0453352520468584,1.0328715682530882,1.0064296893513003,0.9779838309333347
2017-05-22,1.0694116952597215,1.0416783503496452,1.0640835357254423,1.0416783503496452,1.0147582986589938,0.9853924373861409
2017-05-23,1.0750670714171888,1.044759694268741,1.069135193824187,1.044759694268741,1.012557069186691,0.9828917728400635
2017-05-24,1.0827777011592823,1.0509331011219198,1.0765781018579903,1.0509331011219198,1.0149237424346345,0.9837747367723586
2017-05-25,1.0798732112361955,1.0512614663402315,1.0737878108955519,1.0512614663402315,1.0113901088894612,0.9779988727546872
2017-05-26,1.0717136386254622,1.047333549033119,1.0666582707105985,1.047333549033119,1.0108323748530381,0.9811544470789669
2017-05-29,1.0777824001903014,1.0516963945548512,1.0721056607363388,1.0516963945548512,1.0186078802774692,0.9928819872759335
2017-05-30,1.07537583047553,1.0491960116810435,1.0694047131702524,1.0491960116810435,1.0122777900775073,0.9807103042544923
2017-05-31,1.0820976691689446,1.0524960036608322,1.0754524685976703,1.0524960036608322,1.0201530981458307,0.9966591122718502
2017-06-01,1.0896549002241354,1.0615692373056227,1.0832792575054468,1.0615692373056227,1.0250215196822434,0.998843098455188
2017-06-02,1.0821856467747708,1.0582542372928936,1.0766966384436094,1.0582542372928936,1.0221056985063213,0.9949978066984763
2017-06-05,1.0896150022638322,1.0609481668483838,1.083305995862876,1.0609481668483838,1.0254366522798664,0.9941174408209927
2017-06-06,1.108427678832339,1.078730321761224,1.1016907983640842,1.078730321761224,1.0415433653330277,1.0036356793302812
2017-06-07,1.112943848976243,1.0820107047091745,1.1061335446053595,1.0820107047091745,1.0499194638779967,1.0222329019740688
2017-06-08,1.1156602239360431,1.0861570257481314,1.1091263759392034,1.0861570257481314,1.0531983404261098,1.02791259201764
2017-06-09,1.12635727460136,1.0981949670674271,1.1197984826654495,1.0981949670674271,1.062498973956711,1.030992128553334
2017-06-12,1.1238944099855865,1.0980034679805184,1.1181054007620554,1.0980034679805184,1.063614879097152,1.032116115311775
2017-06-13,1.1305954718304316,1.1098356134204672,1.1256341079010697,1.1098356134204672,1.0785036663702985,1.0485237871387107
2017-06-14,1.1289751756833635,1.0992663570843069,1.1221147914667235,1.0992663570843069,1.0665838077912966,1.0327433010351452
2017-06-15,1.139308984588324,1.1114332916572311,1.1329312995037908,1.1114332916572311,1.0835152146645235,1.0552728616155271
2017-06-16,1.144589061377713,1.1211378370742968,1.1390724629459994,1.1211378370742968,1.0965734546369021,1.0723957672564406
2017-06-19,1.1505147794073423,1.126855806432855,1.144777816687874,1.126855806432855,1.0984830351852963,1.068467363901338
2017-06-20,1.15644398584092,1.122240961217925,1.1486039077494559,1.122240961217925,1.091744388620639,1.0640193677680092
2017-06-21,1.1642593771113214,1.1355146767009272,1.157013491592112,1.1355146767009272,1.0977440917154766,1.066445281817072
2017-06-22,1.1739309079533913,1.1336419640142479,1.1643299807190859,1.1336419640142479,1.089871406114923,1.0598854481209607
2017-06-23,1.1823652139170122,1.1346182461736742,1.1714384234585657,1.1346182461736742,1.0890188417967874,1.0600156974228978
2017-06-26,1.1861812311926585,1.136610279036262,1.1754147088067128,1.136610279036262,1.095377087486111,1.0700053734116812
2017-06-27,1.1671962956461546,1.1222362629636942,1.1575873666981746,1.1222362629636942,1.0861584134422857,1.064716048925279
2017-06-28,1.1665018038637203,1.125211878620007,1.1572531142416782,1.125211878620007,1.0873145540836366,1.0635975103950306
2017-06-29,1.1736928003953828,1.1284269957810258,1.163620632532788,1.1284269957810258,1.0911580004703274,1.0692153865346614
2017-06-30,1.18580354036916,1.1401769518320557,1.1756860838788419,1.1401769518320557,1.1048043413268975,1.087593608615406
2017-07-03,1.1898109295363641,1.1371464606844095,1.1784414508072485,1.1371464606844095,1.1081268614431175,1.0981394118998984
2017-07-04,1.1861352168307395,1.1359533272922677,1.1750990282033047,1.1359533272922677,1.104962653583606,1.0940238112176217
2017-07-05,1.1884511853059851,1.136567823035713,1.177031230061288,1.136567823035713,1.1052804987745692,1.0923759164953868
2017-07-06,1.206928510428263,1.1541004136166564,1.1949949526949675,1.1541004136166564,1.1208924886825562,1.1046012352431127
2017-07-07,1.1990062699859942,1.1531148096391115,1.1879916864733335,1.1531148096391115,1.1143875620294692,1.0940265076990592
2017-07-10,1.185685617541102,1.1382216891285062,1.174185151955658,1.1382216891285062,1.100957484998085,1.0832861286576485
2017-07-11,1.1877383301561126,1.1422237595628437,1.1771255396863436,1.1422237595628437,1.1085741801973328,1.0940872960772663
2017-07-12,1.1925809107856082,1.1499907901006488,1.1825150483312021,1.1499907901006488,1.1151932894405756,1.1024807163509063
2017-07-13,1.205395009907471,1.160727077226011,1.194591509929417,1.160727077226011,1.1252087034649274,1.1124445149549886
2017-07-14,1.2037196128718264,1.1593584387186158,1.1930040081844113,1.1593584387186158,1.125302133709303,1.1132665524681522
2017-07-17,1.190437447224835,1.1478724523363002,1.1803104482181948,1.1478724523363002,1.1107504498790597,1.0974884355185923
2017-07-18,1.1832484599171122,1.14187397502764,1.173389873403187,1.14187397502764,1.1025411176992745,1.083538432427136
2017-07-19,1.1767805980232673,1.1303920653368862,1.166220150405758,1.1303920653368862,1.0924233493053324,1.0752763049745806
2017-07-20,1.1719950962140462,1.13026958138967,1.1624113190228504,1.13026958138967,1.0948486465663538,1.0791292952021065
2017-07-21,1.1589576451640946,1.1194285009415657,1.1498716848070292,1.1194285009415657,1.0884625892198962,1.0754464141106896
2017-07-24,1.1558920093204301,1.1216777671258138,1.1476981987954409,1.1216777671258138,1.0903724770135754,1.075563500599084
2017-07-25,1.1658288895028401,1.1244363390022574,1.156163419792697,1.1244363390022574,1.0920842903312824,1.078725325151476
2017-07-26,1.1802653885792962,1.1432285227710033,1.1711969221822298,1.1432285227710033,1.1104425771117474,1.0994371321779246
2017-07-27,1.1720526604966146,1.1419244897078618,1.1640597549850369,1.1419244897078618,1.1064028675580497,1.090345492024759
2017-07-28,1.1842226387642025,1.1527258528145528,1.1760386106344665,1.1527258528145528,1.1151691443768799,1.0985182733715841
2017-07-31,1.1856827785807045,1.164279468490131,1.179906896442569,1.164279468490131,1.131321333935158,1.1177697681795453
2017-08-01,1.1926599691661408,1.1716837669999822,1.1867167385832158,1.1716837669999822,1.1397347482639497,1.1233806111670779
2017-08-02,1.1909628003624686,1.1729471336852135,1.185396496449247,1.1729471336852135,1.1369692588528888,1.1165575709443483
2017-08-03,1.195252280823504,1.1800297333383771,1.1899887568789695,1.1800297333383771,1.1410047815962552,1.1165575709443483
2017-08-04,1.207370387615642,1.1870046342975673,1.2013687709152878,1.1870046342975673,1.1389134700851626,1.11339777904758
2017-08-07,1.2229467926669941,1.1891154958736903,1.214562601628825,1.1891154958736903,1.1393280668792283,1.1170017167685329
2017-08-08,1.2212378937336443,1.1843197354207258,1.2126634946115653,1.1843197354207258,1.1414229959789535,1.1231070733339594
