config_slot,config_id,beta_0,beta_decay,beta_min,seeds_completed,train_profit_mean,train_profit_std,train_roi_mean,train_roi_std,train_arr_mean,train_arr_std,train_sharpe_mean,train_sharpe_std,train_max_drawdown_mean,train_max_drawdown_std,train_violations_mean,train_violations_std,test_profit_mean,test_profit_std,test_roi_mean,test_roi_std,test_arr_mean,test_arr_std,test_sharpe_mean,test_sharpe_std,test_max_drawdown_mean,test_max_drawdown_std,test_violations_mean,test_violations_std,gap_profit_mean,gap_profit_std,gap_roi_mean,gap_roi_std,gap_arr_mean,gap_arr_std,gap_sharpe_mean,gap_sharpe_std
1,ucb_002,0.01,0.93,0.005,20,4523.297653,4027.631714743078,452.3297653000001,402.7631714743079,17.394390821743222,10.980566620146842,0.6623348403839433,0.5012005867169534,33.502521418801955,19.39814964865858,9.55,8.556161214986668,-36.12778300000015,115.97361399592695,-3.612778300000014,11.597361399592696,-2.0124276517812563,6.033609779009282,-0.09456666793672312,0.5118362712460195,30.455538539264843,24.04749812472089,5.9,7.203069521135818,4559.4254359999995,4064.2936866011623,455.94254359999996,406.42936866011627,19.406818473524478,13.61137159431837,0.7569015083206664,0.657249941426885
