config_slot,config_id,seed,episodes,gamma,beta_0,beta_decay,beta_min,vae_latent_dim,vae_lr,vae_beta_kl,vae_batch_size,bootstrap_trajectories,bootstrap_updates,online_aux_updates,vae_replay_capacity,train_profit,train_roi,train_arr,train_sharpe,train_max_drawdown,train_violations,test_profit,test_roi,test_arr,test_sharpe,test_max_drawdown,test_violations,gap_profit,gap_roi,gap_arr,gap_sharpe,q_loss_mean,vae_loss_mean,vae_loss_last,vae_recon_last,vae_kl_last,cost_loss_mean,cost_loss_last,novelty_mean,novelty_std,novelty_max,finite,elapsed_seconds
1,ucb_002,45,45,0.95,0.01,0.93,0.005,16,0.0001,0.05,256,5,100,1,50000,9985.851110000001,998.5851110000002,30.535128477456965,0.9721007785107323,55.774770387923624,23,-169.30851999999993,-16.930851999999994,-8.933583522859445,-0.16043772474563492,53.78422988520411,13,10155.159630000002,1015.5159630000002,39.46871200031641,1.1325385032563673,30.66727206601221,0.24537560251252405,0.44288137555122375,0.4417741000652313,0.022145673632621765,0.04265780304237429,0.0023523103445768356,4.141223328528764,0.9340201451388468,7.269565105438232,True,453.72969886399994
1,ucb_002,46,45,0.95,0.01,0.93,0.005,16,0.0001,0.05,256,5,100,1,50000,3305.298560000003,330.5298560000003,17.623218321331493,0.8975087914777555,31.349870682875657,4,29.66396000000077,2.966396000000077,1.4856752015722563,0.0007707495607840928,15.093837639986244,0,3275.634600000002,327.5634600000002,16.137543119759236,0.8967380419169715,2.4098305440395364,0.18796765824844097,0.19697992503643036,0.19647802412509918,0.010038156993687153,0.0638249415261992,0.012345832772552967,3.679949844218641,1.089005397711142,7.167324542999268,True,446.6637405780002
1,ucb_002,47,45,0.95,0.01,0.93,0.005,16,0.0001,0.05,256,5,100,1,50000,2122.8839899999957,212.28839899999957,13.498020611777296,0.977086897440554,18.60808742622499,1,-195.38758999999993,-19.538758999999995,-10.387303265200988,-0.13874618919737827,67.22110409896192,18,2318.2715799999955,231.82715799999957,23.885323876978283,1.1158330866379322,2.187640678382516,0.21094994575812898,0.3191581964492798,0.3184563219547272,0.014037540182471275,0.055734277882709585,0.008526356890797615,4.144824458500381,0.9570636059521087,7.3273725509643555,True,441.6011548440001
1,ucb_002,48,45,0.95,0.01,0.93,0.005,16,0.0001,0.05,256,5,100,1,50000,52.3835399999989,5.23835399999989,0.5693100070769619,-0.7592804403516589,3.4452367482223987,0,74.4696299999996,7.446962999999959,3.690054148928934,0.45754574244990526,2.456989728900265,0,-22.086090000000695,-2.2086090000000693,-3.120744141851972,-1.216826182801564,29.884951135444215,0.26632215647861873,0.3724488914012909,0.3719899356365204,0.009178981184959412,0.047430484154229534,0.007062481716275215,3.7676999940189755,1.0766559506083613,7.233142375946045,True,443.42780587699986
1,ucb_002,49,45,0.95,0.01,0.93,0.005,16,0.0001,0.05,256,5,100,1,50000,3367.421349999996,336.74213499999956,17.81072938736097,0.7565508785335381,37.58264167094516,6,67.99167999999986,6.799167999999986,3.374203053440672,0.16338575183208082,21.695432402214113,0,3299.429669999996,329.94296699999956,14.436526333920296,0.5931651267014573,8.429185097601142,0.22262904715949092,0.41699132323265076,0.41611379384994507,0.017550501972436905,0.05110582042292788,0.004084987100213766,3.6426755824459867,1.132284065432223,7.150328636169434,True,440.90939656
1,ucb_002,50,45,0.95,0.01,0.93,0.005,16,0.0001,0.05,256,5,100,1,50000,402.2701000000002,40.22701000000002,3.830705476682139,0.3226805280552609,12.737132024248051,0,-6.621839999999679,-0.6621839999999679,-0.33461439311197605,-1.850533407548833,1.9177804313349385,0,408.89193999999986,40.88919399999999,4.165319869794115,2.173213935604094,0.5845295186972326,0.18332348794772707,0.20207388699054718,0.20103923976421356,0.020692959427833557,0.04737365617384685,0.004687305074185133,3.6850463795635813,1.0927629179728449,7.027104377746582,True,445.425693314
1,ucb_002,51,45,0.95,0.01,0.93,0.005,16,0.0001,0.05,256,5,100,1,50000,10440.37504,1044.0375040000001,31.124856083897324,0.9871167274505127,55.75095474912287,24,68.27003000000013,6.827003000000014,3.3877942955345297,0.6395249103289915,1.5630410961310122,0,10372.105010000001,1037.210501,27.737061788362794,0.3475918171215212,23.093551926512628,0.22773739263929169,0.46488121151924133,0.46426132321357727,0.012397818267345428,0.03509269581369028,0.0018241116777062416,3.605301375935747,0.9967651353244212,6.977380752563477,True,442.69253164500014
1,ucb_002,52,45,0.95,0.01,0.93,0.005,16,0.0001,0.05,256,5,100,1,50000,12567.104940000001,1256.7104940000002,33.634346928730885,1.039463851672266,55.76890460185319,25,-247.33082999999988,-24.73308299999999,-13.354074347903778,-0.3628977675913661,59.17232941175561,15,12814.43577,1281.4435770000002,46.98842127663466,1.4023616192636321,39.14727392667606,0.2790502653039735,0.5016489624977112,0.499962717294693,0.03372502326965332,0.044023847565504495,0.0021924064494669437,3.8945416122859915,1.0754684278987192,7.192239284515381,True,441.7647167109999
1,ucb_002,53,45,0.95,0.01,0.93,0.005,16,0.0001,0.05,256,5,100,1,50000,6500.279189999999,650.027919,25.111555018120015,0.9118764920389025,47.04732095512967,14,122.44143000000054,12.244143000000053,6.000283427356479,0.2776944346070825,43.59001807886558,6,6377.8377599999985,637.783776,19.111271590763536,0.63418205743182,16.0127850338402,0.20371453155731334,0.3471825420856476,0.3466378450393677,0.010893801227211952,0.05083981650271292,0.010335723869502544,4.0761230779242545,0.7963709004476697,6.6803059577941895,True,442.9684355519994
1,ucb_002,54,45,0.95,0.01,0.93,0.005,16,0.0001,0.05,256,5,100,1,50000,217.89467000000127,21.789467000000126,2.2159589572388505,0.07819271863045164,6.212317701056652,0,32.88668999999959,3.2886689999999588,1.645796254011156,-0.1113159353986502,3.428991710937556,0,185.00798000000168,18.500798000000167,0.5701627032276946,0.18950865402910183,0.3383742500143988,0.19262253724295517,0.18330471217632294,0.1828245371580124,0.00960343424230814,0.05089299337103449,0.004835864529013634,3.683981232418549,1.0488120147400404,6.991950988769531,True,440.5309312550007
