model_key,model,seed,episodes,beta_0,epsilon_init,epsilon_decay,epsilon_min,profit,roi,arr,sharpe,max_drawdown,violations,q_loss_mean,vae_loss_mean,cost_loss_mean
EPSILON_GREEDY,Epsilon-Greedy,44,45,,1.0,0.95,0.05,-77.90487999999982,-7.790487999999981,-4.009171128498679,-0.02526059040841648,53.63257429983045,10,9.855145994304783,,
EPSILON_GREEDY,Epsilon-Greedy,45,45,,1.0,0.95,0.05,-211.16203999999993,-21.116203999999993,-11.277967159364389,-0.1605969943204928,68.71936382873737,18,20.17108318503532,,
EPSILON_GREEDY,Epsilon-Greedy,46,45,,1.0,0.95,0.05,-35.9446599999992,-3.5944659999999207,-1.8298133316391407,-0.44961691197613796,13.104188100159696,0,1.1785739726795137,,
EPSILON_GREEDY,Epsilon-Greedy,47,45,,1.0,0.95,0.05,149.91858000000002,14.991858000000002,7.301520759373781,0.3182832168247774,44.25635710028705,5,3.046304023958007,,
EPSILON_GREEDY,Epsilon-Greedy,48,45,,1.0,0.95,0.05,-10.150969999999802,-1.0150969999999804,-0.5133997023825998,-4.440019274767627,1.2423490000000015,0,28.326810680573555,,
EPSILON_GREEDY,Epsilon-Greedy,49,45,,1.0,0.95,0.05,33.64819000000011,3.3648190000000113,1.6835951400930416,0.052512105289104626,22.981055415678885,0,8.76704480961586,,
EPSILON_GREEDY,Epsilon-Greedy,50,45,,1.0,0.95,0.05,5.253770000000031,0.5253770000000032,0.2647027934074675,-0.7800673751440068,2.297553494004487,0,5.1278025454220675,,
EPSILON_GREEDY,Epsilon-Greedy,51,45,,1.0,0.95,0.05,94.3288500000001,9.43288500000001,4.652511963846329,0.32848043779524533,9.840373788584362,0,17.145011431929642,,
EPSILON_GREEDY,Epsilon-Greedy,52,45,,1.0,0.95,0.05,-219.8740400000006,-21.987404000000062,-11.773652969502745,-0.30455388993540444,57.02351130118851,13,30.15016581688858,,
EPSILON_GREEDY,Epsilon-Greedy,53,45,,1.0,0.95,0.05,128.86785000000032,12.886785000000032,6.3060213942882415,0.2874548607814553,42.95077525259429,6,11.69257025074984,,
EPSILON_GREEDY,Epsilon-Greedy,54,45,,1.0,0.95,0.05,17.071440000000052,1.7071440000000053,0.8576233255352728,-0.3801600393267739,2.417748155848901,0,3.95242720926123,,
EPSILON_GREEDY,Epsilon-Greedy,55,45,,1.0,0.95,0.05,-44.17074000000025,-4.417074000000025,-2.253303474835888,-0.13893154414905828,27.844493074176768,2,13.589205948999266,,
EPSILON_GREEDY,Epsilon-Greedy,56,45,,1.0,0.95,0.05,90.73106000000007,9.073106000000006,4.478794506962358,0.358327468817171,6.641577255237839,0,1.8816773434951442,,
EPSILON_GREEDY,Epsilon-Greedy,57,45,,1.0,0.95,0.05,35.787329999999656,3.578732999999966,1.78970274399608,0.04510870740577605,15.154989891598875,2,5.958884285362783,,
EPSILON_GREEDY,Epsilon-Greedy,58,45,,1.0,0.95,0.05,-54.82351000000028,-5.482351000000028,-2.8044159092693977,0.0038118877882199658,46.58022079347454,11,5.051470178939448,,
EPSILON_GREEDY,Epsilon-Greedy,59,45,,1.0,0.95,0.05,-27.012370000000146,-2.7012370000000145,-1.3719892539553302,-0.04959090859832964,33.735162023731355,3,2.1064326163494878,,
EPSILON_GREEDY,Epsilon-Greedy,60,45,,1.0,0.95,0.05,19.620519999999942,1.9620519999999944,0.9850683758655387,0.11436319307667597,42.76744015515239,8,7.509815943680335,,
EPSILON_GREEDY,Epsilon-Greedy,61,45,,1.0,0.95,0.05,-66.63362999999993,-6.663362999999993,-3.4190128487699867,-0.16215576425532038,37.863554703882976,5,1.4918558555149277,,
EPSILON_GREEDY,Epsilon-Greedy,62,45,,1.0,0.95,0.05,50.317839999998796,5.031783999999879,2.5076031389412723,0.09879131216810388,8.532152522137979,1,9.874723251564083,,
EPSILON_GREEDY,Epsilon-Greedy,63,45,,1.0,0.95,0.05,-107.11838000000023,-10.711838000000023,-5.555633526444637,-0.046093518761731074,61.12474977536151,10,21.08479359128777,,
