model,seeds,profit_mean,profit_std,roi_mean,roi_std,arr_mean,arr_std,sharpe_mean,sharpe_std,max_drawdown_mean,violations_mean
Epsilon-Greedy,20,-11.462489500000057,97.66553189383288,-1.1462489500000062,9.76655318938329,-0.6990607581176704,5.036640987621017,-0.26649568108483845,1.0225302780042447,29.93550949658341,4.7
