config_slot,config_id,beta_0,beta_decay,beta_min,seeds_completed,train_profit_mean,train_profit_std,train_roi_mean,train_roi_std,train_arr_mean,train_arr_std,train_sharpe_mean,train_sharpe_std,train_max_drawdown_mean,train_max_drawdown_std,train_violations_mean,train_violations_std,test_profit_mean,test_profit_std,test_roi_mean,test_roi_std,test_arr_mean,test_arr_std,test_sharpe_mean,test_sharpe_std,test_max_drawdown_mean,test_max_drawdown_std,test_violations_mean,test_violations_std,gap_profit_mean,gap_profit_std,gap_roi_mean,gap_roi_std,gap_arr_mean,gap_arr_std,gap_sharpe_mean,gap_sharpe_std
2,ucb_009,0.03,0.9,0.01,20,4399.4768349999995,4188.084115014822,439.94768350000004,418.80841150148217,16.608278792161283,11.63728346560322,0.6194735866040038,0.509383971674338,34.971795590953725,19.497022382660614,9.6,9.028609498349356,-34.41418150000012,111.17401767832675,-3.441418150000012,11.117401767832677,-1.9095881000764288,5.772229726017662,-0.07868454845953038,0.3853610128763462,29.76916792192542,24.406236515026368,5.8,6.9630604281677595,4433.8910165,4222.979288523979,443.38910165000004,422.29792885239783,18.517866892237716,14.190621947974371,0.6981581350635342,0.5743916546808524
