model_key,model,seeds_completed,train_profit_mean,train_profit_std,train_roi_mean,train_roi_std,train_arr_mean,train_arr_std,train_sharpe_mean,train_sharpe_std,train_max_drawdown_mean,train_max_drawdown_std,train_violations_mean,train_violations_std,test_profit_mean,test_profit_std,test_roi_mean,test_roi_std,test_arr_mean,test_arr_std,test_sharpe_mean,test_sharpe_std,test_max_drawdown_mean,test_max_drawdown_std,test_violations_mean,test_violations_std,gap_profit_mean,gap_profit_std,gap_roi_mean,gap_roi_std,gap_arr_mean,gap_arr_std,gap_sharpe_mean,gap_sharpe_std
EPSILON_GREEDY,Epsilon-Greedy — Battle strategy,20,5627.7578705000005,4418.575426173041,562.77578705,441.8575426173041,20.33774429731489,10.361842683771112,0.8030517941316251,0.2813295995794262,42.16253766391144,16.2365587003397,12.9,9.352173966235704,-12.47549949999995,101.94316384080807,-1.2475499499999956,10.194316384080805,-0.7618781741758077,5.270656504340732,-0.2573082747338834,1.024874313288365,31.492249442436787,22.248329190139486,5.4,6.150738081512529,5640.233369999999,4438.073831686286,564.023337,443.8073831686286,21.0996224714907,12.14936418313337,1.0603600688655086,1.1105575392002616
