ticker,period,model_key,step,time,portfolio_value
VCB,BAD,BUY_AND_HOLD,0,2021-12-31,1000.0
VCB,BAD,BUY_AND_HOLD,1,2022-01-04,1001.44518
VCB,BAD,BUY_AND_HOLD,2,2022-01-05,989.12518
VCB,BAD,BUY_AND_HOLD,3,2022-01-06,1002.76518
VCB,BAD,BUY_AND_HOLD,4,2022-01-07,1011.34518
VCB,BAD,BUY_AND_HOLD,5,2022-01-10,1007.6051800000001
VCB,BAD,BUY_AND_HOLD,6,2022-01-11,1006.50518
VCB,BAD,BUY_AND_HOLD,7,2022-01-12,1013.76518
VCB,BAD,BUY_AND_HOLD,8,2022-01-13,1037.3051799999998
VCB,BAD,BUY_AND_HOLD,9,2022-01-14,1055.7851799999999
VCB,BAD,BUY_AND_HOLD,10,2022-01-17,1090.54518
VCB,BAD,BUY_AND_HOLD,11,2022-01-18,1107.9251800000002
VCB,BAD,BUY_AND_HOLD,12,2022-01-19,1098.02518
VCB,BAD,BUY_AND_HOLD,13,2022-01-20,1101.54518
VCB,BAD,BUY_AND_HOLD,14,2022-01-21,1127.72518
VCB,BAD,BUY_AND_HOLD,15,2022-01-24,1174.58518
VCB,BAD,BUY_AND_HOLD,16,2022-01-25,1209.3451799999998
VCB,BAD,BUY_AND_HOLD,17,2022-01-26,1193.2851799999999
VCB,BAD,BUY_AND_HOLD,18,2022-01-27,1149.9451800000002
VCB,BAD,BUY_AND_HOLD,19,2022-01-28,1125.08518
VCB,BAD,BUY_AND_HOLD,20,2022-02-07,1167.10518
VCB,BAD,BUY_AND_HOLD,21,2022-02-08,1162.2651799999999
VCB,BAD,BUY_AND_HOLD,22,2022-02-09,1147.52518
VCB,BAD,BUY_AND_HOLD,23,2022-02-10,1153.68518
VCB,BAD,BUY_AND_HOLD,24,2022-02-11,1137.62518
VCB,BAD,BUY_AND_HOLD,25,2022-02-14,1088.12518
VCB,BAD,BUY_AND_HOLD,26,2022-02-15,1100.4451800000002
VCB,BAD,BUY_AND_HOLD,27,2022-02-16,1100.4451800000002
VCB,BAD,BUY_AND_HOLD,28,2022-02-17,1106.60518
VCB,BAD,BUY_AND_HOLD,29,2022-02-18,1102.8651800000002
VCB,BAD,BUY_AND_HOLD,30,2022-02-21,1105.2851799999999
VCB,BAD,BUY_AND_HOLD,31,2022-02-22,1098.02518
VCB,BAD,BUY_AND_HOLD,32,2022-02-23,1099.12518
VCB,BAD,BUY_AND_HOLD,33,2022-02-24,1079.3251800000003
VCB,BAD,BUY_AND_HOLD,34,2022-02-25,1076.9051800000002
VCB,BAD,BUY_AND_HOLD,35,2022-02-28,1069.4251800000002
VCB,BAD,BUY_AND_HOLD,36,2022-03-01,1075.58518
VCB,BAD,BUY_AND_HOLD,37,2022-03-02,1075.58518
VCB,BAD,BUY_AND_HOLD,38,2022-03-03,1081.74518
