ticker,period,model_key,step,time,portfolio_value
FPT,BAD,BUY_AND_HOLD,0,2021-12-31,1000.0
FPT,BAD,BUY_AND_HOLD,1,2022-01-04,1004.046
FPT,BAD,BUY_AND_HOLD,2,2022-01-05,1005.046
FPT,BAD,BUY_AND_HOLD,3,2022-01-06,1004.046
FPT,BAD,BUY_AND_HOLD,4,2022-01-07,1003.046
FPT,BAD,BUY_AND_HOLD,5,2022-01-10,988.6460000000001
FPT,BAD,BUY_AND_HOLD,6,2022-01-11,963.046
FPT,BAD,BUY_AND_HOLD,7,2022-01-12,964.046
FPT,BAD,BUY_AND_HOLD,8,2022-01-13,989.646
FPT,BAD,BUY_AND_HOLD,9,2022-01-14,981.446
FPT,BAD,BUY_AND_HOLD,10,2022-01-17,957.846
FPT,BAD,BUY_AND_HOLD,11,2022-01-18,948.6460000000001
FPT,BAD,BUY_AND_HOLD,12,2022-01-19,950.846
FPT,BAD,BUY_AND_HOLD,13,2022-01-20,955.846
FPT,BAD,BUY_AND_HOLD,14,2022-01-21,949.646
FPT,BAD,BUY_AND_HOLD,15,2022-01-24,920.046
FPT,BAD,BUY_AND_HOLD,16,2022-01-25,932.2460000000001
FPT,BAD,BUY_AND_HOLD,17,2022-01-26,927.2460000000001
FPT,BAD,BUY_AND_HOLD,18,2022-01-27,926.046
FPT,BAD,BUY_AND_HOLD,19,2022-01-28,963.046
FPT,BAD,BUY_AND_HOLD,20,2022-02-07,963.046
FPT,BAD,BUY_AND_HOLD,21,2022-02-08,974.446
FPT,BAD,BUY_AND_HOLD,22,2022-02-09,975.4460000000001
FPT,BAD,BUY_AND_HOLD,23,2022-02-10,988.6460000000001
FPT,BAD,BUY_AND_HOLD,24,2022-02-11,984.646
FPT,BAD,BUY_AND_HOLD,25,2022-02-14,978.4460000000001
FPT,BAD,BUY_AND_HOLD,26,2022-02-15,979.446
FPT,BAD,BUY_AND_HOLD,27,2022-02-16,981.446
FPT,BAD,BUY_AND_HOLD,28,2022-02-17,996.8460000000001
FPT,BAD,BUY_AND_HOLD,29,2022-02-18,990.846
FPT,BAD,BUY_AND_HOLD,30,2022-02-21,1004.046
FPT,BAD,BUY_AND_HOLD,31,2022-02-22,997.846
FPT,BAD,BUY_AND_HOLD,32,2022-02-23,999.046
FPT,BAD,BUY_AND_HOLD,33,2022-02-24,988.6460000000001
FPT,BAD,BUY_AND_HOLD,34,2022-02-25,991.8460000000001
FPT,BAD,BUY_AND_HOLD,35,2022-02-28,1002.046
FPT,BAD,BUY_AND_HOLD,36,2022-03-01,1003.046
FPT,BAD,BUY_AND_HOLD,37,2022-03-02,1000.046
FPT,BAD,BUY_AND_HOLD,38,2022-03-03,1003.046
FPT,BAD,BUY_AND_HOLD,39,2022-03-04,1004.046
FPT,BAD,BUY_AND_HOLD,40,2022-03-07,1007.2460000000001
FPT,BAD,BUY_AND_HOLD,41,2022-03-08,1017.446
FPT,BAD,BUY_AND_HOLD,42,2022-03-09,1024.646
FPT,BAD,BUY_AND_HOLD,43,2022-03-10,1015.4460000000001
FPT,BAD,BUY_AND_HOLD,44,2022-03-11,1001.046
FPT,BAD,BUY_AND_HOLD,45,2022-03-14,986.646
FPT,BAD,BUY_AND_HOLD,46,2022-03-15,978.4460000000001
FPT,BAD,BUY_AND_HOLD,47,2022-03-16,984.646
FPT,BAD,BUY_AND_HOLD,48,2022-03-17,988.6460000000001
FPT,BAD,BUY_AND_HOLD,49,2022-03-18,1020.4460000000001
FPT,BAD,BUY_AND_HOLD,50,2022-03-21,1022.6460000000001
FPT,BAD,BUY_AND_HOLD,51,2022-03-22,1033.846
FPT,BAD,BUY_AND_HOLD,52,2022-03-23,1034.846
FPT,BAD,BUY_AND_HOLD,53,2022-03-24,1029.646
FPT,BAD,BUY_AND_HOLD,54,2022-03-25,1026.646
FPT,BAD,BUY_AND_HOLD,55,2022-03-28,1051.246
FPT,BAD,BUY_AND_HOLD,56,2022-03-29,1121.046
FPT,BAD,BUY_AND_HOLD,57,2022-03-30,1132.246
FPT,BAD,BUY_AND_HOLD,58,2022-03-31,1142.6460000000002
FPT,BAD,BUY_AND_HOLD,59,2022-04-01,1183.646
FPT,BAD,BUY_AND_HOLD,60,2022-04-04,1166.246
FPT,BAD,BUY_AND_HOLD,61,2022-04-05,1163.046
FPT,BAD,BUY_AND_HOLD,62,2022-04-06,1204.046
FPT,BAD,BUY_AND_HOLD,63,2022-04-07,1207.246
FPT,BAD,BUY_AND_HOLD,64,2022-04-08,1158.046
FPT,BAD,BUY_AND_HOLD,65,2022-04-12,1171.246
FPT,BAD,BUY_AND_HOLD,66,2022-04-13,1225.646
FPT,BAD,BUY_AND_HOLD,67,2022-04-14,1241.046
FPT,BAD,BUY_AND_HOLD,68,2022-04-15,1224.646
FPT,BAD,BUY_AND_HOLD,69,2022-04-18,1229.846
FPT,BAD,BUY_AND_HOLD,70,2022-04-19,1193.846
FPT,BAD,BUY_AND_HOLD,71,2022-04-20,1193.846
FPT,BAD,BUY_AND_HOLD,72,2022-04-21,1193.846
FPT,BAD,BUY_AND_HOLD,73,2022-04-22,1184.646
FPT,BAD,BUY_AND_HOLD,74,2022-04-25,1105.646
FPT,BAD,BUY_AND_HOLD,75,2022-04-26,1114.846
FPT,BAD,BUY_AND_HOLD,76,2022-04-27,1101.4460000000001
FPT,BAD,BUY_AND_HOLD,77,2022-04-28,1127.246
FPT,BAD,BUY_AND_HOLD,78,2022-04-29,1122.046
FPT,BAD,BUY_AND_HOLD,79,2022-05-04,1116.8460000000002
FPT,BAD,BUY_AND_HOLD,80,2022-05-05,1119.046
FPT,BAD,BUY_AND_HOLD,81,2022-05-06,1072.846
FPT,BAD,BUY_AND_HOLD,82,2022-05-09,1009.2460000000001
FPT,BAD,BUY_AND_HOLD,83,2022-05-10,1054.446
FPT,BAD,BUY_AND_HOLD,84,2022-05-11,1090.246
FPT,BAD,BUY_AND_HOLD,85,2022-05-12,1025.6460000000002
FPT,BAD,BUY_AND_HOLD,86,2022-05-13,1005.046
FPT,BAD,BUY_AND_HOLD,87,2022-05-16,1001.046
FPT,BAD,BUY_AND_HOLD,88,2022-05-17,1067.6460000000002
