config_slot,config_id,beta_0,beta_decay,beta_min,seeds_completed,train_profit_mean,train_profit_std,train_roi_mean,train_roi_std,train_arr_mean,train_arr_std,train_sharpe_mean,train_sharpe_std,train_max_drawdown_mean,train_max_drawdown_std,train_violations_mean,train_violations_std,test_profit_mean,test_profit_std,test_roi_mean,test_roi_std,test_arr_mean,test_arr_std,test_sharpe_mean,test_sharpe_std,test_max_drawdown_mean,test_max_drawdown_std,test_violations_mean,test_violations_std,gap_profit_mean,gap_profit_std,gap_roi_mean,gap_roi_std,gap_arr_mean,gap_arr_std,gap_sharpe_mean,gap_sharpe_std
4,ucb_041,0.3,0.9,0.01,20,5048.013145999999,4536.9674955935825,504.80131459999996,453.6967495593581,18.285086961102643,11.597621950059688,0.6963053005474733,0.4450470938393763,36.723231302512986,18.28073388324261,10.65,9.085992689733727,-29.820858000000193,115.2392922778648,-2.982085800000019,11.52392922778648,-1.6851142168801772,5.976851142721552,-0.09181187686575926,0.442602481677957,30.093821977707773,24.160153816514903,5.8,7.0457153833487975,5077.834003999999,4561.332743920193,507.7834004,456.13327439201936,19.970201177982823,13.82092153714856,0.7881171774132326,0.5100888071059796
