config_slot,config_id,seed,episodes,gamma,beta_0,beta_decay,beta_min,vae_latent_dim,vae_lr,vae_beta_kl,vae_batch_size,bootstrap_trajectories,bootstrap_updates,online_aux_updates,vae_replay_capacity,train_profit,train_roi,train_arr,train_sharpe,train_max_drawdown,train_violations,test_profit,test_roi,test_arr,test_sharpe,test_max_drawdown,test_violations,gap_profit,gap_roi,gap_arr,gap_sharpe,q_loss_mean,vae_loss_mean,vae_loss_last,vae_recon_last,vae_kl_last,cost_loss_mean,cost_loss_last,novelty_mean,novelty_std,novelty_max,finite,elapsed_seconds
4,ucb_041,45,45,0.95,0.3,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,11582.131100000002,1158.2131100000001,32.519139425106694,1.0144445251711873,55.77222780383997,25,-171.94831999999985,-17.194831999999984,-9.079694724704613,-0.164023158245977,54.02339405761018,13,11754.079420000002,1175.407942,41.59883414981131,1.1784676834171643,31.05025862528494,0.24592716478068252,0.44772961735725403,0.4466000199317932,0.022591758519411087,0.04263259845239849,0.0023074618075042963,4.144066233624503,0.9326231677340268,7.26950216293335,True,420.45746481099997
4,ucb_041,46,45,0.95,0.3,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,43.32707000000187,4.332707000000187,0.47271114662044145,-0.19836615045428754,33.02922412464679,0,101.3473199999994,10.13473199999994,4.990582624533535,0.419336940249555,5.2902541427932706,0,-58.02024999999753,-5.802024999999753,-4.5178714779130935,-0.6177030907038426,0.7009742753504399,0.18694286706118748,0.17057067155838013,0.17012980580329895,0.008817462250590324,0.06372611173268022,0.010549799539148808,3.631956757398886,1.1336891266470395,7.1662373542785645,True,422.379339458
4,ucb_041,47,45,0.95,0.3,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,2254.5708599999953,225.45708599999955,14.020449958662674,0.9879578830539053,19.57898116165851,1,-185.49918000000002,-18.549918,-9.833386337120976,-0.12576174695528775,67.06811786163757,18,2440.070039999995,244.00700399999954,23.85383629578365,1.113719630009193,2.3277960982909542,0.21190672187969603,0.3249009847640991,0.324189692735672,0.014225871302187443,0.0557626195830004,0.008550680242478848,4.142581861443047,0.9607168775995925,7.328715801239014,True,422.68582016999994
4,ucb_041,48,45,0.95,0.3,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,13419.62521,1341.962521,34.5429246700232,1.0598965084726804,55.75557899310309,25,125.87229000000025,12.587229000000026,6.163614751083157,0.7461137812329722,4.028762329156944,0,13293.752919999999,1329.375292,28.379309918940038,0.3137827272397081,40.14136406713062,0.27498342353722144,0.550682008266449,0.5501465797424316,0.010708637535572052,0.047177735541882954,0.0009937031427398324,3.7699295902347947,1.0807429894311609,7.2639970779418945,True,422.576957475
4,ucb_041,49,45,0.95,0.3,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,3276.4867399999976,327.64867399999974,17.53543530996533,0.7436089593945785,37.619940775172886,6,62.18597999999952,6.218597999999951,3.0903218314313863,0.14530595766817797,21.722473387853857,0,3214.3007599999983,321.4300759999998,14.445113478533944,0.5983030017264005,9.378796387605483,0.22503030978400132,0.42105722427368164,0.42022505402565,0.01664331555366516,0.05107881379602798,0.00398180540651083,3.636751640426194,1.13622226280931,7.146664142608643,True,418.8493019010002
4,ucb_041,50,45,0.95,0.3,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,618.5645900000013,61.85645900000013,5.500030715393622,0.5259186838213772,12.24220862280646,0,3.919880000000262,0.39198800000002615,0.19756193625208862,-1.2113337908002684,1.8980069720337749,0,614.644710000001,61.4644710000001,5.302468779141534,1.7372524746216456,0.5929173096763991,0.1829445012684526,0.19966115057468414,0.19862784445285797,0.020666221156716347,0.04736293904676006,0.004762668162584305,3.6871472376460965,1.087993576852043,7.028885364532471,True,418.5291837020004
4,ucb_041,51,45,0.95,0.3,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,8908.609960000002,890.8609960000001,29.04580214668655,0.9471288561858575,55.766684267106825,21,36.49046999999996,3.6490469999999964,1.8245568293461245,-0.043491104292927615,3.31330099674738,0,8872.119490000001,887.2119490000001,27.221245317340426,0.9906199604787851,17.91470058697792,0.22008346730265124,0.3871789276599884,0.3865832984447479,0.011912709102034569,0.03519484059531884,0.0026994491927325726,3.6359357726360684,0.9904627557098162,7.017644882202148,True,417.57005185499975
4,ucb_041,52,45,0.95,0.3,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,13205.576310000002,1320.5576310000001,34.319383656384296,1.0549163574294103,55.76860316389221,25,-246.28228000000036,-24.628228000000036,-13.293199904594367,-0.3649709464773381,58.93945776416749,14,13451.858590000003,1345.1858590000002,47.61258356097866,1.4198873039067483,41.30155999660492,0.28435872587664374,0.5434004068374634,0.5414761304855347,0.03848591074347496,0.0439303678508591,0.0016825397033244371,3.886400616007941,1.0754018652537503,7.193593502044678,True,416.8257845160001
4,ucb_041,53,45,0.95,0.3,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,6667.090260000001,666.7090260000001,25.417924557927286,0.9132850912216994,48.37169354166574,15,122.44143000000054,12.244143000000053,6.000283427356479,0.2776944346070825,43.59001807886558,6,6544.64883,654.4648830000001,19.417641130570807,0.635590656614617,14.906024900632465,0.20003658615309616,0.3409699499607086,0.34042254090309143,0.010948344133794308,0.050787171882031294,0.011527876369655132,4.081544198838408,0.7949950743786802,6.682314872741699,True,414.8561453309999
4,ucb_041,54,45,0.95,0.3,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,162.0926699999984,16.20926699999984,1.6843082694900646,-0.07310732964582228,6.20452102038948,0,6.345629999999801,0.6345629999999801,0.31962831038820916,-0.8436288341558162,2.311551300503931,0,155.7470399999986,15.57470399999986,1.3646799591018555,0.770521504509994,0.2927220868592777,0.19244889699179552,0.18259543180465698,0.18211789429187775,0.009550774469971657,0.050864303259757056,0.004758709575980902,3.6785522956141334,1.0506106385163636,6.99169921875,True,414.32903853700054
