ticker,period,model_key,model,shares,cash_after_buy,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations
FPT,GOOD,BUY_AND_HOLD,Buy-and-Hold,74,2.963960000000043,2532.76396,253.276396,52.40426988666393,26.797152231624942,1.6388941242892316,33.70677706104573,8
