ticker,period,model_key,step,time,portfolio_value
FPT,GOOD,BUY_AND_HOLD,0,2018-12-28,1000.0
FPT,GOOD,BUY_AND_HOLD,1,2019-01-02,976.0639600000001
FPT,GOOD,BUY_AND_HOLD,2,2019-01-03,966.4439600000001
FPT,GOOD,BUY_AND_HOLD,3,2019-01-04,973.10396
FPT,GOOD,BUY_AND_HOLD,4,2019-01-07,990.12396
FPT,GOOD,BUY_AND_HOLD,5,2019-01-08,994.5639600000001
FPT,GOOD,BUY_AND_HOLD,6,2019-01-09,1004.18396
FPT,GOOD,BUY_AND_HOLD,7,2019-01-10,998.26396
FPT,GOOD,BUY_AND_HOLD,8,2019-01-11,999.0039600000001
FPT,GOOD,BUY_AND_HOLD,9,2019-01-14,1006.4039600000001
FPT,GOOD,BUY_AND_HOLD,10,2019-01-15,1013.8039600000001
FPT,GOOD,BUY_AND_HOLD,11,2019-01-16,1007.88396
FPT,GOOD,BUY_AND_HOLD,12,2019-01-17,994.5639600000001
FPT,GOOD,BUY_AND_HOLD,13,2019-01-18,994.5639600000001
FPT,GOOD,BUY_AND_HOLD,14,2019-01-21,1006.4039600000001
FPT,GOOD,BUY_AND_HOLD,15,2019-01-22,1002.70396
FPT,GOOD,BUY_AND_HOLD,16,2019-01-23,1002.70396
FPT,GOOD,BUY_AND_HOLD,17,2019-01-24,1004.92396
FPT,GOOD,BUY_AND_HOLD,18,2019-01-25,1004.18396
FPT,GOOD,BUY_AND_HOLD,19,2019-01-28,996.78396
FPT,GOOD,BUY_AND_HOLD,20,2019-01-29,1006.4039600000001
FPT,GOOD,BUY_AND_HOLD,21,2019-01-30,1022.68396
FPT,GOOD,BUY_AND_HOLD,22,2019-01-31,1022.68396
FPT,GOOD,BUY_AND_HOLD,23,2019-02-01,1008.62396
FPT,GOOD,BUY_AND_HOLD,24,2019-02-11,1045.6239600000001
FPT,GOOD,BUY_AND_HOLD,25,2019-02-12,1039.70396
FPT,GOOD,BUY_AND_HOLD,26,2019-02-13,1054.50396
FPT,GOOD,BUY_AND_HOLD,27,2019-02-14,1047.84396
FPT,GOOD,BUY_AND_HOLD,28,2019-02-15,1046.36396
FPT,GOOD,BUY_AND_HOLD,29,2019-02-18,1051.54396
FPT,GOOD,BUY_AND_HOLD,30,2019-02-19,1051.54396
FPT,GOOD,BUY_AND_HOLD,31,2019-02-20,1061.90396
FPT,GOOD,BUY_AND_HOLD,32,2019-02-21,1060.42396
FPT,GOOD,BUY_AND_HOLD,33,2019-02-22,1070.04396
FPT,GOOD,BUY_AND_HOLD,34,2019-02-25,1077.44396
