ticker,period,model_key,model,shares,cash_after_buy,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations
HPG,BAD,BUY_AND_HOLD,Buy-and-Hold,37,14.815800000000081,-201.89419999999984,-20.189419999999984,-10.753624433732645,39.27628812664483,-0.144919594312668,67.77680328192571,19
