ticker,period,model_key,model,runs,test_profit_mean,test_profit_std,test_profit_median,test_profit_q25,test_profit_q75,test_profit_valid_n,test_roi_mean,test_roi_std,test_roi_median,test_roi_q25,test_roi_q75,test_roi_valid_n,test_arr_mean,test_arr_std,test_arr_median,test_arr_q25,test_arr_q75,test_arr_valid_n,test_volatility_mean,test_volatility_std,test_volatility_median,test_volatility_q25,test_volatility_q75,test_volatility_valid_n,test_sharpe_mean,test_sharpe_std,test_sharpe_median,test_sharpe_q25,test_sharpe_q75,test_sharpe_valid_n,test_max_drawdown_mean,test_max_drawdown_std,test_max_drawdown_median,test_max_drawdown_q25,test_max_drawdown_q75,test_max_drawdown_valid_n,test_violations_mean,test_violations_std,test_violations_median,test_violations_q25,test_violations_q75,test_violations_valid_n,test_collapse_rate,test_no_trade_rate,test_invalid_action_rate_mean
VCB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,20,61.33631799999974,106.7553472231303,70.66595499999937,-7.247765000000044,147.3397624999988,20,6.133631799999973,10.675534722313031,7.066595499999936,-0.7247765000000044,14.73397624999988,20,2.90224023251442,5.3156043679111535,3.484818366841802,-0.3643882108856216,7.139207399472686,20,14.795860730124897,5.217874730161341,14.803332148591469,11.334507633070878,18.968571107912855,20,0.010498816920453343,0.6304016379523654,0.17389841460973646,-0.08795241997179942,0.3495055283804192,20,18.996533524933927,8.558787867327725,18.609207768181427,13.777495782211219,25.56629247832095,20,0.4,0.5982430416161189,0.0,0.0,1.0,20,0.0,0.0,0.0
