ticker,period,model_key,model,runs,test_profit_mean,test_profit_std,test_roi_mean,test_roi_std,test_arr_mean,test_arr_std,test_volatility_mean,test_volatility_std,test_sharpe_mean,test_sharpe_std,test_max_drawdown_mean,test_max_drawdown_std,test_violations_mean,test_violations_std
SSI,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE (vae_019 + ucb_009),20,-37.34203350000011,191.45669410552364,-3.734203350000011,19.14566941055236,-2.3539448803693808,9.741503468725572,29.053251736431246,15.147388542534658,0.03792500435074232,0.4768115214806159,42.51250404386882,23.55037456778217,15.6,13.208450245760737
SSI,BAD,EPSILON_GREEDY,Deep SARSA Epsilon-Greedy,20,-14.18853150000017,202.29129762821495,-1.4188531500000174,20.229129762821493,-1.185499121558824,9.96051011230489,28.454048138634555,14.799246351204282,-0.07826309911998948,0.6985665252288435,41.26203003709145,22.120063108409887,14.35,12.291524679524851
SSI,BAD,BUY_AND_HOLD,Buy-and-Hold,1,-270.98411999999985,0.0,-27.098411999999986,0.0,-14.73862592910259,0.0,48.73039152692528,0.0,-0.1246310004858767,0.0,70.63301531237579,0.0,40.0,0.0
