ticker,period,model_key,step,time,portfolio_value
SSI,BAD,BUY_AND_HOLD,0,2021-12-31,1000.0
SSI,BAD,BUY_AND_HOLD,1,2022-01-04,1021.9158800000001
SSI,BAD,BUY_AND_HOLD,2,2022-01-05,1018.1458800000001
SSI,BAD,BUY_AND_HOLD,3,2022-01-06,1000.7458800000003
SSI,BAD,BUY_AND_HOLD,4,2022-01-07,995.2358800000001
SSI,BAD,BUY_AND_HOLD,5,2022-01-10,955.7958800000001
SSI,BAD,BUY_AND_HOLD,6,2022-01-11,927.9558800000001
SSI,BAD,BUY_AND_HOLD,7,2022-01-12,974.0658800000002
SSI,BAD,BUY_AND_HOLD,8,2022-01-13,942.4558800000001
SSI,BAD,BUY_AND_HOLD,9,2022-01-14,939.5558800000001
SSI,BAD,BUY_AND_HOLD,10,2022-01-17,874.3058800000001
SSI,BAD,BUY_AND_HOLD,11,2022-01-18,816.5958800000001
SSI,BAD,BUY_AND_HOLD,12,2022-01-19,872.2758800000001
SSI,BAD,BUY_AND_HOLD,13,2022-01-20,881.8458800000001
SSI,BAD,BUY_AND_HOLD,14,2022-01-21,859.8058800000001
SSI,BAD,BUY_AND_HOLD,15,2022-01-24,800.3558800000002
SSI,BAD,BUY_AND_HOLD,16,2022-01-25,826.1658800000001
SSI,BAD,BUY_AND_HOLD,17,2022-01-26,819.4958800000002
SSI,BAD,BUY_AND_HOLD,18,2022-01-27,837.7658800000002
SSI,BAD,BUY_AND_HOLD,19,2022-01-28,869.3758800000002
SSI,BAD,BUY_AND_HOLD,20,2022-02-07,884.7458800000002
SSI,BAD,BUY_AND_HOLD,21,2022-02-08,880.9758800000002
SSI,BAD,BUY_AND_HOLD,22,2022-02-09,881.8458800000001
SSI,BAD,BUY_AND_HOLD,23,2022-02-10,870.2458800000002
SSI,BAD,BUY_AND_HOLD,24,2022-02-11,870.2458800000002
SSI,BAD,BUY_AND_HOLD,25,2022-02-14,841.5358800000002
SSI,BAD,BUY_AND_HOLD,26,2022-02-15,853.1358800000002
SSI,BAD,BUY_AND_HOLD,27,2022-02-16,866.4758800000002
SSI,BAD,BUY_AND_HOLD,28,2022-02-17,868.5058800000002
SSI,BAD,BUY_AND_HOLD,29,2022-02-18,872.2758800000001
SSI,BAD,BUY_AND_HOLD,30,2022-02-21,887.6458800000001
SSI,BAD,BUY_AND_HOLD,31,2022-02-22,868.5058800000002
SSI,BAD,BUY_AND_HOLD,32,2022-02-23,874.3058800000001
SSI,BAD,BUY_AND_HOLD,33,2022-02-24,860.6758800000002
SSI,BAD,BUY_AND_HOLD,34,2022-02-25,881.8458800000001
SSI,BAD,BUY_AND_HOLD,35,2022-02-28,881.8458800000001
SSI,BAD,BUY_AND_HOLD,36,2022-03-01,887.6458800000001
SSI,BAD,BUY_AND_HOLD,37,2022-03-02,864.7358800000001
SSI,BAD,BUY_AND_HOLD,38,2022-03-03,878.0758800000001
SSI,BAD,BUY_AND_HOLD,39,2022-03-04,899.2458800000002
SSI,BAD,BUY_AND_HOLD,40,2022-03-07,903.0158800000002
SSI,BAD,BUY_AND_HOLD,41,2022-03-08,906.7858800000002
SSI,BAD,BUY_AND_HOLD,42,2022-03-09,899.2458800000002
SSI,BAD,BUY_AND_HOLD,43,2022-03-10,899.2458800000002
SSI,BAD,BUY_AND_HOLD,44,2022-03-11,868.5058800000002
SSI,BAD,BUY_AND_HOLD,45,2022-03-14,833.9958800000002
SSI,BAD,BUY_AND_HOLD,46,2022-03-15,835.7358800000001
SSI,BAD,BUY_AND_HOLD,47,2022-03-16,845.3058800000001
SSI,BAD,BUY_AND_HOLD,48,2022-03-17,845.3058800000001
SSI,BAD,BUY_AND_HOLD,49,2022-03-18,845.3058800000001
SSI,BAD,BUY_AND_HOLD,50,2022-03-21,854.8758800000002
SSI,BAD,BUY_AND_HOLD,51,2022-03-22,856.0358800000002
SSI,BAD,BUY_AND_HOLD,52,2022-03-23,853.1358800000002
SSI,BAD,BUY_AND_HOLD,53,2022-03-24,845.3058800000001
SSI,BAD,BUY_AND_HOLD,54,2022-03-25,838.6358800000002
SSI,BAD,BUY_AND_HOLD,55,2022-03-28,815.7258800000002
SSI,BAD,BUY_AND_HOLD,56,2022-03-29,823.2658800000002
SSI,BAD,BUY_AND_HOLD,57,2022-03-30,816.5958800000001
SSI,BAD,BUY_AND_HOLD,58,2022-03-31,810.7958800000001
SSI,BAD,BUY_AND_HOLD,59,2022-04-01,828.1958800000002
SSI,BAD,BUY_AND_HOLD,60,2022-04-04,868.5058800000002
SSI,BAD,BUY_AND_HOLD,61,2022-04-05,854.8758800000002
SSI,BAD,BUY_AND_HOLD,62,2022-04-06,860.6758800000002
SSI,BAD,BUY_AND_HOLD,63,2022-04-07,850.2358800000001
SSI,BAD,BUY_AND_HOLD,64,2022-04-08,829.9358800000001
SSI,BAD,BUY_AND_HOLD,65,2022-04-12,807.0258800000001
SSI,BAD,BUY_AND_HOLD,66,2022-04-13,821.5258800000001
SSI,BAD,BUY_AND_HOLD,67,2022-04-14,810.7958800000001
SSI,BAD,BUY_AND_HOLD,68,2022-04-15,772.5158800000002
SSI,BAD,BUY_AND_HOLD,69,2022-04-18,724.3758800000002
SSI,BAD,BUY_AND_HOLD,70,2022-04-19,676.5258800000001
SSI,BAD,BUY_AND_HOLD,71,2022-04-20,680.2958800000001
SSI,BAD,BUY_AND_HOLD,72,2022-04-21,696.8258800000001
SSI,BAD,BUY_AND_HOLD,73,2022-04-22,696.8258800000001
SSI,BAD,BUY_AND_HOLD,74,2022-04-25,648.6858800000001
SSI,BAD,BUY_AND_HOLD,75,2022-04-26,666.9558800000001
SSI,BAD,BUY_AND_HOLD,76,2022-04-27,664.9258800000002
SSI,BAD,BUY_AND_HOLD,77,2022-04-28,647.8158800000002
SSI,BAD,BUY_AND_HOLD,78,2022-04-29,648.6858800000001
SSI,BAD,BUY_AND_HOLD,79,2022-05-04,619.1058800000002
SSI,BAD,BUY_AND_HOLD,80,2022-05-05,599.6758800000002
SSI,BAD,BUY_AND_HOLD,81,2022-05-06,558.4958800000002
SSI,BAD,BUY_AND_HOLD,82,2022-05-09,520.2158800000002
SSI,BAD,BUY_AND_HOLD,83,2022-05-10,540.2258800000002
SSI,BAD,BUY_AND_HOLD,84,2022-05-11,536.4558800000001
SSI,BAD,BUY_AND_HOLD,85,2022-05-12,499.9158800000002
SSI,BAD,BUY_AND_HOLD,86,2022-05-13,499.9158800000002
SSI,BAD,BUY_AND_HOLD,87,2022-05-16,528.9158800000001
SSI,BAD,BUY_AND_HOLD,88,2022-05-17,564.2958800000001
SSI,BAD,BUY_AND_HOLD,89,2022-05-18,554.7258800000002
SSI,BAD,BUY_AND_HOLD,90,2022-05-19,551.8258800000001
SSI,BAD,BUY_AND_HOLD,91,2022-05-20,550.9558800000001
SSI,BAD,BUY_AND_HOLD,92,2022-05-23,513.5458800000001
SSI,BAD,BUY_AND_HOLD,93,2022-05-24,543.9958800000002
SSI,BAD,BUY_AND_HOLD,94,2022-05-25,557.6258800000002
SSI,BAD,BUY_AND_HOLD,95,2022-05-26,570.0958800000001
SSI,BAD,BUY_AND_HOLD,96,2022-05-27,578.7958800000001
SSI,BAD,BUY_AND_HOLD,97,2022-05-30,578.7958800000001
SSI,BAD,BUY_AND_HOLD,98,2022-05-31,573.8658800000002
SSI,BAD,BUY_AND_HOLD,99,2022-06-01,571.8358800000002
SSI,BAD,BUY_AND_HOLD,100,2022-06-02,561.3958800000001
SSI,BAD,BUY_AND_HOLD,101,2022-06-03,566.3258800000001
SSI,BAD,BUY_AND_HOLD,102,2022-06-06,561.3958800000001
SSI,BAD,BUY_AND_HOLD,103,2022-06-07,546.0258800000001
SSI,BAD,BUY_AND_HOLD,104,2022-06-08,567.1958800000002
SSI,BAD,BUY_AND_HOLD,105,2022-06-09,561.3958800000001
SSI,BAD,BUY_AND_HOLD,106,2022-06-10,539.3558800000002
SSI,BAD,BUY_AND_HOLD,107,2022-06-13,502.8158800000002
SSI,BAD,BUY_AND_HOLD,108,2022-06-14,472.07588000000015
SSI,BAD,BUY_AND_HOLD,109,2022-06-15,439.59588000000014
SSI,BAD,BUY_AND_HOLD,110,2022-06-16,430.02588000000014
SSI,BAD,BUY_AND_HOLD,111,2022-06-17,400.1558800000002
SSI,BAD,BUY_AND_HOLD,112,2022-06-20,373.4758800000002
SSI,BAD,BUY_AND_HOLD,113,2022-06-21,356.07588000000015
SSI,BAD,BUY_AND_HOLD,114,2022-06-22,380.7258800000002
SSI,BAD,BUY_AND_HOLD,115,2022-06-23,397.8358800000002
SSI,BAD,BUY_AND_HOLD,116,2022-06-24,399.8658800000001
SSI,BAD,BUY_AND_HOLD,117,2022-06-27,426.5458800000001
SSI,BAD,BUY_AND_HOLD,118,2022-06-28,421.32588000000015
SSI,BAD,BUY_AND_HOLD,119,2022-06-29,424.51588000000015
SSI,BAD,BUY_AND_HOLD,120,2022-06-30,404.21588000000014
SSI,BAD,BUY_AND_HOLD,121,2022-07-01,423.3558800000001
SSI,BAD,BUY_AND_HOLD,122,2022-07-04,434.0858800000002
SSI,BAD,BUY_AND_HOLD,123,2022-07-05,423.3558800000001
SSI,BAD,BUY_AND_HOLD,124,2022-07-06,408.56588000000016
SSI,BAD,BUY_AND_HOLD,125,2022-07-07,410.59588000000014
SSI,BAD,BUY_AND_HOLD,126,2022-07-08,438.14588000000015
SSI,BAD,BUY_AND_HOLD,127,2022-07-11,443.6558800000002
SSI,BAD,BUY_AND_HOLD,128,2022-07-12,448.87588000000017
SSI,BAD,BUY_AND_HOLD,129,2022-07-13,444.52588000000014
SSI,BAD,BUY_AND_HOLD,130,2022-07-14,461.63588000000016
SSI,BAD,BUY_AND_HOLD,131,2022-07-15,453.2258800000002
SSI,BAD,BUY_AND_HOLD,132,2022-07-18,448.87588000000017
SSI,BAD,BUY_AND_HOLD,133,2022-07-19,443.6558800000002
SSI,BAD,BUY_AND_HOLD,134,2022-07-20,457.28588000000013
SSI,BAD,BUY_AND_HOLD,135,2022-07-21,457.28588000000013
SSI,BAD,BUY_AND_HOLD,136,2022-07-22,448.87588000000017
SSI,BAD,BUY_AND_HOLD,137,2022-07-25,439.3058800000002
SSI,BAD,BUY_AND_HOLD,138,2022-07-26,434.95588000000015
SSI,BAD,BUY_AND_HOLD,139,2022-07-27,438.14588000000015
SSI,BAD,BUY_AND_HOLD,140,2022-07-28,454.09588000000014
SSI,BAD,BUY_AND_HOLD,141,2022-07-29,458.44588000000016
SSI,BAD,BUY_AND_HOLD,142,2022-08-01,489.1858800000001
SSI,BAD,BUY_AND_HOLD,143,2022-08-02,497.59588000000014
SSI,BAD,BUY_AND_HOLD,144,2022-08-03,505.13588000000016
SSI,BAD,BUY_AND_HOLD,145,2022-08-04,505.13588000000016
SSI,BAD,BUY_AND_HOLD,146,2022-08-05,531.8158800000002
SSI,BAD,BUY_AND_HOLD,147,2022-08-08,528.6258800000002
SSI,BAD,BUY_AND_HOLD,148,2022-08-09,531.8158800000002
SSI,BAD,BUY_AND_HOLD,149,2022-08-10,526.3058800000001
SSI,BAD,BUY_AND_HOLD,150,2022-08-11,523.1158800000002
SSI,BAD,BUY_AND_HOLD,151,2022-08-12,533.8458800000001
SSI,BAD,BUY_AND_HOLD,152,2022-08-15,530.6558800000001
SSI,BAD,BUY_AND_HOLD,153,2022-08-16,527.4658800000002
SSI,BAD,BUY_AND_HOLD,154,2022-08-17,526.3058800000001
SSI,BAD,BUY_AND_HOLD,155,2022-08-18,538.1958800000002
SSI,BAD,BUY_AND_HOLD,156,2022-08-19,539.0658800000002
SSI,BAD,BUY_AND_HOLD,157,2022-08-22,529.4958800000002
SSI,BAD,BUY_AND_HOLD,158,2022-08-23,544.5758800000001
SSI,BAD,BUY_AND_HOLD,159,2022-08-24,541.3858800000002
SSI,BAD,BUY_AND_HOLD,160,2022-08-25,546.6058800000002
SSI,BAD,BUY_AND_HOLD,161,2022-08-26,531.8158800000002
SSI,BAD,BUY_AND_HOLD,162,2022-08-29,523.1158800000002
SSI,BAD,BUY_AND_HOLD,163,2022-08-30,513.5458800000001
SSI,BAD,BUY_AND_HOLD,164,2022-08-31,514.7058800000001
SSI,BAD,BUY_AND_HOLD,165,2022-09-05,508.32588000000015
SSI,BAD,BUY_AND_HOLD,166,2022-09-06,509.4858800000001
SSI,BAD,BUY_AND_HOLD,167,2022-09-07,483.96588000000014
SSI,BAD,BUY_AND_HOLD,168,2022-09-08,473.2358800000001
SSI,BAD,BUY_AND_HOLD,169,2022-09-09,476.4258800000002
SSI,BAD,BUY_AND_HOLD,170,2022-09-12,468.88588000000016
SSI,BAD,BUY_AND_HOLD,171,2022-09-13,464.82588000000015
SSI,BAD,BUY_AND_HOLD,172,2022-09-14,471.2058800000001
SSI,BAD,BUY_AND_HOLD,173,2022-09-15,464.82588000000015
SSI,BAD,BUY_AND_HOLD,174,2022-09-16,454.09588000000014
SSI,BAD,BUY_AND_HOLD,175,2022-09-19,427.70588000000015
SSI,BAD,BUY_AND_HOLD,176,2022-09-20,444.52588000000014
SSI,BAD,BUY_AND_HOLD,177,2022-09-21,441.3358800000002
SSI,BAD,BUY_AND_HOLD,178,2022-09-22,453.2258800000002
SSI,BAD,BUY_AND_HOLD,179,2022-09-23,443.6558800000002
SSI,BAD,BUY_AND_HOLD,180,2022-09-26,419.00588000000016
SSI,BAD,BUY_AND_HOLD,181,2022-09-27,420.1658800000002
SSI,BAD,BUY_AND_HOLD,182,2022-09-28,424.51588000000015
SSI,BAD,BUY_AND_HOLD,183,2022-09-29,414.94588000000016
SSI,BAD,BUY_AND_HOLD,184,2022-09-30,425.38588000000016
SSI,BAD,BUY_AND_HOLD,185,2022-10-03,396.6758800000002
SSI,BAD,BUY_AND_HOLD,186,2022-10-04,383.0458800000001
SSI,BAD,BUY_AND_HOLD,187,2022-10-05,401.02588000000014
SSI,BAD,BUY_AND_HOLD,188,2022-10-06,374.63588000000016
SSI,BAD,BUY_AND_HOLD,189,2022-10-07,361.87588000000017
SSI,BAD,BUY_AND_HOLD,190,2022-10-10,374.63588000000016
SSI,BAD,BUY_AND_HOLD,191,2022-10-11,349.1158800000001
SSI,BAD,BUY_AND_HOLD,192,2022-10-12,371.44588000000016
SSI,BAD,BUY_AND_HOLD,193,2022-10-13,376.6658800000002
SSI,BAD,BUY_AND_HOLD,194,2022-10-14,385.07588000000015
SSI,BAD,BUY_AND_HOLD,195,2022-10-17,387.1058800000001
SSI,BAD,BUY_AND_HOLD,196,2022-10-18,383.0458800000001
SSI,BAD,BUY_AND_HOLD,197,2022-10-19,379.8558800000001
SSI,BAD,BUY_AND_HOLD,198,2022-10-20,374.63588000000016
SSI,BAD,BUY_AND_HOLD,199,2022-10-21,349.1158800000001
SSI,BAD,BUY_AND_HOLD,200,2022-10-24,325.62588000000017
SSI,BAD,BUY_AND_HOLD,201,2022-10-25,324.46588000000014
SSI,BAD,BUY_AND_HOLD,202,2022-10-26,320.4058800000002
SSI,BAD,BUY_AND_HOLD,203,2022-10-27,341.57588000000015
SSI,BAD,BUY_AND_HOLD,204,2022-10-28,342.7358800000002
SSI,BAD,BUY_AND_HOLD,205,2022-10-31,351.14588000000015
SSI,BAD,BUY_AND_HOLD,206,2022-11-01,365.06588000000016
SSI,BAD,BUY_AND_HOLD,207,2022-11-02,355.49588000000017
SSI,BAD,BUY_AND_HOLD,208,2022-11-03,355.49588000000017
SSI,BAD,BUY_AND_HOLD,209,2022-11-04,330.84588000000014
SSI,BAD,BUY_AND_HOLD,210,2022-11-07,308.51588000000015
SSI,BAD,BUY_AND_HOLD,211,2022-11-08,323.59588000000014
SSI,BAD,BUY_AND_HOLD,212,2022-11-09,321.27588000000014
SSI,BAD,BUY_AND_HOLD,213,2022-11-10,300.1058800000001
SSI,BAD,BUY_AND_HOLD,214,2022-11-11,304.45588000000015
SSI,BAD,BUY_AND_HOLD,215,2022-11-14,307.64588000000015
SSI,BAD,BUY_AND_HOLD,216,2022-11-15,300.1058800000001
SSI,BAD,BUY_AND_HOLD,217,2022-11-16,320.4058800000002
SSI,BAD,BUY_AND_HOLD,218,2022-11-17,340.4158800000002
SSI,BAD,BUY_AND_HOLD,219,2022-11-18,349.9858800000002
SSI,BAD,BUY_AND_HOLD,220,2022-11-21,346.7958800000001
SSI,BAD,BUY_AND_HOLD,221,2022-11-22,352.3058800000002
SSI,BAD,BUY_AND_HOLD,222,2022-11-23,340.4158800000002
SSI,BAD,BUY_AND_HOLD,223,2022-11-24,344.76588000000015
SSI,BAD,BUY_AND_HOLD,224,2022-11-25,368.25588000000016
SSI,BAD,BUY_AND_HOLD,225,2022-11-28,392.6158800000001
SSI,BAD,BUY_AND_HOLD,226,2022-11-29,407.4058800000002
SSI,BAD,BUY_AND_HOLD,227,2022-11-30,413.78588000000013
SSI,BAD,BUY_AND_HOLD,228,2022-12-01,391.45588000000015
SSI,BAD,BUY_AND_HOLD,229,2022-12-02,418.13588000000016
SSI,BAD,BUY_AND_HOLD,230,2022-12-05,446.84588000000014
SSI,BAD,BUY_AND_HOLD,231,2022-12-06,420.1658800000002
SSI,BAD,BUY_AND_HOLD,232,2022-12-07,413.78588000000013
SSI,BAD,BUY_AND_HOLD,233,2022-12-08,441.3358800000002
SSI,BAD,BUY_AND_HOLD,234,2022-12-09,434.95588000000015
SSI,BAD,BUY_AND_HOLD,235,2022-12-12,411.75588000000016
SSI,BAD,BUY_AND_HOLD,236,2022-12-13,438.14588000000015
SSI,BAD,BUY_AND_HOLD,237,2022-12-14,431.76588000000015
SSI,BAD,BUY_AND_HOLD,238,2022-12-15,434.95588000000015
SSI,BAD,BUY_AND_HOLD,239,2022-12-16,440.46588000000014
SSI,BAD,BUY_AND_HOLD,240,2022-12-19,440.46588000000014
SSI,BAD,BUY_AND_HOLD,241,2022-12-20,425.38588000000016
SSI,BAD,BUY_AND_HOLD,242,2022-12-21,414.94588000000016
SSI,BAD,BUY_AND_HOLD,243,2022-12-22,410.59588000000014
SSI,BAD,BUY_AND_HOLD,244,2022-12-23,393.4858800000002
SSI,BAD,BUY_AND_HOLD,245,2022-12-26,367.09588000000014
SSI,BAD,BUY_AND_HOLD,246,2022-12-27,391.45588000000015
SSI,BAD,BUY_AND_HOLD,247,2022-12-28,390.2958800000001
SSI,BAD,BUY_AND_HOLD,248,2022-12-29,378.69588000000016
SSI,BAD,BUY_AND_HOLD,249,2022-12-30,380.7258800000002
SSI,BAD,BUY_AND_HOLD,250,2023-01-03,406.24588000000017
SSI,BAD,BUY_AND_HOLD,251,2023-01-04,408.56588000000016
SSI,BAD,BUY_AND_HOLD,252,2023-01-05,414.94588000000016
SSI,BAD,BUY_AND_HOLD,253,2023-01-06,406.24588000000017
SSI,BAD,BUY_AND_HOLD,254,2023-01-09,408.56588000000016
SSI,BAD,BUY_AND_HOLD,255,2023-01-10,406.24588000000017
SSI,BAD,BUY_AND_HOLD,256,2023-01-11,414.94588000000016
SSI,BAD,BUY_AND_HOLD,257,2023-01-12,414.94588000000016
SSI,BAD,BUY_AND_HOLD,258,2023-01-13,412.62588000000017
SSI,BAD,BUY_AND_HOLD,259,2023-01-16,416.9758800000002
