Date,Open,High,Low,Close,Volume
2013-01-08,16.028030566627333,16.10919919727719,15.786949284644363,15.909912109375,458707200
2013-01-09,15.824800048635554,15.900820193544131,15.627633564158844,15.661252975463867,407604400
2013-01-10,16.008044742140054,16.013193197774747,15.613409066925495,15.855401039123535,601146000
2013-01-11,15.779380998004248,15.910219383248654,15.719412730815025,15.758180618286133,350506800
2013-01-14,15.224526812913755,15.370509711812195,15.098231944833035,15.196361541748047,734207600
2013-01-15,15.091869089413887,15.112766995200168,14.639990696424796,14.716919898986816,876772400
2013-01-16,14.981015673624896,15.429259460123813,14.916203067986224,15.327797889709473,690804800
2013-01-17,15.455611999044192,15.468938457397947,15.20483875269055,15.224523544311523,453678400
2013-01-18,15.098531914797125,15.210592893868053,15.03432422978681,15.143357276916504,472922800
2013-01-22,15.281464679646678,15.382015635788271,15.04129079926961,15.287824630737305,461546400
2013-01-23,15.4101767389724,15.59734880006584,15.287818895719532,15.567667961120605,861509600
2013-01-24,13.931885196065473,14.105428356738706,13.636589115012745,13.64416217803955,1460852400
2013-01-25,13.680202947600094,13.817703698084392,13.174717166253718,13.322516441345215,1208026400
2013-01-28,13.260428121652474,13.726236963965809,13.200763162823815,13.623867988586426,785517600
2013-01-29,13.88645640572578,13.937944181957278,13.693226818771041,13.87948989868164,571158000
2013-01-30,13.841028734643464,14.010634988219547,13.765312639198672,13.835880279541016,417155200
2013-01-31,13.84042067869292,13.910079276718525,13.779847492479645,13.795292854309082,319334400
2013-02-01,13.904931198989798,13.916137133605936,13.579046833700989,13.738656997680664,539484400
2013-02-04,13.747442085047728,13.808924308943988,13.386727554780371,13.396419525146484,477117200
2013-02-05,13.448813491667321,13.924012732489295,13.393388757637098,13.866467475891113,573347600
2013-02-06,13.82497919400498,14.12875427223096,13.707163175843238,13.851632118225098,593706400
2013-02-07,14.112089595926001,14.317714972363586,13.833959270312711,14.2634916305542,704580800
2013-02-08,14.439568510814292,14.586096312504335,14.264403809492338,14.469422340393066,633158400
2013-02-11,14.51572511057636,14.772835713472515,14.416721031577634,14.620213508605957,517490400
2013-02-12,14.607420771368337,14.694851008941994,14.248868944081723,14.253743171691895,609053200
2013-02-13,14.232724903350613,14.428603471128184,14.11117668719242,14.226632118225098,475207600
2013-02-14,14.150781368098936,14.3676796744807,14.135550216167509,14.21384048461914,355275200
2013-02-15,14.282685167241706,14.322593319483437,14.010649205711342,14.017960548400879,391745200
2013-02-19,14.046593643575982,14.096248618106099,13.825735488293159,14.012778282165527,435783600
2013-02-20,13.942714541547156,13.942714541547156,13.671895535959786,13.673419952392578,476302400
2013-02-21,13.586596847406293,13.683166254198168,13.489724021596322,13.588424682617188,447182400
2013-02-22,13.685604547651304,13.757191919154222,13.604876372394257,13.733126640319824,330654800
2013-02-25,13.825735286628444,13.864423248264789,13.482109559753832,13.489116668701172,372579200
2013-02-26,13.520187136761038,13.755363719974714,13.332534269060282,13.67707347869873,501499600
2013-02-27,13.660621068711393,13.78277934542184,13.42361829592806,13.543033599853516,587350400
2013-02-28,13.527196676346774,13.643565618604496,13.4464693069458,13.4464693069458,322515200
2013-03-01,13.342890665313563,13.348374984190448,13.098576542530607,13.113503456115723,552448400
2013-03-04,13.032166046593023,13.044351614227306,12.764090066285068,12.796076774597168,582755600
2013-03-05,12.83964170106554,13.257291952737273,12.8174034421111,13.133915901184082,638433600
2013-03-06,13.236577722360707,13.259121028023841,12.92950785016479,12.966978073120117,460250000
2013-03-07,12.931636218677916,13.160415753381367,12.826842788211232,13.116852760314941,468473600
2013-03-08,13.093093617721596,13.264601015324823,13.05684195922461,13.151582717895508,391482000
2013-03-11,13.09157068557419,13.373660908339499,12.951134852629886,13.338932037353516,474236000
2013-03-12,13.26977908442072,13.369698293757795,13.025159113613066,13.05135726928711,465911600
2013-03-13,13.051964975043699,13.236266355325222,12.957833520529705,13.048917770385742,405549200
2013-03-14,13.18539729501623,13.240535774215342,13.11289478682778,13.175345420837402,303875600
2013-03-15,13.340762319149217,13.532680995145148,13.320046848446415,13.5153169631958,643960800
2013-03-18,13.447989195554607,13.9357047453047,13.440373622506439,13.882699966430664,606197200
2013-03-19,13.997850008865498,14.042632378261848,13.662755021414862,13.845231056213379,526775200
2013-03-20,13.934488285779198,13.940885302279115,13.6959602651488,13.77181339263916,308660800
2013-03-21,13.715150094880713,13.951543558397121,13.711494425223576,13.791611671447754,383255600
2013-03-22,13.847975642957408,14.077057868693203,13.803194889993247,14.071270942687988,395105200
2013-03-25,14.155957482792797,14.316195291736637,14.067310306029894,14.122143745422363,501135600
2013-03-26,14.178804229068367,14.190989799377283,14.029230827534231,14.047813415527344,294294000
2013-03-27,13.905242922452013,13.915599841841246,13.730688320644022,13.77181339263916,331237200
2013-03-28,13.70296864480784,13.763894863813652,13.453170170736945,13.484851837158203,442839600
2013-04-01,13.461697875164731,13.516532117411225,13.030339345232095,13.065980911254883,389732000
2013-04-02,13.026074743712273,13.347156332770618,12.98951803893619,13.092788696289062,529519200
2013-04-03,13.140918622796365,13.320956713522058,13.108627683908091,13.159806251525879,363216000
2013-04-04,13.21372673916257,13.251500369026147,12.954484095047825,13.029727935791016,358447600
2013-04-05,12.93163599376154,12.945345162423974,12.784803175307106,12.892034530639648,383695200
2013-04-08,12.942300197489166,13.023027553659334,12.870407785044957,12.98373031616211,300829200
2013-04-09,12.988301977206577,13.053492335463538,12.878329243072873,13.00718879699707,306614000
2013-04-10,13.041306098720163,13.314257137880462,12.97763772373607,13.27252197265625,375928000
2013-04-11,13.212508102349378,13.342586187013648,13.135740654779925,13.231091499328613,328364400
2013-04-12,13.225606340993783,13.225606340993783,13.071462990726733,13.09309196472168,238613200
2013-04-15,13.007793539448489,13.034906016151934,12.7808426678507,12.789981842041016,317520000
2013-04-16,12.842379338154922,12.995913411512714,12.811916234817707,12.98464298248291,305771200
2013-04-17,12.802778922488683,12.812832423220923,12.12771388379899,12.270586013793945,945056000
2013-04-18,12.337302789474304,12.361673115359011,11.872738113992606,11.943108558654785,666299200
2013-04-19,11.818814996953423,12.173102611618342,11.731384778361566,11.896800994873047,609274400
2013-04-22,11.961081442212201,12.252310872599937,11.919347898375735,12.144774436950684,429920400
2013-04-23,12.306835431067372,12.440569173784844,12.149035601694646,12.372027397155762,664238400
2013-04-24,11.988498689158812,12.649854626343458,11.956816207742035,12.351619720458984,969651200
2013-04-25,12.527392889559856,12.609948091055651,12.398533336425475,12.440572738647461,384837600
2013-04-26,12.484132154674946,12.757082349002946,12.436609256626296,12.70925521850586,764097600
2013-04-29,12.808263248416136,13.20946457535456,12.794554889714972,13.102843284606934,640326400
2013-04-30,13.254550963816717,13.563752902546856,13.162247300421093,13.488508224487305,691538400
2013-05-01,13.539681668887154,13.553999302140157,13.232917774147825,13.382186889648438,506909200
2013-05-02,13.458045111156093,13.665499162568413,13.423012815964494,13.571978569030762,421828400
2013-05-03,13.748357810603851,13.806848542489998,13.682557364143705,13.707842826843262,361300800
2013-05-06,13.882392928416643,14.080100086066482,13.839745072203145,14.034710884094238,496641600
2013-05-07,14.164485250901585,14.188246295935931,13.821164587470012,13.972262382507324,483753200
2013-05-08,13.983836641005132,14.176669584481093,13.885441031385161,14.130060195922852,472598000
2013-05-09,14.100009930532527,14.197830213614157,13.970297460935829,14.00678825378418,398487600
2013-05-10,14.043583293780664,14.096940542407843,13.813903601683549,13.8902587890625,334852000
2013-05-13,13.845495947240574,14.041444460504051,13.84518970092231,13.94454288482666,316948800
2013-05-14,13.917247661807135,13.958644943637534,13.558467943916472,13.610905647277832,447118000
2013-05-15,13.46677909561297,13.523202086865906,12.951609164767781,13.150623321533203,741613600
2013-05-16,12.978595656972713,13.426609297309104,12.84551038879203,13.326334953308105,603204000
2013-05-17,13.463407125395092,13.495298492036005,13.216861731057165,13.285857200622559,427904400
2013-05-20,13.244461698184447,13.6703970082941,13.188958250025939,13.582388877868652,451578400
2013-05-21,13.435810062505693,13.660583335379815,13.31468394460261,13.4821138381958,456022000
2013-05-22,13.616732843710212,13.748592319344432,13.43795628094167,13.533937454223633,443038400
