Date,Open,High,Low,Close,Volume
2013-01-08,29.32919594724732,29.418644679543466,28.683178799512696,28.8819522857666,45871300
2013-01-09,29.488213173868207,30.41251540441311,29.309315723354693,30.402576446533203,104787700
2013-01-10,30.41251488991216,31.25730733878851,30.094475825785146,31.108224868774414,95316400
2013-01-11,31.08835104290755,31.764183154039518,30.909453582795784,31.525653839111328,89598000
2013-01-14,31.88344978841417,32.01265055728605,30.432394125795508,30.760372161865234,98892800
2013-01-15,30.452269297283646,31.51571314532128,29.696925560438604,29.915578842163086,173242600
2013-01-16,30.024905376645506,30.16404889939739,29.34907326245241,29.667112350463867,75332700
2013-01-17,29.895701856329097,30.233618851630126,29.84600896111642,29.955333709716797,40256700
2013-01-18,30.12429047055458,30.253495023718166,29.09066352355753,29.478273391723633,49631500
2013-01-22,29.567724268637612,30.700738978538123,29.557785310311516,30.541719436645508,55243300
2013-01-23,30.909453513434844,31.307002370756397,30.611290448696817,30.631168365478516,48899800
2013-01-24,31.07840854054612,31.297059913714648,30.62122598398722,30.889572143554688,43845100
2013-01-25,31.217555226162872,31.73436971475654,30.939270064074922,31.346759796142578,54363600
2013-01-28,31.68466627337436,32.31080534761754,31.615095475754238,32.271053314208984,59682500
2013-01-29,31.80393819472028,31.87350900621524,30.52184102632765,30.60135269165039,72976500
2013-01-30,30.790186303413474,31.29706178095009,30.690798620348225,31.048593521118164,87682100
2013-01-31,28.97140015903781,31.27718542171998,28.563912344287726,30.79018783569336,190744900
2013-02-01,30.82000404923394,30.829943007387975,29.448458154576194,29.5478458404541,85856700
2013-02-04,28.881953006718476,29.0210965357983,27.83838696476399,27.937774658203125,92362200
2013-02-05,28.086854275613952,28.78256431421411,27.868202874167473,28.46452522277832,47948200
2013-02-06,28.563911071680373,29.11054238355721,28.484401303946232,28.872011184692383,38375900
2013-02-07,28.93164509799265,28.971399034256283,28.096791584169967,28.474462509155273,34540100
2013-02-08,28.712989440034278,28.991274553523603,28.335318546270855,28.375072479248047,37708800
2013-02-11,28.434708979015248,28.504279790217062,27.868201635614845,28.08685302734375,37361800
2013-02-12,27.500467910033933,27.98746548662967,26.93396056370139,27.202306747436523,93498700
2013-02-13,27.19236895957716,28.146486237482485,27.142674166563847,27.738998413085938,50164000
