stage,batch_idx,config_id,seed,label,use_cost,robust_loss,weight_decay,reward_shaping,kl_reduction,beta_0,beta_decay,beta_min,vae_latent_dim,vae_lr,vae_beta_kl,vae_batch_size,bootstrap_trajectories,bootstrap_updates,online_aux_updates,vae_replay_capacity,train_profit,train_roi,train_arr,train_sharpe,train_max_drawdown,train_violations,val_profit,val_roi,val_arr,val_sharpe,val_max_drawdown,val_violations,gap_roi,gap_arr,gap_sharpe,q_loss_mean,vae_loss_mean,vae_loss_last,vae_recon_last,vae_kl_last,cost_loss_last,novelty_mean,novelty_std,novelty_max,finite
VAE,2,vae_002,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0001,0.01,256,5,100,1,50000,15.726570000000947,1.5726570000000946,0.2610643348493813,-0.22884492053897978,16.700177484768787,0,301.7474599999989,30.174745999999892,9.203522322850821,0.566585539617095,22.150008489479372,0,-28.602088999999797,-8.94245798800144,-0.7954304601560748,0.6669702968828966,0.1748887439226282,0.16604897379875183,0.1658984273672104,0.015053960494697094,0.0063020638190209866,5.853371910419408,3.6556776167636134,18.009674072265625,True
VAE,2,vae_002,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0001,0.01,256,5,100,1,50000,562.0963799999995,56.20963799999995,7.73724508950604,0.6326625051140914,13.859946634257936,0,543.5503499999998,54.35503499999997,15.59546286325828,1.0095502950078217,18.421202838361683,0,1.854602999999976,-7.858217773752241,-0.3768877898937303,2.1387272693734203,0.18538669440253028,0.17021667957305908,0.1699827015399933,0.023398473858833313,0.01512922067195177,5.845528704717727,3.9131798592870397,20.765485763549805,True
VAE,2,vae_002,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0001,0.01,256,5,100,1,50000,1719.8854199999978,171.98854199999977,18.197236818195538,0.7336588534726814,37.63685911796678,10,2190.0826300000003,219.00826300000006,47.299953728325605,1.3365236090489945,38.485341802824344,10,-47.01972100000029,-29.102716910130066,-0.602864755576313,11.256439207080337,0.23947274386882783,0.3795657753944397,0.3791942298412323,0.03715484216809273,0.009352637454867363,6.979855004489076,3.2869311010038684,19.552898406982422,True
VAE,2,vae_006,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0003,0.01,256,5,100,1,50000,26.322420000001557,2.6322420000001556,0.4350656371117534,-0.22301403177811063,15.248096652488934,0,267.0744299999981,26.70744299999981,8.223653442032974,0.5023424209557278,22.25592320068134,0,-24.075200999999655,-7.788587804921221,-0.7253564527338384,0.6569188353914258,0.16210849017932497,0.11859820783138275,0.11483965814113617,0.3758551776409149,0.006206709425896406,12.665490116181871,11.13703399576199,52.60462951660156,True
VAE,2,vae_006,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0003,0.01,256,5,100,1,50000,622.3309599999984,62.23309599999985,8.420488962440253,0.6618231428366411,14.842942819725135,0,596.47028,59.647028,16.903794283126384,1.0610749330757299,18.66604620223348,0,2.586067999999848,-8.483305320686132,-0.39925179023908874,2.3337028577509855,0.17075128570712847,0.11830921471118927,0.11369791626930237,0.4611302316188812,0.015541134402155876,11.188453425233552,10.26589198745943,75.94468688964844,True
VAE,2,vae_006,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0003,0.01,256,5,100,1,50000,1726.5467099999973,172.65467099999972,18.245555224520448,0.736421570254225,37.65081060754794,10,2215.574510000001,221.55745100000007,47.69189692834177,1.3408131083895354,38.266974854290595,10,-48.90278000000035,-29.44634170382132,-0.6043915381353103,10.807845179943575,0.22085919349358,0.27573174238204956,0.26496222615242004,1.0769530534744263,0.009633392095565796,22.709646077779784,20.4752047428641,130.2610321044922,True
VAE,2,vae_010,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.001,0.01,256,5,100,1,50000,25.265100000001894,2.526510000000189,0.4177700833844611,-0.21799481565774018,15.470410305293678,0,277.9954799999982,27.799547999999824,8.534191458434792,0.5178207048000785,22.479402458614548,0,-25.273037999999634,-8.116421375050331,-0.7358155204578186,0.6369104728749705,0.12509435307362984,0.06485173106193542,0.054917532950639725,0.9934195280075073,0.006121605169028044,35.76422653985669,39.99832364615476,170.11309814453125,True
VAE,2,vae_010,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.001,0.01,256,5,100,1,50000,619.787269999998,61.9787269999998,8.39206661679568,0.6553151172222204,15.027692975861292,0,605.1941299999992,60.51941299999992,17.116686657858615,1.0891707963568906,17.947327809649416,0,1.4593139999998783,-8.724620041062936,-0.43385567913467027,2.268709890216727,0.13070955302180914,0.0708148330450058,0.06053416058421135,1.0280669927597046,0.015410913154482841,21.141926006376167,19.013561402846516,100.63478088378906,True
VAE,2,vae_010,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.001,0.01,256,5,100,1,50000,1726.2102999999975,172.62102999999976,18.243117395944864,0.7360558307206605,37.653828524828995,10,2214.521680000001,221.4521680000001,47.67575049471271,1.3414923131301566,38.34898720747212,10,-48.83113800000035,-29.432633098767845,-0.6054364824094961,10.375645193016087,0.13846486519122947,0.07018836587667465,0.05442036688327789,1.5767998695373535,0.009541060775518417,21.37950649684587,13.943551497728148,86.94470977783203,True
VAE,2,vae_014,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.003,0.01,256,5,100,1,50000,35.39861000000178,3.5398610000001782,0.5829258753158317,-0.19732813893241036,14.490617243255006,0,293.9926199999986,29.399261999999865,8.985892020196173,0.5462548021180391,22.25648664323795,0,-25.859400999999686,-8.402966144880342,-0.7435829410504495,0.6277393747345034,0.09229670326257575,0.031158391386270523,0.01925133354961872,1.1907057762145996,0.006138721480965614,29.584339980288217,26.27226147471661,131.6656036376953,True
VAE,2,vae_014,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.003,0.01,256,5,100,1,50000,383.9801400000001,38.39801400000001,5.579797263535924,0.4779131363153252,11.287859266594442,0,549.0094600000002,54.90094600000002,15.731796761943716,0.9999001637101548,18.778064964291197,0,-16.50293200000001,-10.151999498407793,-0.5219870273948295,2.1492535795171364,0.09657751237010134,0.036777202039957047,0.02442033775150776,1.2356864213943481,0.015098265372216702,32.950817776199,29.914934823722195,154.8784637451172,True
VAE,2,vae_014,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.003,0.01,256,5,100,1,50000,1717.6626999999971,171.7662699999997,18.181092140007582,0.7322890580981597,37.656853464395425,10,2213.5284600000005,221.35284600000006,47.66051502370245,1.34314364772766,38.358887439761844,10,-49.58657600000035,-29.47942288369487,-0.6108545896295002,11.252039602647224,0.10088250816896044,0.03184668347239494,0.016081489622592926,1.5765193700790405,0.009323007427155972,33.56437462476052,28.790402429287223,152.97079467773438,True
