config_slot,config_id,seed,episodes,gamma,beta_0,beta_decay,beta_min,vae_latent_dim,vae_lr,vae_beta_kl,vae_batch_size,bootstrap_trajectories,bootstrap_updates,online_aux_updates,vae_replay_capacity,train_profit,train_roi,train_arr,train_sharpe,train_max_drawdown,train_violations,test_profit,test_roi,test_arr,test_sharpe,test_max_drawdown,test_violations,gap_profit,gap_roi,gap_arr,gap_sharpe,q_loss_mean,vae_loss_mean,vae_loss_last,vae_recon_last,vae_kl_last,cost_loss_mean,cost_loss_last,novelty_mean,novelty_std,novelty_max,finite,elapsed_seconds
3,ucb_008,45,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,11529.208000000002,1152.9208000000003,32.457047126994844,1.0130532918429749,55.76962093688193,25,-171.94831999999985,-17.194831999999984,-9.079694724704613,-0.164023158245977,54.02339405761018,13,11701.156320000002,1170.1156320000002,41.53674185169946,1.177076450088952,31.109267428206902,0.24576901310476765,0.4519384801387787,0.45079168677330017,0.022936005145311356,0.04264955574903509,0.0022306041792035103,4.144004466412667,0.9326240262186885,7.269519329071045,True,420.150651994
3,ucb_008,46,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,5687.975510000007,568.7975510000007,23.5270915474427,1.0290620596650943,27.307033088244005,7,147.93173000000093,14.793173000000092,7.207949697776184,0.5350784916291197,6.407859256887413,0,5540.043780000005,554.0043780000005,16.31914184966652,0.49398356803597465,2.5430223149938054,0.1879410129168938,0.20422030985355377,0.2036830484867096,0.010745326057076454,0.06373615726700117,0.011303434148430824,3.6694801476542294,1.1044858377089104,7.168568134307861,True,418.219601056
3,ucb_008,47,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,2162.677209999995,216.26772099999948,13.657921069154334,0.9772307526317153,19.358425001809863,1,-195.07496000000003,-19.507496000000003,-10.369739269261046,-0.1400699259060555,67.1084901526155,18,2357.7521699999947,235.7752169999995,24.02766033841538,1.1173006785377708,2.2185851380336787,0.21113668043037942,0.31851330399513245,0.31781286001205444,0.014009175822138786,0.05573912874378007,0.008482810109853745,4.143739946657134,0.955866352736441,7.32794189453125,True,419.7660805800001
3,ucb_008,48,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,51.43689999999833,5.1436899999998325,0.5592475324138535,-0.6720182894785799,3.939454345433447,0,52.85706000000005,5.285706000000005,2.6325505990560716,0.2837958199233697,1.764083532303253,0,-1.4201600000017152,-0.14201600000017223,-2.073303066642218,-0.9558141094019497,34.02105869357717,0.2701270633730395,0.42954349517822266,0.4290778338909149,0.009313108399510384,0.047274044240375276,0.0046881502494215965,3.76837316130408,1.0827539304035996,7.299631118774414,True,416.619785183
3,ucb_008,49,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,3165.2663900000007,316.52663900000005,17.191565277571197,0.7327238957885893,37.57217743945469,6,82.15719999999988,8.215719999999987,4.063661927657192,0.2060132965970883,21.709498310633087,1,3083.109190000001,308.31091900000007,13.127903349914005,0.526710599191501,8.240919432213083,0.2229076137830471,0.429086834192276,0.42821067571640015,0.01752292737364769,0.05106910717159767,0.003650796366855502,3.6474845268379035,1.1291527577071943,7.155092239379883,True,417.32389457800014
3,ucb_008,50,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,606.5445000000004,60.65445000000004,5.412628428915123,0.5202856607174363,11.568887237225807,0,6.714910000000259,0.6714910000000259,0.3381980886006053,-1.253571704669215,1.892832441674773,0,599.8295900000002,59.982959000000015,5.0744303403145175,1.7738573653866512,0.6302075069058503,0.18353032366982822,0.20422501862049103,0.20316894352436066,0.021121524274349213,0.0473595656615136,0.004764832556247711,3.6884220499503173,1.0889466062655615,7.030332565307617,True,417.56561506399976
3,ucb_008,51,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,10196.66371,1019.6663710000001,30.81129441329622,0.981301533783436,55.76066846641965,23,86.49477999999976,8.649477999999975,4.273883494140773,0.3367198939529955,8.911010128552931,1,10110.168930000002,1011.0168930000002,26.537410919155448,0.6445816398304405,22.466655491521536,0.22618712967839735,0.45783543586730957,0.4572194516658783,0.012319402769207954,0.035129239533000206,0.0018895870307460427,3.6242933913102418,1.0057538571003606,6.979999542236328,True,417.14415161399984
3,ucb_008,52,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,12539.401410000002,1253.9401410000003,33.60397899056087,1.0383258690920878,55.77845690385763,25,-219.12991999999997,-21.912992,-11.731208060430653,-0.3099054803293639,57.59843456375117,13,12758.531330000002,1275.8531330000003,45.33518705099152,1.3482313494214517,39.00492646966452,0.27850428182503273,0.5047898888587952,0.5030892491340637,0.034013137221336365,0.044031194412823896,0.0020862880628556013,3.8857983923950696,1.0755822348864075,7.194608688354492,True,413.6229920269998
3,ucb_008,53,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,6488.22166,648.8221659999999,25.089175863776546,0.9114214281162468,47.06265846247516,14,122.44143000000054,12.244143000000053,6.000283427356479,0.2776944346070825,43.59001807886558,6,6365.780229999999,636.5780229999999,19.088892436420068,0.6337269935091643,16.052847795595845,0.20381188526235777,0.3475186824798584,0.34697386622428894,0.010896312072873116,0.050838898642566695,0.010287066921591759,4.0761035293852075,0.7964060526550232,6.680330753326416,True,413.841248748
3,ucb_008,54,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,175.92144999999982,17.59214499999998,1.8181422002901293,-0.03428068161259403,6.213593649834014,0,21.92462999999998,2.192462999999998,1.1001300054841012,-0.2923883932369064,3.0144116676483748,0,153.99681999999984,15.399681999999983,0.7180121948060281,0.2581077116243124,0.3354150172123214,0.19261176843067696,0.18325340747833252,0.18277405202388763,0.009587248787283897,0.05089732070999413,0.004851140547543764,3.6809830380513224,1.0510636063487657,6.993045330047607,True,414.5757168760001
3,ucb_008,55,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,10008.75394,1000.875394,30.56535830494582,0.9845080938938932,55.66443290572474,21,-47.66497000000004,-4.766497000000005,-2.43373765210132,-0.1416862828846266,29.631345085584776,2,10056.41891,1005.641891,32.99909595704714,1.1261943767785199,31.252191568377576,0.24985881303918772,0.41439518332481384,0.41358280181884766,0.016247764229774475,0.05033757771558032,0.0036130789667367935,3.750567721162847,1.055172257721508,7.239940643310547,True,412.2890886890009
3,ucb_008,56,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,2011.86143,201.18614299999996,13.042129044666883,0.8500939401314851,19.110331381772625,3,46.371609999999464,4.637160999999947,2.313123460807076,0.07953717975256015,5.885448126573968,0,1965.4898200000005,196.54898200000002,10.729005583859806,0.770556760378925,1.4897915078257713,0.20393885702922426,0.1893206685781479,0.18881458044052124,0.010121909901499748,0.05593087009057916,0.011432638391852379,3.6724117745792575,1.1560223838088415,7.362188339233398,True,410.60185828999965
3,ucb_008,57,45,0.95,0.03,0.9,0.005,16,0.0001,0.05,256,5,100,1,50000,4063.2643599999974,406.3264359999997,19.76327861238467,0.8996611750300217,30.74304029179547,10,79.14161999999965,7.914161999999965,3.9172651841403727,0.21225388015789454,15.38975956611536,2,3984.122739999998,398.41227399999974,15.846013428244298,0.6874072948721273,5.597069003853665,0.20384849124941332,0.3014386296272278,0.3001214265823364,0.026344072073698044,0.04740005070985905,0.004284021444618702,3.9031740894453417,1.0351687870773767,7.257731914520264,True,413.40697658800036
