config_id,seed,episode,split,beta,profit,roi,arr,sharpe,max_drawdown,violations
ucb_008,45,1,train,0.03,9348.190500000002,934.8190500000003,29.670130380300463,0.954262952867869,55.76998085521557,23
ucb_008,45,1,test,0.03,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,2,train,0.027,9348.738890000002,934.8738890000002,29.670894409017045,0.9543385088542411,55.76376301629091,23
ucb_008,45,2,test,0.027,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,3,train,0.024300000000000002,9348.662490000002,934.8662490000003,29.670787969054956,0.9543127376644656,55.764629183268546,23
ucb_008,45,3,test,0.024300000000000002,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,4,train,0.02187,9374.57281,937.457281,29.70684606725571,0.9548144306884557,55.77245683532567,23
ucb_008,45,4,test,0.02187,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,5,train,0.019683,9376.421320000001,937.6421320000002,29.70941548633741,0.955151854025719,55.74740087001646,23
ucb_008,45,5,test,0.019683,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,6,train,0.0177147,9375.918440000001,937.5918440000002,29.7087165260953,0.9549889940853036,55.75308564868936,23
ucb_008,45,6,test,0.0177147,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,7,train,0.015943230000000003,9375.97968,937.597968,29.70880164607401,0.9549925035291698,55.75075344468211,23
ucb_008,45,7,test,0.015943230000000003,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,8,train,0.014348907000000001,9454.710720000001,945.4710720000002,29.817865592146386,0.9570198396366127,55.76432743367028,23
ucb_008,45,8,test,0.014348907000000001,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,9,train,0.012914016300000003,9507.077420000001,950.7077420000002,29.890004195943543,0.9587118500098595,55.71458108522509,23
ucb_008,45,9,test,0.012914016300000003,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,10,train,0.011622614670000002,9480.976400000001,948.0976400000001,29.8540883532203,0.9577964922649802,55.76809843334437,23
ucb_008,45,10,test,0.011622614670000002,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,11,train,0.010460353203000003,9507.15983,950.715983,29.890117469112234,0.9589179547055936,55.71366025782821,23
ucb_008,45,11,test,0.010460353203000003,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,12,train,0.009414317882700002,9613.715320000003,961.3715320000002,30.0359223965458,0.961848908594109,55.71255927274188,23
ucb_008,45,12,test,0.009414317882700002,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,13,train,0.008472886094430003,9614.055890000001,961.4055890000001,30.036386324941144,0.9617631228057992,55.771921213440066,23
ucb_008,45,13,test,0.008472886094430003,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,14,train,0.007625597484987002,9645.542510000001,964.554251,30.079220712489118,0.9627887582215733,55.71808987886985,23
ucb_008,45,14,test,0.007625597484987002,-297.03952000000004,-29.703952000000005,-16.289808501783696,-0.3544122017187439,65.76627881929184,15
ucb_008,45,15,train,0.006863037736488302,9640.64643,964.064643,30.07256748663647,0.9623809665716087,55.77409512915672,23
ucb_008,45,15,test,0.006863037736488302,-293.8963799999999,-29.38963799999999,-16.10119077446489,-0.34915237793179865,65.79896706590299,15
ucb_008,45,16,train,0.006176733962839472,9640.64643,964.064643,30.07256748663647,0.9623809665716087,55.77409512915672,23
ucb_008,45,16,test,0.006176733962839472,-293.8963799999999,-29.38963799999999,-16.10119077446489,-0.34915237793179865,65.79896706590299,15
ucb_008,45,17,train,0.005559060566555525,9696.801970000002,969.6801970000002,30.14871378143644,0.9643513715966151,55.74168733675352,23
ucb_008,45,17,test,0.005559060566555525,-293.8963799999999,-29.38963799999999,-16.10119077446489,-0.34915237793179865,65.79896706590299,15
ucb_008,45,18,train,0.005003154509899973,9693.501530000001,969.3501530000001,30.144248260036722,0.9639512825715507,55.773443698379445,23
ucb_008,45,18,test,0.005003154509899973,-293.8963799999999,-29.38963799999999,-16.10119077446489,-0.34915237793179865,65.79896706590299,15
ucb_008,45,19,train,0.005,9776.62605,977.6626050000001,30.256345130687954,0.9665375483977168,55.74356595728926,23
ucb_008,45,19,test,0.005,-293.8963799999999,-29.38963799999999,-16.10119077446489,-0.34915237793179865,65.79896706590299,15
ucb_008,45,20,train,0.005,10305.00208,1030.500208,30.95142520847396,0.9815496377122582,55.78265837786406,23
ucb_008,45,20,test,0.005,-301.2537299999999,-30.12537299999999,-16.543357418909277,-0.3621416303072835,65.5267776172921,16
ucb_008,45,21,train,0.005,10146.152130000002,1014.6152130000003,30.74554759902457,0.9768357386059053,55.77486591323802,23
ucb_008,45,21,test,0.005,-301.2537299999999,-30.12537299999999,-16.543357418909277,-0.3621416303072835,65.5267776172921,16
ucb_008,45,22,train,0.005,10198.610320000002,1019.8610320000003,30.813822877776364,0.9779365380617296,55.78131113208479,23
ucb_008,45,22,test,0.005,-339.75252999999987,-33.97525299999999,-18.89566916954556,-0.4488948040764733,65.5267776172921,15
ucb_008,45,23,train,0.005,10278.779750000002,1027.877975,30.917617649584873,0.980240690316162,55.77452394965076,23
ucb_008,45,23,test,0.005,-339.75252999999987,-33.97525299999999,-18.89566916954556,-0.4488948040764733,65.5267776172921,15
ucb_008,45,24,train,0.005,10279.531230000002,1027.9531230000002,30.918587479098147,0.980299991195574,55.76050412115292,23
ucb_008,45,24,test,0.005,-339.75252999999987,-33.97525299999999,-18.89566916954556,-0.4488948040764733,65.5267776172921,15
ucb_008,45,25,train,0.005,10279.222390000003,1027.9222390000002,30.9181889097109,0.980259929842448,55.763717119732256,23
ucb_008,45,25,test,0.005,-321.12918,-32.112918,-17.749514202496876,-0.4149858301616182,64.42163945980172,16
ucb_008,45,26,train,0.005,10278.404570000002,1027.8404570000002,30.917133436046697,0.9801635601369421,55.776674472673605,23
ucb_008,45,26,test,0.005,-290.36633000000006,-29.036633000000005,-15.889850164817132,-0.36492217571856694,62.21667045492762,14
ucb_008,45,27,train,0.005,10014.558390000002,1001.4558390000001,30.573010816336897,0.9732261181026277,55.749205159240276,23
ucb_008,45,27,test,0.005,-290.36633000000006,-29.036633000000005,-15.889850164817132,-0.36492217571856694,62.21667045492762,14
ucb_008,45,28,train,0.005,10173.68553,1017.368553,30.781418340699428,0.977494625711808,55.762534715915365,23
ucb_008,45,28,test,0.005,-340.93971,-34.093971,-18.96927278232088,-0.4737329672610565,63.376091214848906,14
ucb_008,45,29,train,0.005,10173.68553,1017.368553,30.781418340699428,0.977494625711808,55.762534715915365,23
ucb_008,45,29,test,0.005,-340.93971,-34.093971,-18.96927278232088,-0.4737329672610565,63.376091214848906,14
ucb_008,45,30,train,0.005,10173.68553,1017.368553,30.781418340699428,0.977494625711808,55.762534715915365,23
ucb_008,45,30,test,0.005,-340.93971,-34.093971,-18.96927278232088,-0.4737329672610565,63.376091214848906,14
ucb_008,45,31,train,0.005,10173.68553,1017.368553,30.781418340699428,0.977494625711808,55.762534715915365,23
ucb_008,45,31,test,0.005,-300.65468,-30.065468,-16.50726932697616,-0.394703183368192,61.21457365973841,14
ucb_008,45,32,train,0.005,10173.68553,1017.368553,30.781418340699428,0.977494625711808,55.762534715915365,23
ucb_008,45,32,test,0.005,-300.65468,-30.065468,-16.50726932697616,-0.394703183368192,61.21457365973841,14
ucb_008,45,33,train,0.005,10252.829840000002,1025.2829840000002,30.884092466529324,0.9795435510747865,55.76457555464111,23
ucb_008,45,33,test,0.005,-300.65468,-30.065468,-16.50726932697616,-0.394703183368192,61.21457365973841,14
ucb_008,45,34,train,0.005,10252.829840000002,1025.2829840000002,30.884092466529324,0.9795435510747865,55.76457555464111,23
ucb_008,45,34,test,0.005,-300.65468,-30.065468,-16.50726932697616,-0.394703183368192,61.21457365973841,14
ucb_008,45,35,train,0.005,10252.829840000002,1025.2829840000002,30.884092466529324,0.9795435510747865,55.76457555464111,23
ucb_008,45,35,test,0.005,-300.65468,-30.065468,-16.50726932697616,-0.394703183368192,61.21457365973841,14
ucb_008,45,36,train,0.005,10253.007400000002,1025.3007400000004,30.884322093055584,0.979576417234972,55.762724078864636,23
ucb_008,45,36,test,0.005,-300.65468,-30.065468,-16.50726932697616,-0.394703183368192,61.21457365973841,14
ucb_008,45,37,train,0.005,10253.007400000002,1025.3007400000004,30.884322093055584,0.979576417234972,55.762724078864636,23
ucb_008,45,37,test,0.005,-300.65468,-30.065468,-16.50726932697616,-0.394703183368192,61.21457365973841,14
ucb_008,45,38,train,0.005,10145.405870000002,1014.5405870000003,30.744574269541182,0.9766459552099247,55.77525463718152,23
ucb_008,45,38,test,0.005,-301.04266999999993,-30.104266999999997,-16.53064095093706,-0.395236215632141,61.249725302761306,14
ucb_008,45,39,train,0.005,10358.247320000002,1035.8247320000003,31.01985858033258,0.9823939676071543,55.7748274566383,23
ucb_008,45,39,test,0.005,-301.04266999999993,-30.104266999999997,-16.53064095093706,-0.395236215632141,61.249725302761306,14
ucb_008,45,40,train,0.005,10411.436720000002,1041.1436720000002,31.08793608903284,0.9841176506581913,55.77493876402448,23
ucb_008,45,40,test,0.005,-169.30851999999993,-16.930851999999994,-8.933583522859445,-0.16043772474563492,53.78422988520411,13
ucb_008,45,41,train,0.005,10679.376520000002,1067.937652,31.426644149965565,0.9913868551542293,55.7554565585268,24
ucb_008,45,41,test,0.005,-169.30851999999993,-16.930851999999994,-8.933583522859445,-0.16043772474563492,53.78422988520411,13
ucb_008,45,42,train,0.005,10704.51333,1070.451333,31.458064697380507,0.9917644511986408,55.77016892606178,24
ucb_008,45,42,test,0.005,-169.30851999999993,-16.930851999999994,-8.933583522859445,-0.16043772474563492,53.78422988520411,13
ucb_008,45,43,train,0.005,10759.604570000001,1075.9604570000001,31.526718496419903,0.9936891478243738,55.75132131803409,24
