ticker,period,model_key,model,seed,episode,split,control,epsilon_ucb,action_coverage,ucb_total_transitions,profit,roi,arr,volatility,sharpe,max_drawdown,violations,flat_step_ratio,no_trade,near_zero_vol,collapse,trade_count,invalid_action_count,invalid_action_rate,turnover,exposure_ratio,q_scale_mean,exploration_bonus_mean,exploration_bonus_max
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,1,train,1.0,1.0,1.0,2247,1260.0557400000012,126.00557400000012,9.489764579291005,20.087234472476062,0.4562882714820936,38.46822643090548,14,0.014241210502892745,False,False,False,2215,0,0.0,75.38425999999998,0.5508124156879359,0.2648199970291411,0.9563321026609028,1.0
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,1,test,1.0,1.0,1.0,2247,54.211779999999635,5.421177999999963,2.684123484427303,23.69726609055291,0.14688387411345677,33.75351389367655,1,0.0,False,False,False,498,0,0.0,29.74821999999999,0.9090089280656123,0.36371230042303904,0.9797760351659957,1.0
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,2,train,0.9045834549972122,0.8,1.0,4494,1257.6789200000012,125.76789200000012,9.47695577537717,20.000566420008305,0.4567847480703913,38.23826792016477,13,0.01602136181575434,False,False,False,2211,0,0.0,75.23108000000003,0.5478833992118319,0.2601197446962967,0.8649569771197899,0.9045834541320801
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,2,test,0.9045834549972122,0.8,1.0,4494,53.31807999999978,5.331807999999978,2.6404399475403073,23.703827796261933,0.1450971971019654,33.75351389367655,1,0.0,False,False,False,498,0,0.0,29.861919999999987,0.9090066103979136,0.35783438287286395,0.8863442687602668,0.9045834541320801
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,3,train,0.8182712270546932,0.6400000000000001,1.0,6741,1294.2734600000003,129.42734600000003,9.672850962371626,20.059641607774502,0.4650251256114265,38.225139230447844,15,0.018691588785046728,False,False,False,2204,0,0.0,75.90653999999998,0.5503873826572897,0.2559502759461781,0.7824327951376215,0.8182712197303772
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,3,test,0.8182712270546932,0.6400000000000001,1.0,6741,53.31807999999978,5.331807999999978,2.6404399475403073,23.703827796261933,0.1450971971019654,33.75351389367655,1,0.0,False,False,False,498,0,0.0,29.861919999999987,0.9090066103979136,0.3517202142192178,0.8018201160992354,0.8182712197303772
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,4,train,0.7401946136939427,0.5120000000000001,1.0,8988,1611.6175300000004,161.16175300000003,11.264088487982104,20.56090507810828,0.5293242206207021,38.53722885764201,14,0.012016021361815754,False,False,False,2219,0,0.0,81.66246999999997,0.5802585022931477,0.25381570590579566,0.7078582025820535,0.7401946187019348
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,4,test,0.7401946136939427,0.5120000000000001,1.0,8988,53.31807999999978,5.331807999999978,2.6404399475403073,23.703827796261933,0.1450971971019654,33.75351389367655,1,0.0,False,False,False,498,0,0.0,29.861919999999987,0.9090066103979136,0.34610535638279705,0.7253524219088852,0.7401946187019348
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,5,train,0.6695678010255933,0.4096000000000001,1.0,11235,1642.30564,164.23056400000002,11.408703476607428,20.505058173495286,0.5365860580324412,38.38098312960512,14,0.012461059190031152,False,False,False,2218,0,0.0,81.6043599999999,0.5771133335054068,0.24958542138205458,0.6402355375623473,0.6695678234100342
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,5,test,0.6695678010255933,0.4096000000000001,1.0,11235,53.31807999999978,5.331807999999978,2.6404399475403073,23.703827796261933,0.1450971971019654,33.75351389367655,1,0.0,False,False,False,498,0,0.0,29.861919999999987,0.9090066103979136,0.3410104856822625,0.656176015816278,0.6695678234100342
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,6,train,0.6056799548066172,0.3276800000000001,1.0,13482,1192.5298200000007,119.25298200000007,9.121111607961364,19.99981667104496,0.4403835044450383,38.52907541557257,13,0.021806853582554516,False,False,False,2196,0,0.0,74.85018000000002,0.5451515701814402,0.2445173646689363,0.5790881424625025,0.6056799292564392
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,6,test,0.6056799548066172,0.3276800000000001,1.0,13482,47.89409999999975,4.789409999999975,2.374921841887523,23.71907436129337,0.1341429427643703,33.75351389367655,1,0.0,False,False,False,498,0,0.0,29.865899999999982,0.9094729597401746,0.33677370650282346,0.5935973537342528,0.6056799292564392
VCB,BAD,UCB_WITHOUT_COST_NETWORK,UCB-VAE without Cost Network,41,7,train,0.547888066141525,0.2621440000000001,1.0,15729,1185.0125000000007,118.50125000000007,9.079449252554483,19.9783045121904,0.4387146425774509,38.62621178640157,13,0.021806853582554516,False,False,False,2196,0,0.0,74.88750000000009,0.5435326600882011,0.24195409259121844,0.523872735437203,0.5478880405426025
