ticker,period,model_key,model,seed,episode,split,control,epsilon_ucb,action_coverage,ucb_total_transitions,profit,roi,arr,volatility,sharpe,max_drawdown,violations,flat_step_ratio,no_trade,near_zero_vol,collapse,trade_count,invalid_action_count,invalid_action_rate,turnover,exposure_ratio,q_scale_mean,exploration_bonus_mean,exploration_bonus_max
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,1,train,1.0,1.0,1.0,2242,1143.9209199999973,114.39209199999974,8.849435150245677,21.078915342324823,0.4174972502228552,46.00040000771736,21,0.0026761819803746653,False,False,False,2235,0,0.0,19.09907999999998,0.4375170477887002,0.2734373449933625,0.9610941342972614,1.0
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,1,test,1.0,1.0,1.0,2242,46.322130000000016,4.632213000000002,2.297841844238868,27.486606198883607,0.14822700183909723,36.104334315619354,8,0.0,False,False,False,498,0,0.0,9.897869999999987,0.9290075701286092,0.43021338032072326,0.9850285994001182,1.0
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,2,train,0.9047853294844777,0.8,1.0,4484,1173.2636799999977,117.32636799999977,9.014079299768873,21.04889939438463,0.4250489930301266,45.63470478395087,21,0.005798394290811775,False,False,False,2228,0,0.0,19.096319999999977,0.4373290640776052,0.26936080344652724,0.8695925223828329,0.9047853350639343
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,2,test,0.9047853294844777,0.8,1.0,4484,46.322130000000016,4.632213000000002,2.297841844238868,27.486606198883607,0.14822700183909723,36.104334315619354,8,0.0,False,False,False,498,0,0.0,9.897869999999987,0.9290075701286092,0.424733166055507,0.8913008733882047,0.9047853350639343
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,3,train,0.8186364924503347,0.6400000000000001,1.0,6726,1180.4961899999985,118.04961899999984,9.054357738387742,21.060452948955728,0.4266867475729688,45.48254166918866,21,0.011150758251561105,False,False,False,2216,0,0.0,19.153809999999993,0.4382330166792562,0.26506709221694,0.786827266479716,0.8186364769935608
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,3,test,0.8186364924503347,0.6400000000000001,1.0,6726,49.24276999999984,4.924276999999984,2.441006635816434,27.516842496310783,0.15348537829871128,36.104334315619354,8,0.0,False,False,False,498,0,0.0,9.897229999999986,0.9292232179628829,0.41865750411188746,0.8064966410039419,0.8186364769935608
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,4,train,0.7406902885496932,0.5120000000000001,1.0,8968,1176.097789999998,117.6097789999998,9.02987686525234,21.087761369039118,0.4253545069886775,45.73756538466215,21,0.015611061552185548,False,False,False,2204,0,0.0,19.192209999999964,0.4388602347681019,0.2606887291787885,0.7119226346204639,0.740690290927887
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,4,test,0.7406902885496932,0.5120000000000001,1.0,8968,49.24276999999984,4.924276999999984,2.441006635816434,27.516842496310783,0.15348537829871128,36.104334315619354,8,0.0,False,False,False,498,0,0.0,9.897229999999986,0.9292232179628829,0.412240522782726,0.729757521972033,0.740690290927887
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,5,train,0.6701657067713869,0.4096000000000001,1.0,11210,1191.3647899999978,119.13647899999977,9.114663121250155,21.004550243787,0.4299244595569878,45.54558087536485,20,0.01650312221231044,False,False,False,2200,0,0.0,19.145209999999985,0.43800144940919067,0.2568455925718096,0.6441362812038408,0.6701657176017761
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,5,test,0.6701657067713869,0.4096000000000001,1.0,11210,49.24276999999984,4.924276999999984,2.441006635816434,27.516842496310783,0.15348537829871128,36.104334315619354,8,0.0,False,False,False,498,0,0.0,9.897229999999986,0.9292232179628829,0.4065054923774727,0.660321475261317,0.6701657176017761
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,6,train,0.6063560998103471,0.3276800000000001,1.0,13452,1187.2617899999973,118.72617899999973,9.091928566663366,21.0932452858325,0.4280142400096874,46.02325625081463,21,0.021855486173059768,False,False,False,2186,0,0.0,19.14820999999998,0.439223618220394,0.2534032594395949,0.5827962557938003,0.6063560843467712
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,6,test,0.6063560998103471,0.3276800000000001,1.0,13452,40.93369999999982,4.0933699999999815,2.0331866324658776,27.40232829872874,0.1382964858316145,36.00444807846092,8,0.0,False,False,False,498,0,0.0,9.896299999999986,0.9287126448539733,0.4010631988445918,0.5974882678878529,0.6063560843467712
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,7,train,0.5486221035518277,0.2621440000000001,1.0,15694,1187.2260299999975,118.72260299999975,9.09173025540535,21.0325949013284,0.42862034484957207,46.005730365680684,20,0.025869759143621766,False,False,False,2176,0,0.0,19.14396999999999,0.43886082845269636,0.2503207272731173,0.5273227859948559,0.5486221313476562
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,7,test,0.5486221035518277,0.2621440000000001,1.0,15694,37.11436999999978,3.711436999999978,1.845184852222581,27.34937510425825,0.13126475784213174,36.49267173754587,9,0.0,False,False,False,498,0,0.0,9.915629999999982,0.9255481416897524,0.39544215885151823,0.5406173895901684,0.5486221313476562
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,8,train,0.49638523072460766,0.20971520000000007,1.0,17936,1180.5531799999972,118.05531799999972,9.054674648542527,21.036693029174586,0.4269531078392903,45.85187708252558,20,0.029884032114183764,False,False,False,2167,0,0.0,19.24681999999997,0.43833536333192613,0.2475050839626236,0.4771224384278956,0.49638521671295166
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,8,test,0.49638523072460766,0.20971520000000007,1.0,17936,33.88071999999988,3.3880719999999886,1.6857425843081142,27.325301217974907,0.12535302556333597,36.665472981595705,9,0.0,False,False,False,498,0,0.0,9.999279999999985,0.9260777026143756,0.39124788523438464,0.4891885507766153,0.49638521671295166
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,41,9,train,0.44912207453239256,0.1677721600000001,1.0,20178,1158.5567399999973,115.85567399999972,8.931806353501281,21.024278746176137,0.42166219986421594,45.96622915246661,20,0.029884032114183764,False,False,False,2166,0,0.0,19.323259999999973,0.43810335380693843,0.2450730997062123,0.4316884427453062,0.4491220712661743
