ticker,period,model_key,model,runs,test_profit_mean,test_profit_std,test_profit_median,test_profit_q25,test_profit_q75,test_profit_valid_n,test_roi_mean,test_roi_std,test_roi_median,test_roi_q25,test_roi_q75,test_roi_valid_n,test_arr_mean,test_arr_std,test_arr_median,test_arr_q25,test_arr_q75,test_arr_valid_n,test_volatility_mean,test_volatility_std,test_volatility_median,test_volatility_q25,test_volatility_q75,test_volatility_valid_n,test_sharpe_mean,test_sharpe_std,test_sharpe_median,test_sharpe_q25,test_sharpe_q75,test_sharpe_valid_n,test_max_drawdown_mean,test_max_drawdown_std,test_max_drawdown_median,test_max_drawdown_q25,test_max_drawdown_q75,test_max_drawdown_valid_n,test_violations_mean,test_violations_std,test_violations_median,test_violations_q25,test_violations_q75,test_violations_valid_n,test_collapse_rate,test_no_trade_rate,test_invalid_action_rate_mean
ACB,BAD,UCB_WITHOUT_CONFIDENCE_WEIGHTING,UCB-VAE without Confidence Weighting,20,17.976128499999692,53.2504343200887,26.658459999998968,-6.052154999999658,48.50089750000035,20,1.7976128499999688,5.325043432008871,2.665845999999897,-0.6052154999999658,4.850089750000035,20,0.8641848147629521,2.684610193202405,1.3287290498873339,-0.3041943502730737,2.404213602847932,20,13.204520793165514,8.522421586989795,9.476177989068937,6.571175453180794,20.99891635741845,20,-0.0562564623560443,0.3128986630702126,0.04823972089517975,-0.1570387049338937,0.13875918619581035,20,18.062280517937005,12.253373301020163,14.634648707944793,7.493262184518995,27.940325042999707,20,2.05,2.9995613714429368,0.0,0.0,3.5,20,0.0,0.0,0.0
