model,seed,loss_name,update,loss
Enhanced UCB-VAE,44,Q loss,0,0.22944749891757965
Enhanced UCB-VAE,44,Q loss,1,0.22478599846363068
Enhanced UCB-VAE,44,Q loss,2,1.3752453327178955
Enhanced UCB-VAE,44,Q loss,3,2.047499179840088
Enhanced UCB-VAE,44,Q loss,4,2.450331687927246
Enhanced UCB-VAE,44,Q loss,5,1.7671072483062744
Enhanced UCB-VAE,44,Q loss,6,2.5183699131011963
Enhanced UCB-VAE,44,Q loss,7,3.9258666038513184
Enhanced UCB-VAE,44,Q loss,8,2.7993595600128174
Enhanced UCB-VAE,44,Q loss,9,6.47121000289917
Enhanced UCB-VAE,44,Q loss,10,15.161064147949219
Enhanced UCB-VAE,44,Q loss,11,10.99252700805664
Enhanced UCB-VAE,44,Q loss,12,8.696008682250977
Enhanced UCB-VAE,44,Q loss,13,7.92729377746582
Enhanced UCB-VAE,44,Q loss,14,13.737811088562012
Enhanced UCB-VAE,44,Q loss,15,23.280115127563477
Enhanced UCB-VAE,44,Q loss,16,42.83534240722656
Enhanced UCB-VAE,44,Q loss,17,35.828426361083984
Enhanced UCB-VAE,44,Q loss,18,0.24900062382221222
Enhanced UCB-VAE,44,Q loss,19,0.2221718430519104
Enhanced UCB-VAE,44,Q loss,20,1.3444762229919434
Enhanced UCB-VAE,44,Q loss,21,2.0190117359161377
Enhanced UCB-VAE,44,Q loss,22,2.399664878845215
Enhanced UCB-VAE,44,Q loss,23,1.7253479957580566
Enhanced UCB-VAE,44,Q loss,24,2.5073506832122803
Enhanced UCB-VAE,44,Q loss,25,4.156878471374512
Enhanced UCB-VAE,44,Q loss,26,3.0126936435699463
Enhanced UCB-VAE,44,Q loss,27,6.658862590789795
Enhanced UCB-VAE,44,Q loss,28,16.193084716796875
Enhanced UCB-VAE,44,Q loss,29,11.123323440551758
Enhanced UCB-VAE,44,Q loss,30,8.791496276855469
Enhanced UCB-VAE,44,Q loss,31,7.806363105773926
Enhanced UCB-VAE,44,Q loss,32,13.82679557800293
Enhanced UCB-VAE,44,Q loss,33,23.42860984802246
Enhanced UCB-VAE,44,Q loss,34,43.11897277832031
Enhanced UCB-VAE,44,Q loss,35,36.05997085571289
Enhanced UCB-VAE,44,Q loss,36,0.24905553460121155
Enhanced UCB-VAE,44,Q loss,37,0.21762387454509735
Enhanced UCB-VAE,44,Q loss,38,1.3137788772583008
Enhanced UCB-VAE,44,Q loss,39,2.0037012100219727
Enhanced UCB-VAE,44,Q loss,40,2.475768566131592
Enhanced UCB-VAE,44,Q loss,41,1.768797516822815
Enhanced UCB-VAE,44,Q loss,42,2.5365002155303955
Enhanced UCB-VAE,44,Q loss,43,4.177870750427246
Enhanced UCB-VAE,44,Q loss,44,2.8770337104797363
Enhanced UCB-VAE,44,Q loss,45,6.772190093994141
Enhanced UCB-VAE,44,Q loss,46,15.707083702087402
Enhanced UCB-VAE,44,Q loss,47,11.123382568359375
Enhanced UCB-VAE,44,Q loss,48,8.815134048461914
Enhanced UCB-VAE,44,Q loss,49,8.203893661499023
Enhanced UCB-VAE,44,Q loss,50,13.915861129760742
Enhanced UCB-VAE,44,Q loss,51,23.577167510986328
Enhanced UCB-VAE,44,Q loss,52,43.40260314941406
Enhanced UCB-VAE,44,Q loss,53,36.291526794433594
Enhanced UCB-VAE,44,Q loss,54,0.2491077184677124
Enhanced UCB-VAE,44,Q loss,55,0.21766775846481323
Enhanced UCB-VAE,44,Q loss,56,1.3138465881347656
Enhanced UCB-VAE,44,Q loss,57,2.0037143230438232
Enhanced UCB-VAE,44,Q loss,58,2.4758734703063965
Enhanced UCB-VAE,44,Q loss,59,1.769406795501709
Enhanced UCB-VAE,44,Q loss,60,2.565608501434326
Enhanced UCB-VAE,44,Q loss,61,4.215831756591797
Enhanced UCB-VAE,44,Q loss,62,2.9158859252929688
Enhanced UCB-VAE,44,Q loss,63,6.819408416748047
Enhanced UCB-VAE,44,Q loss,64,15.695859909057617
Enhanced UCB-VAE,44,Q loss,65,11.189713478088379
Enhanced UCB-VAE,44,Q loss,66,8.851268768310547
Enhanced UCB-VAE,44,Q loss,67,8.172279357910156
Enhanced UCB-VAE,44,Q loss,68,13.915985107421875
Enhanced UCB-VAE,44,Q loss,69,23.577205657958984
Enhanced UCB-VAE,44,Q loss,70,43.664649963378906
Enhanced UCB-VAE,44,Q loss,71,36.291683197021484
Enhanced UCB-VAE,44,Q loss,72,0.24915915727615356
Enhanced UCB-VAE,44,Q loss,73,0.21771147847175598
Enhanced UCB-VAE,44,Q loss,74,1.3139152526855469
Enhanced UCB-VAE,44,Q loss,75,2.003711223602295
Enhanced UCB-VAE,44,Q loss,76,2.475968837738037
Enhanced UCB-VAE,44,Q loss,77,1.7753658294677734
Enhanced UCB-VAE,44,Q loss,78,2.617645502090454
Enhanced UCB-VAE,44,Q loss,79,4.275635242462158
Enhanced UCB-VAE,44,Q loss,80,2.95475697517395
Enhanced UCB-VAE,44,Q loss,81,6.952760219573975
Enhanced UCB-VAE,44,Q loss,82,15.773844718933105
Enhanced UCB-VAE,44,Q loss,83,11.274453163146973
Enhanced UCB-VAE,44,Q loss,84,8.91086483001709
Enhanced UCB-VAE,44,Q loss,85,8.231292724609375
Enhanced UCB-VAE,44,Q loss,86,14.005029678344727
Enhanced UCB-VAE,44,Q loss,87,23.72577476501465
Enhanced UCB-VAE,44,Q loss,88,43.948280334472656
Enhanced UCB-VAE,44,Q loss,89,36.523231506347656
Enhanced UCB-VAE,44,Q loss,90,0.22280356287956238
Enhanced UCB-VAE,44,Q loss,91,0.20970626175403595
Enhanced UCB-VAE,44,Q loss,92,1.3139936923980713
Enhanced UCB-VAE,44,Q loss,93,2.0037131309509277
Enhanced UCB-VAE,44,Q loss,94,2.4995925426483154
Enhanced UCB-VAE,44,Q loss,95,1.8000011444091797
Enhanced UCB-VAE,44,Q loss,96,2.646768808364868
Enhanced UCB-VAE,44,Q loss,97,4.568047523498535
Enhanced UCB-VAE,44,Q loss,98,3.1424198150634766
Enhanced UCB-VAE,44,Q loss,99,6.9852094650268555
Enhanced UCB-VAE,44,Q loss,100,16.645919799804688
Enhanced UCB-VAE,44,Q loss,101,11.370115280151367
Enhanced UCB-VAE,44,Q loss,102,9.031370162963867
Enhanced UCB-VAE,44,Q loss,103,8.919267654418945
Enhanced UCB-VAE,44,Q loss,104,14.094159126281738
Enhanced UCB-VAE,44,Q loss,105,23.874370574951172
Enhanced UCB-VAE,44,Q loss,106,43.96998596191406
Enhanced UCB-VAE,44,Q loss,107,36.754798889160156
Enhanced UCB-VAE,44,Q loss,108,0.22284020483493805
Enhanced UCB-VAE,44,Q loss,109,0.20975707471370697
Enhanced UCB-VAE,44,Q loss,110,1.3140745162963867
Enhanced UCB-VAE,44,Q loss,111,2.003749370574951
Enhanced UCB-VAE,44,Q loss,112,2.499715566635132
Enhanced UCB-VAE,44,Q loss,113,1.800209879875183
Enhanced UCB-VAE,44,Q loss,114,2.5657618045806885
Enhanced UCB-VAE,44,Q loss,115,4.454441070556641
Enhanced UCB-VAE,44,Q loss,116,3.0690836906433105
Enhanced UCB-VAE,44,Q loss,117,7.092106342315674
Enhanced UCB-VAE,44,Q loss,118,16.073514938354492
Enhanced UCB-VAE,44,Q loss,119,11.294721603393555
Enhanced UCB-VAE,44,Q loss,120,8.972274780273438
Enhanced UCB-VAE,44,Q loss,121,8.860456466674805
Enhanced UCB-VAE,44,Q loss,122,14.005290985107422
Enhanced UCB-VAE,44,Q loss,123,23.725852966308594
Enhanced UCB-VAE,44,Q loss,124,43.6865234375
Enhanced UCB-VAE,44,Q loss,125,36.52351379394531
Enhanced UCB-VAE,44,Q loss,126,0.22288331389427185
Enhanced UCB-VAE,44,Q loss,127,0.2098139226436615
Enhanced UCB-VAE,44,Q loss,128,1.3141660690307617
Enhanced UCB-VAE,44,Q loss,129,2.003791332244873
Enhanced UCB-VAE,44,Q loss,130,2.4998438358306885
Enhanced UCB-VAE,44,Q loss,131,1.800310730934143
Enhanced UCB-VAE,44,Q loss,132,2.5658438205718994
Enhanced UCB-VAE,44,Q loss,133,4.454558372497559
Enhanced UCB-VAE,44,Q loss,134,3.0691921710968018
Enhanced UCB-VAE,44,Q loss,135,7.131104469299316
Enhanced UCB-VAE,44,Q loss,136,16.160785675048828
Enhanced UCB-VAE,44,Q loss,137,11.294769287109375
Enhanced UCB-VAE,44,Q loss,138,8.97243881225586
Enhanced UCB-VAE,44,Q loss,139,8.860584259033203
Enhanced UCB-VAE,44,Q loss,140,14.005372047424316
Enhanced UCB-VAE,44,Q loss,141,23.72585678100586
Enhanced UCB-VAE,44,Q loss,142,43.948455810546875
Enhanced UCB-VAE,44,Q loss,143,36.52363586425781
Enhanced UCB-VAE,44,Q loss,144,0.22292807698249817
Enhanced UCB-VAE,44,Q loss,145,0.20987331867218018
Enhanced UCB-VAE,44,Q loss,146,1.314261555671692
Enhanced UCB-VAE,44,Q loss,147,2.0038299560546875
Enhanced UCB-VAE,44,Q loss,148,2.4999704360961914
Enhanced UCB-VAE,44,Q loss,149,1.8057470321655273
Enhanced UCB-VAE,44,Q loss,150,2.5949902534484863
Enhanced UCB-VAE,44,Q loss,151,4.4925737380981445
Enhanced UCB-VAE,44,Q loss,152,3.100320339202881
Enhanced UCB-VAE,44,Q loss,153,7.131217956542969
Enhanced UCB-VAE,44,Q loss,154,16.144737243652344
Enhanced UCB-VAE,44,Q loss,155,11.37272834777832
Enhanced UCB-VAE,44,Q loss,156,9.031963348388672
Enhanced UCB-VAE,44,Q loss,157,8.903275489807129
Enhanced UCB-VAE,44,Q loss,158,14.094430923461914
Enhanced UCB-VAE,44,Q loss,159,23.874439239501953
Enhanced UCB-VAE,44,Q loss,160,43.970218658447266
