model,seeds,profit_mean,profit_std,roi_mean,roi_std,arr_mean,arr_std,sharpe_mean,sharpe_std,max_drawdown_mean,violations_mean
Enhanced UCB-VAE,20,-35.74148600000014,117.59020110346702,-3.574148600000013,11.759020110346702,-1.999060896932452,6.145729068547837,-0.1502034673367761,0.6383717823646223,30.000677877765856,5.4
