config_slot,config_id,beta_0,beta_decay,beta_min,seeds_completed,train_profit_mean,train_profit_std,train_roi_mean,train_roi_std,train_arr_mean,train_arr_std,train_sharpe_mean,train_sharpe_std,train_max_drawdown_mean,train_max_drawdown_std,train_violations_mean,train_violations_std,test_profit_mean,test_profit_std,test_roi_mean,test_roi_std,test_arr_mean,test_arr_std,test_sharpe_mean,test_sharpe_std,test_max_drawdown_mean,test_max_drawdown_std,test_violations_mean,test_violations_std,gap_profit_mean,gap_profit_std,gap_roi_mean,gap_roi_std,gap_arr_mean,gap_arr_std,gap_sharpe_mean,gap_sharpe_std
5,ucb_027,0.1,0.93,0.01,20,4675.6229625,4216.598414758092,467.56229624999986,421.6598414758093,17.591836287935422,11.259183272733761,0.6578652256375918,0.5079404086287207,34.713312830606796,19.40022555713515,10.0,9.107544587925586,-33.66127000000019,112.74719519479997,-3.3661270000000187,11.274719519479998,-1.875714866056013,5.859502637067889,-0.14924947792365628,0.4880113271013596,30.11184012975815,23.99872972457287,5.9,6.881707254514834,4709.2842325,4251.7283601837635,470.92842325000004,425.1728360183763,19.467551153991433,13.654372904099732,0.807114703561248,0.4971314650518065
