config_slot,config_id,seed,episodes,gamma,beta_0,beta_decay,beta_min,vae_latent_dim,vae_lr,vae_beta_kl,vae_batch_size,bootstrap_trajectories,bootstrap_updates,online_aux_updates,vae_replay_capacity,train_profit,train_roi,train_arr,train_sharpe,train_max_drawdown,train_violations,test_profit,test_roi,test_arr,test_sharpe,test_max_drawdown,test_violations,gap_profit,gap_roi,gap_arr,gap_sharpe,q_loss_mean,vae_loss_mean,vae_loss_last,vae_recon_last,vae_kl_last,cost_loss_mean,cost_loss_last,novelty_mean,novelty_std,novelty_max,finite,elapsed_seconds
5,ucb_027,45,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,12114.372990000002,1211.4372990000002,33.131012408792905,1.0279340892129143,55.77018837133878,25,-171.94831999999985,-17.194831999999984,-9.079694724704613,-0.164023158245977,54.02339405761018,13,12286.321310000001,1228.632131,42.21070713349752,1.1919572474588913,31.339678848567015,0.2457992178612742,0.45704585313796997,0.4558751881122589,0.023413237184286118,0.0426487409429432,0.0021985191851854324,4.144041249812107,0.9325773374795233,7.269416332244873,True,432.5313165350001
5,ucb_027,46,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,3632.3180400000056,363.2318040000006,18.584592667215528,0.9400094219670551,28.92455269138587,4,101.59339999999929,10.15933999999993,5.002416581443381,0.41945997171253946,5.197165415785909,0,3530.7246400000063,353.07246400000065,13.582176085772147,0.5205494502545156,1.1003335915508041,0.18729829592951414,0.17990630865097046,0.1794448345899582,0.009229541756212711,0.06376732582676,0.011139679700136185,3.6300274887716912,1.1345631972138017,7.16683292388916,True,430.83753459900004
5,ucb_027,47,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,2241.3959999999965,224.13959999999963,13.969037015206421,0.9693359736020521,21.498499566577838,1,-195.14503000000002,-19.514503,-10.373675607098154,-0.14092559792202256,67.06811786163757,18,2436.5410299999967,243.65410299999962,24.342712622304575,1.1102615715240747,2.3631303289629244,0.21179676980807863,0.32738909125328064,0.3266730308532715,0.014321152120828629,0.05576362501958321,0.008633587509393692,4.142826534135797,0.9575856253267419,7.328229904174805,True,435.0726637500002
5,ucb_027,48,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,52.048189999997476,5.204818999999747,0.565746266393008,-0.7230417793024636,4.520629018122213,0,21.83445000000006,2.183445000000006,1.0956290550292902,-0.8274953632125172,1.043972598910624,0,30.213739999997415,3.0213739999997413,-0.5298827886362822,0.10445358391005355,35.62801829046914,0.2709416749148533,0.45484089851379395,0.4543735682964325,0.009346663020551205,0.0472432047473909,0.003652290441095829,3.7587712206253827,1.0948606851920104,7.324794292449951,True,435.05890553300014
5,ucb_027,49,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,3213.084329999995,321.3084329999995,17.340396438987128,0.736821094685753,37.62614356215693,6,79.27607000000012,7.927607000000012,3.923796614882802,0.1954489680101129,23.69057492571578,1,3133.8082599999952,313.3808259999995,13.416599824104326,0.54137212667564,8.356097562097995,0.22426611688630335,0.43441060185432434,0.4335022568702698,0.018167143687605858,0.051083862110330114,0.0035522980615496635,3.652631145622139,1.133005757740458,7.180992126464844,True,432.587766915
5,ucb_027,50,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,470.15451999999914,47.01545199999991,4.377916586923147,0.397015456677975,11.788553674542811,0,-5.975959999999418,-0.5975959999999417,-0.3019282786896116,-1.8008114821943155,1.9165570919110038,0,476.13047999999856,47.61304799999985,4.679844865612759,2.1978269388722906,0.6079196746424803,0.18345125769746715,0.20392948389053345,0.20287926495075226,0.02100442349910736,0.047382840244420646,0.004685344640165567,3.6841144736729734,1.0921591240131008,7.026608943939209,True,427.8763076539999
5,ucb_027,51,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,10182.18674,1018.2186739999999,30.792477914668037,0.9811543906396969,55.77028864147383,23,65.19557999999984,6.519557999999984,3.2375779061013965,0.20555123364869063,8.898252590748221,1,10116.99116,1011.6991159999999,27.55490000856664,0.7756031569910062,22.477960711534593,0.22651777904609155,0.4584336578845978,0.45781877636909485,0.012297511100769043,0.0351190897154397,0.0018903708551079035,3.617421095325112,1.002294163589653,6.974915504455566,True,432.4013894110003
5,ucb_027,52,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,12406.532330000002,1240.653233,33.45755900380543,1.0354285216238674,55.77456248911303,25,-237.20772999999986,-23.720772999999987,-12.768112581156743,-0.34951230717716036,57.35388549291189,13,12643.740060000002,1264.374006,46.22567158496217,1.3849408288010279,39.80069362028146,0.28106604485676207,0.5108881592750549,0.5091585516929626,0.03459261357784271,0.043986240397046864,0.002066404093056917,3.8854846018167604,1.0765171339204953,7.192302703857422,True,426.9526549689999
5,ucb_027,53,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,7724.80213,772.4802129999999,27.23306616346712,0.9129499950536835,55.77528780069008,23,122.44143000000054,12.244143000000053,6.000283427356479,0.2776944346070825,43.59001807886558,6,7602.360699999999,760.2360699999999,21.232782736110643,0.635255560446601,15.481492520157172,0.2015766632967982,0.3485926687717438,0.3480462431907654,0.010928703472018242,0.05080015660616858,0.010772531852126122,4.079610700457581,0.7956286230973256,6.681646347045898,True,428.25215238200053
5,ucb_027,54,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,180.49782999999957,18.049782999999955,1.8621240870046796,-0.023024747234961764,6.263310604139654,0,26.5623599999999,2.65623599999999,1.3313378084440552,-0.2176704089084228,3.428991710937556,0,153.93546999999967,15.393546999999966,0.5307862785606243,0.19464566167346103,0.3218879008569387,0.19231476444622567,0.18248005211353302,0.18200114369392395,0.009578132070600986,0.050897977093298886,0.004794183187186718,3.681512282685931,1.049873878025202,6.991631507873535,True,429.47932988999946
5,ucb_027,55,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,9951.17769,995.117769,30.489255686648733,0.9837206280097535,55.65924695229816,20,-58.958700000000476,-5.8958700000000475,-3.0191753547992417,-0.18289997504619707,28.579153630045894,2,10010.136390000001,1001.013639,33.50843104144798,1.1666206030559505,31.114309035664725,0.24949231980175807,0.41254743933677673,0.411737322807312,0.016202598810195923,0.05034781617497833,0.0036488615442067385,3.7500102825084713,1.0528615314285061,7.240391731262207,True,429.43794292200073
5,ucb_027,56,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,1929.7073000000005,192.97073000000006,12.69506183852711,0.8245955738393932,19.155461834215107,3,59.22582999999918,5.922582999999918,2.9452834706152897,0.18361226068611616,5.816481396860843,0,1870.4814700000013,187.04814700000014,9.74977836791182,0.6409833131532771,1.543981051578885,0.20397013775233563,0.18806850910186768,0.18756181001663208,0.010133955627679825,0.05593287760456061,0.011693380773067474,3.672580182704668,1.1558113837994297,7.363584041595459,True,429.2065374670001
5,ucb_027,57,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,4113.709309999998,411.3709309999998,19.89536270025727,0.8999783958417373,32.15886920541905,10,69.91708999999969,6.99170899999997,3.4681808665625313,0.1772436842128418,15.385716829065965,2,4043.7922199999985,404.37922199999986,16.42718183369474,0.7227347116288956,5.6483438681511435,0.20381277481029775,0.29677578806877136,0.2955433428287506,0.02464871108531952,0.04740093932647643,0.004496876150369644,3.9032049416712313,1.0353710936356153,7.257513523101807,True,431.1398509270002
5,ucb_027,58,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,1052.2667200000005,105.22667200000004,8.32193435730586,0.46065124057436596,31.583354089295007,8,-60.89003000000014,-6.089003000000013,-3.119638398647784,-0.007557318526952582,46.71555012773882,11,1113.1567500000006,111.31567500000006,11.441572755953644,0.46820855910131853,5.326536367925382,0.1907410616504735,0.20198747515678406,0.2013622671365738,0.012504015117883682,0.0468246442233694,0.006644281558692455,4.171270467278382,0.8638267072523095,6.799388885498047,True,431.45031126699996
5,ucb_027,59,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,25.133310000001302,2.5133310000001305,0.2763774925021556,-0.4689558330351153,8.370354270628345,0,-147.06040000000053,-14.706040000000053,-7.711192429371327,-0.44393041477498174,35.912772065465845,3,172.19371000000183,17.219371000000184,7.987569921873483,-0.025025418260133547,0.4296470356150638,0.18678543485444168,0.17856526374816895,0.17811550199985504,0.008995144627988338,0.047946477373098505,0.004330653231590986,3.5773743492010173,1.15991891049273,7.394189834594727,True,430.1279885799995
5,ucb_027,60,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,2238.58599,223.85859900000003,13.958047339444391,0.66167645714179,55.919101910707155,10,-62.5840400000003,-6.25840400000003,-3.2078409506815064,-0.025703888282988228,44.51640011134846,10,2301.17003,230.11700300000007,17.1658882901259,0.6873803454247782,6.76996737194282,0.1836688181449627,0.18813058733940125,0.18778519332408905,0.0069078849628567696,0.04942823256012695,0.008842134848237038,4.037233781623074,0.8813260868572416,6.906907558441162,True,428.9288440089995
5,ucb_027,61,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,935.6568799999995,93.56568799999995,7.6196680509920345,0.5812871041657625,14.210164431377676,5,-48.46857000000011,-4.8468570000000115,-2.4752801223899,-0.3548435091510692,16.02559096400573,1,984.1254499999997,98.41254499999997,10.094948173381935,0.9361306133168317,1.0251578831553667,0.1854010742286156,0.19544562697410583,0.19499604403972626,0.008991559036076069,0.0461702179195809,0.005733083002269268,3.3963331649363497,1.1517910385490824,6.943836212158203,True,426.189924409
5,ucb_027,62,45,0.95,0.1,0.93,0.01,16,0.0001,0.05,256,5,100,1,50000,4735.99899,473.599899,21.436049088924136,1.0004667439160444,39.14479188498932,6,85.10373999999865,8.510373999999866,4.206511871694918,0.23305123357524365,9.758125514213768,1,4650.895250000001,465.08952500000015,17.22953721722922,0.7674155103408007,12.415359333709434,0.1737134920112018,0.17162024974822998,0.17111262679100037,0.010152576491236687,0.04743465896182019,0.011395541951060295,3.799330741743747,1.3225534597294524,7.880463600158691,True,425.39624932100105
