config_id,vae_latent_dim,vae_lr,vae_beta_kl,vae_batch_size,bootstrap_trajectories,bootstrap_updates,online_aux_updates,vae_replay_capacity,seeds,val_profit_mean,val_roi_mean,val_arr_mean,val_sharpe_mean,val_sharpe_std,val_mdd_mean,val_violations_mean,train_sharpe_mean,gap_sharpe_mean,gap_arr_mean,vae_loss_last_mean,novelty_mean,novelty_std,finite_rate,score
vae_021,16,0.0003,0.001,256,5,100,1,50000,3,1121.7670499999995,112.17670499999996,26.496940290466103,1.043604074509614,0.45947401330032195,26.630584036585844,3.3333333333333335,0.3842145868754078,-0.6593894876342062,-17.47325161226927,0.1787782584627469,22.10537151097867,20.739097291469964,1.0,0.9588774692099504
vae_017,16,0.0001,0.001,256,5,100,1,50000,3,1148.4746899999993,114.84746899999993,27.074315151916608,1.049953781048732,0.4645506366498178,26.902124704763256,3.3333333333333335,0.30729791329669737,-0.7426558677520346,-19.13808358407506,0.2411079456408818,6.670474984390669,3.7343442403746665,1.0,0.9528071704917536
vae_041,32,0.001,0.001,256,5,100,1,50000,3,1057.0067133333332,105.70067133333332,25.101485508155665,1.0071666793379066,0.41471151530751393,26.708641018911564,3.3333333333333335,0.3576057232379342,-0.6495609560999723,-16.340850468399555,0.0353288768480221,203.50963465841565,180.59646134706188,1.0,0.9091715416615654
vae_029,16,0.003,0.001,256,5,100,1,50000,3,1062.9336933333332,106.29336933333332,25.249881913662318,1.0073661486977288,0.4034413768722842,26.776354991207366,3.3333333333333335,0.310482328797748,-0.6968838198999808,-17.10257654289898,0.017621570577224036,123.27351284280735,110.58199428047072,1.0,0.9034913091083697
vae_037,32,0.0003,0.001,256,5,100,1,50000,3,1047.159663333333,104.7159663333333,24.89405676269978,1.005457004588534,0.4119630776759612,26.437462533669876,3.3333333333333335,0.3378582083755492,-0.6675987962129849,-16.158297048097648,0.14346413811047867,39.28485767696074,37.37391336401596,1.0,0.9034697250813818
vae_025,16,0.001,0.001,256,5,100,1,50000,3,1056.8123033333331,105.68123033333332,25.020906331248355,0.9954340072520506,0.4244820172822398,26.79185946688546,3.3333333333333335,0.35295186390265165,-0.6424821433493989,-16.17444904906375,0.039473441118995305,131.3303187826539,121.77322518738835,1.0,0.8943010414529291
vae_009,8,0.001,0.001,256,5,100,1,50000,3,1042.0195066666665,104.20195066666668,24.658104193112184,0.981328576623785,0.4294646167689824,26.443453479567108,3.3333333333333335,0.3908267022382559,-0.5905018743855291,-15.586615245418573,0.0486453473567962,69.34511889145499,64.63573729652767,1.0,0.8867496994635022
vae_045,32,0.003,0.001,256,5,100,1,50000,3,1019.8678299999998,101.98678299999999,24.28610650244228,0.9786309502559346,0.38808024795168533,26.64665502534443,3.3333333333333335,0.3533722062323963,-0.6252587440235382,-15.462196656212166,0.015450203791260634,199.34867299402399,175.8083630719395,1.0,0.878223659279616
vae_013,8,0.003,0.001,256,5,100,1,50000,3,1026.5575566666669,102.65575566666668,24.323878312072377,0.9729619850047918,0.39771799021557425,26.376933636604694,3.3333333333333335,0.3198745884326313,-0.6530873965721606,-16.318575757355188,0.017872730270028066,64.76053379986227,55.65260869058475,1.0,0.8663194198304898
vae_001,8,0.0001,0.001,256,5,100,1,50000,3,1010.6309466666665,101.06309466666664,23.900832576333254,0.9565217268152141,0.4138309962239011,26.341248841713025,3.3333333333333335,0.37960045492667543,-0.5769212718885385,-15.157321388977193,0.23826916515827176,6.31038180151672,3.6956870969875144,1.0,0.8553025770464449
vae_005,8,0.0003,0.001,256,5,100,1,50000,3,1011.0416133333329,101.10416133333331,23.91739261277905,0.9509564308709396,0.40936126733555006,26.39472855901096,3.3333333333333335,0.3902368571507331,-0.5607195737202066,-14.909179070005713,0.15881220996379847,19.148718670471727,18.12694621572736,1.0,0.854387741151804
vae_033,32,0.0001,0.001,256,5,100,1,50000,3,1000.049623333333,100.00496233333331,23.693615225148744,0.9407382415766478,0.43099291054663263,26.584280709015175,3.3333333333333335,0.2645016028232115,-0.6762366387534362,-16.003754608128663,0.2435182978709539,7.7909879398002,5.033939605478296,1.0,0.8070980077192017
