stage,batch_idx,config_id,seed,label,use_cost,robust_loss,weight_decay,reward_shaping,kl_reduction,beta_0,beta_decay,beta_min,vae_latent_dim,vae_lr,vae_beta_kl,vae_batch_size,bootstrap_trajectories,bootstrap_updates,online_aux_updates,vae_replay_capacity,train_profit,train_roi,train_arr,train_sharpe,train_max_drawdown,train_violations,val_profit,val_roi,val_arr,val_sharpe,val_max_drawdown,val_violations,gap_roi,gap_arr,gap_sharpe,q_loss_mean,vae_loss_mean,vae_loss_last,vae_recon_last,vae_kl_last,cost_loss_last,novelty_mean,novelty_std,novelty_max,finite
VAE,1,vae_001,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0001,0.001,256,5,100,1,50000,12.571880000001329,1.257188000000133,0.20896709721058837,-0.2370129120175015,16.95046172186232,0,275.4312999999986,27.54312999999986,8.461438757654683,0.521075503476625,22.13879974531188,0,-26.285941999999725,-8.252471660444094,-0.7580884154941265,0.6689884286112323,0.17477219320576767,0.16551749408245087,0.16549991071224213,0.01758434996008873,0.006276305764913559,5.88620166819204,3.696641088487823,18.23042106628418,True
VAE,1,vae_001,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0001,0.001,256,5,100,1,50000,569.6685099999986,56.96685099999986,7.824329646662043,0.6421554233248464,13.98135186450935,0,542.9865299999999,54.29865299999999,15.581363931393689,1.0038158697884965,18.619354117140734,0,2.668197999999876,-7.757034284731646,-0.36166044646365003,2.1855129977998633,0.18522101887341202,0.17014703154563904,0.17011809349060059,0.028936641290783882,0.015166361816227436,5.957090181786732,4.004606387722882,21.37140655517578,True
VAE,1,vae_001,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0001,0.001,256,5,100,1,50000,1719.8854199999978,171.98854199999977,18.197236818195538,0.7336588534726814,37.63685911796678,10,2213.475010000001,221.3475010000001,47.65969503995138,1.3446738071805204,38.26559266268647,10,-49.35895900000034,-29.462458221755842,-0.611014953707839,11.2825209957444,0.2394713975232223,0.37914296984672546,0.379093199968338,0.04977456480264664,0.009360636584460735,7.08785355457139,3.385813814751838,20.226484298706055,True
VAE,1,vae_005,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0003,0.001,256,5,100,1,50000,24.700710000001664,2.4700710000001664,0.4085317557355417,-0.22898194390390725,15.5951300541278,0,280.2800399999985,28.02800399999985,8.598928721089138,0.5239284828955914,22.44729480963078,0,-25.557932999999682,-8.190396965353596,-0.7529104267994986,0.6579489413337863,0.16090543763390902,0.11221005767583847,0.11172956973314285,0.480489581823349,0.006241876631975174,14.881887833114058,13.41622320498007,66.30350494384766,True
VAE,1,vae_005,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0003,0.001,256,5,100,1,50000,617.3918799999979,61.73918799999979,8.36526731729068,0.6631401854240955,14.765921820173894,0,539.6492699999999,53.96492699999998,15.497841766110243,0.9889369438588942,18.469916013111504,0,7.774260999999811,-7.132574448819563,-0.3257967584347987,2.2757587249390783,0.16837526241253162,0.10858341306447983,0.10788839310407639,0.6950235366821289,0.01547878049314022,14.659672599062468,14.962457405756435,111.27293395996094,True
VAE,1,vae_005,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.0003,0.001,256,5,100,1,50000,1727.2763199999977,172.72763199999977,18.250841555293775,0.736552329932011,37.644266974803145,10,2213.1955300000004,221.31955300000007,47.655407351137754,1.3400038658583335,38.266974854290595,10,-48.5919210000003,-29.40456579584398,-0.6034515359263225,10.90409995968695,0.2188283621237196,0.25564315915107727,0.254204124212265,1.4390223026275635,0.009630370885133743,27.90459557923865,26.00215803644558,163.8662109375,True
VAE,1,vae_009,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.001,0.001,256,5,100,1,50000,18.611700000001747,1.8611700000001747,0.30859214430429827,-0.24036681495882511,15.348841862348749,0,268.17584999999804,26.817584999999806,8.255052761067194,0.505699305614149,22.240415692575684,0,-24.95641499999963,-7.946460616762896,-0.7460661205729742,0.634101122946487,0.11733622949185042,0.04530604928731918,0.04186270013451576,3.443349838256836,0.006203888915479183,109.42276822137187,114.4997432898739,558.39697265625,True
VAE,1,vae_009,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.001,0.001,256,5,100,1,50000,643.4074399999977,64.34074399999977,8.654573404823672,0.6753912029413696,15.38097235414256,0,643.8671600000007,64.38671600000006,18.051273312531137,1.0976012256561885,18.822969891835037,0,-0.045972000000290336,-9.396699907707465,-0.4222100227148189,2.2477837192101613,0.12183138571422676,0.05103226751089096,0.04825209826231003,2.7801706790924072,0.015483647584915161,45.35503165772621,35.010206393591986,196.38929748535156,True
VAE,1,vae_009,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.001,0.001,256,5,100,1,50000,1727.339779999997,172.7339779999997,18.25130129395287,0.7374557187322232,37.64369793040036,10,2214.0155100000015,221.40155100000015,47.66798650573823,1.3406851986010175,38.266974854290595,10,-48.66757300000046,-29.416685211785357,-0.6032294798687944,10.347137981004737,0.12882722012441733,0.04959772527217865,0.04526243731379509,4.335287094116211,0.009677179157733917,53.257556795266886,44.39726220611712,302.2028503417969,True
VAE,1,vae_013,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.91,0.01,8,0.003,0.001,256,5,100,1,50000,15.210010000001375,1.5210010000001375,0.25254298614065807,-0.2542622041064119,15.748040277470329,0,302.411419999999,30.241141999999897,9.222115386778707,0.5507020181514147,22.14093928864908,0,-28.72014099999976,-8.96957240063805,-0.8049642222578266,0.6131351532243031,0.08093059506138851,0.016194995492696762,0.01291732583194971,3.27767014503479,0.006084615830332041,78.74022671666782,70.94740214835024,352.29388427734375,True
