ticker,period,model_key,result_schema_version,near_zero_vol_percent,collapse_flat_ratio,model,shares,cash_after_buy,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations,test_flat_step_ratio,test_no_trade,test_near_zero_vol,test_collapse,test_trade_count,test_invalid_action_count,test_invalid_action_rate,test_turnover,test_exposure_ratio
SSI,GOOD,BUY_AND_HOLD,env_v3_ucb_warmup_scaled_bonus,0.05,0.95,Buy-and-Hold,108,5.40640000000019,2707.6464000000005,270.76464000000004,54.57471363507154,38.891183250888375,1.2723630683695597,59.02404900278805,21,0.07845744680851063,False,False,False,1,0,0.0,0.9935999999999999,0.9946797446189287
