ticker,period,model_key,model,runs,test_profit_mean,test_profit_std,test_roi_mean,test_roi_std,test_arr_mean,test_arr_std,test_volatility_mean,test_volatility_std,test_sharpe_mean,test_sharpe_std,test_max_drawdown_mean,test_max_drawdown_std,test_violations_mean,test_violations_std
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE (vae_019 + ucb_009),20,388.1191814999999,326.6943578082615,38.81191815,32.66943578082615,10.873825291696738,9.105665647807813,17.592783578539603,8.265198264040936,-0.4310254304588869,3.847990234490511,26.072571077915974,11.918013842713693,3.95,3.31622804117157
VCB,GOOD,EPSILON_GREEDY,Deep SARSA Epsilon-Greedy,20,393.91780150000005,343.7189004670955,39.39178015,34.37189004670955,10.966637570067963,9.500721168883945,16.3860994076826,9.356376675803205,-0.25718843109733863,2.4812404313129393,23.275262905927026,13.291303933011548,3.6,3.439706229806322
VCB,GOOD,BUY_AND_HOLD,Buy-and-Hold,1,919.6453000000004,0.0,91.96453000000004,0.0,24.32486986478977,0.0,27.14987009227965,0.0,0.8675743547476035,0.0,39.14140393312592,0.0,9.0,0.0
