ticker,period,model_key,model,strategy,seed,episodes,gamma,beta_0,beta_decay,beta_min,epsilon_init,epsilon_decay,epsilon_min,vae_latent_dim,vae_lr,vae_beta_kl,train_profit,train_roi,train_arr,train_volatility,train_sharpe,train_max_drawdown,train_violations,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations,gap_profit,gap_roi,gap_arr,gap_sharpe,q_loss_mean,vae_loss_mean,cost_loss_mean,novelty_mean,finite,elapsed_seconds
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,41,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,565.3822799999996,56.538227999999954,7.775078223496235,21.416017485254844,0.3663342837990119,37.06713692164665,11,789.2778600000004,78.92778600000003,21.439692836222335,26.8675292906031,0.7860703097369292,39.0568650124273,9,-223.8955800000008,-22.389558000000072,-13.664614612726101,-0.41973602593791726,6.390990199702275,0.18876200236123183,0.03460505885425313,5.179084886031179,True,340.11537765800006
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,42,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,-95.08384999999907,-9.508384999999906,-1.6555488614959368,11.071256925422011,-0.27741014596635655,30.479749205488883,4,345.9773800000007,34.59773800000007,10.42855556900184,17.290744819901644,0.5471383046260295,36.91115530870439,5,-441.0612299999998,-44.106122999999975,-12.084104430497778,-0.8245484505923861,1.5636244129417012,0.17566570536843662,0.043307227365158754,4.880430133562946,True,335.848821424
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,43,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,300.886850000001,30.088685000000098,4.493150926534506,10.10517900994611,0.29135713759016346,23.071598668936016,0,611.2579799999994,61.12579799999994,17.26421210350624,21.945581285120284,0.7472767802006811,35.89616636829397,7,-310.3711299999984,-31.03711299999984,-12.771061176971733,-0.45591964261051765,2.4984240574279317,0.18666159253695916,0.0495403448312447,5.132717904258282,True,337.325431017
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,44,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,1031.9187899999993,103.19187899999993,12.576266195379704,24.4332216015404,0.529402592373694,30.747759636540284,13,691.2057500000001,69.120575,19.17554842206599,25.559734835587772,0.738827289835634,36.08689404180968,8,340.7130399999992,34.07130399999993,-6.599282226686286,-0.20942469746193992,8.425021245744492,0.19830210003359564,0.05570291362317472,5.157251891332392,True,338.2960819379998
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,45,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,592.9148100000004,59.29148100000005,8.089509185727328,22.091995961780572,0.37495534991515256,37.10736219205543,12,839.2854100000002,83.92854100000002,22.562465631700857,26.96712478187109,0.8184773710412486,39.26625229718028,9,-246.37059999999974,-24.637059999999977,-14.472956445973528,-0.44352202112609607,5.854471388776545,0.18496429632449973,0.04443892885063743,5.076932655859962,True,336.0508141130001
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,46,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,47.771530000000894,4.777153000000089,0.7827638264851,14.570711976656861,-0.01045384646695329,32.46750353092483,3,292.24145999999973,29.224145999999973,8.936627634531424,15.40214982579422,0.5047508502749795,20.433149304747317,0,-244.46992999999884,-24.446992999999885,-8.153863808046324,-0.5152046967419327,1.0618920723485106,0.17969291908987636,0.06305619614391492,5.183782700326733,True,339.0291190639996
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,47,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,602.9054400000014,60.29054400000013,8.202486805754727,11.00389933019149,0.5958359671541902,12.411074002561794,1,510.7857799999995,51.07857799999995,14.770387825151609,16.53440720210642,0.7981482408290479,24.32891057353742,1,92.11966000000189,9.211966000000182,-6.567901019396881,-0.2023122736748577,2.1768747720177526,0.19677968261570766,0.056486145606071785,5.157008658121818,True,336.2840134019998
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,48,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,2007.1649899999984,200.71649899999983,20.196932473898798,26.801055719806055,0.7517353977863865,28.412707501266652,13,673.5208100000004,67.35208100000004,18.758020053522962,19.924544662594602,0.865234925736963,22.22345050424266,2,1333.644179999998,133.36441799999977,1.4389124203758357,-0.1134995279505765,11.884422351638959,0.20883872478172696,0.05087590210846272,4.710207447755498,True,334.92451592600037
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,49,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,365.0292400000012,36.50292400000012,5.336850435583318,19.101132795582906,0.2653712455936861,32.37127129612782,6,21.37182999999993,2.137182999999993,0.7085142349526397,3.1652091481017086,-0.39217014690481017,5.996194105686244,0,343.6574100000013,34.36574100000013,4.628336200630678,0.6575413924984963,3.8796947837456375,0.1955221726976592,0.0518951173165235,4.8850683383715685,True,335.3911163969997
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,50,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,-7.41593999999975,-0.741593999999975,-0.12429440558650029,3.9545186652588313,-0.5176691124922639,11.778393951773669,0,2.1124899999999798,0.211248999999998,0.0704794076638704,0.11604776075681104,-16.62433139779069,0.006995731117263429,0,-9.52842999999973,-0.952842999999973,-0.1947738132503707,16.106662285298427,0.2231223307165675,0.18046486418822716,0.04822465342244711,4.999724302462498,True,335.319838333
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,51,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,550.6824499999996,55.06824499999996,7.605310471987647,17.82404565881638,0.3914297073137281,21.30400272547411,4,9.810040000000072,0.9810040000000072,0.3264600559472308,12.221726623676282,-0.07518600847134753,29.58556468074582,4,540.8724099999995,54.087240999999956,7.278850416040417,0.46661571578507566,2.0207348413133768,0.19232240000675466,0.035122388402192756,4.672976984161473,True,336.70518263199983
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,52,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,1301.8963900000044,130.18963900000045,14.947482457997129,21.39082323650376,0.6704095912841705,30.061317987503845,10,-93.19283000000007,-9.319283000000008,-3.213304674584938,12.494551809488058,-0.35898519800130074,31.781222654183317,5,1395.0892200000044,139.50892200000047,18.160787132582065,1.0293947892854713,7.229241888390647,0.18762860935309839,0.04893291347242635,5.005012942813121,True,333.79994064599987
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,53,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,717.5147099999999,71.751471,9.458269948236818,21.769669189052667,0.43557478844785613,37.325496806904084,12,607.2831100000001,60.72831100000001,17.167550627309257,26.56976523368273,0.6565199968596533,39.1377510477232,9,110.23159999999984,11.023159999999983,-7.709280679072439,-0.2209452084117972,6.333603940238471,0.18920615983420405,0.05085583072926464,5.321507372408817,True,334.5498341049997
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,54,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,-62.312559999999735,-6.2312559999999735,-1.0692504678857295,5.011898008579295,-0.5904145046854022,15.064296726063198,0,323.9182999999989,32.391829999999885,9.82099466905475,9.117808118449659,0.8573796260810613,7.697667762243163,0,-386.23085999999864,-38.62308599999986,-10.890245136940479,-1.4477941307664635,0.33594244844150833,0.1846549924077659,0.05100038422849672,4.964322835005229,True,335.361894744
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,55,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,1226.4316299999991,122.64316299999992,14.309061388380151,23.92776848362077,0.5997393118802925,35.528816097297636,14,-43.95155999999997,-4.395155999999997,-1.4894166771965978,17.276865630716586,-0.116461106055703,24.254054266517088,1,1270.383189999999,127.03831899999992,15.798478065576749,0.7162004179359955,5.61364050871796,0.188420510908653,0.05259510626181446,5.090085889949559,True,335.27352967299976
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,56,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,99.2382299999988,9.92382299999988,1.593487399059379,2.3700937715069172,-0.1591121263112883,4.8491608266289195,0,-109.12262999999996,-10.912262999999996,-3.784313094658953,5.621125220291844,-1.0162441085668263,13.110847732176229,1,208.36085999999875,20.836085999999874,5.377800493718333,0.8571319822555381,0.25808203019206066,0.2096531234938523,0.057694638192910576,4.955545949347937,True,335.58571807299995
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,57,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,482.6707000000001,48.26707000000001,6.80194847141169,17.75888217338987,0.34975113698506316,28.674765924063333,6,278.01836000000026,27.801836000000023,8.53484018785009,22.784389579426335,0.3869082861079192,25.79675358358188,4,204.65233999999987,20.465233999999988,-1.7328917164384006,-0.03715714912285606,2.7482530702250423,0.18281251305136187,0.04973492197178561,5.083709872639386,True,335.4252966469994
VCB,GOOD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,58,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,380.8502699999997,38.08502699999997,5.539864742320733,21.225150237214475,0.26796151543539176,32.12632443528014,8,692.8064900000002,69.28064900000001,19.213196911132012,25.70647448460824,0.7372554799382078,35.79768640029728,6,-311.9562200000005,-31.195622000000043,-13.67333216881128,-0.4692939645028161,4.8217438349228665,0.19616042026158037,0.04328988062795894,5.189357642105977,True,336.1606087029995
