ticker,period,model_key,result_schema_version,near_zero_vol_percent,collapse_flat_ratio,model,shares,cash_after_buy,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations,test_flat_step_ratio,test_no_trade,test_near_zero_vol,test_collapse,test_trade_count,test_invalid_action_count,test_invalid_action_rate,test_turnover,test_exposure_ratio
HPG,BAD,BUY_AND_HOLD,env_v3_ucb_warmup_scaled_bonus,0.05,0.95,Buy-and-Hold,37,14.815800000000081,-201.89419999999984,-20.189419999999984,-10.697818507165014,39.27628812664483,-0.144919594312668,67.77680328192571,19,0.06224899598393574,False,False,False,1,0,0.0,0.9842000000000001,0.9781774309325653
