ticker,period,model_key,model,seed,episode,split,control,profit,roi,arr,volatility,sharpe,max_drawdown,violations
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,1,train,0.03,1831.8631600000012,183.18631600000012,12.270241233445113,22.39229925445035,0.5441242359292968,39.19893844133926,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,1,test,0.03,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,2,train,0.027,1808.8128800000018,180.88128800000018,12.168264838420107,22.31345348285756,0.5411429160115542,39.12924473460168,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,2,test,0.027,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,3,train,0.024300000000000002,1808.3714800000012,180.83714800000013,12.166304799453908,22.688174529271812,0.5358182659093339,39.135804710025226,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,3,test,0.024300000000000002,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,4,train,0.02187,1832.287190000001,183.2287190000001,12.272110257663993,22.707256138549216,0.5397538773696583,39.19739378066478,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,4,test,0.02187,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,5,train,0.019683,1807.8399100000015,180.78399100000016,12.163943996679327,22.441445075999642,0.5391655088513668,39.16317317926063,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,5,test,0.019683,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,6,train,0.0177147,1804.7300800000016,180.47300800000016,12.150124688994502,22.45049471850232,0.5384858439275818,39.2119385692,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,6,test,0.0177147,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,7,train,0.015943230000000003,1801.7226900000019,180.1722690000002,12.136747639621447,22.446115448834515,0.5380105101463758,39.2119385692,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,7,test,0.015943230000000003,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,8,train,0.014348907000000001,1796.6967600000016,179.66967600000018,12.114363491494085,22.461260924071592,0.5369037027197572,39.28713306525968,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,8,test,0.014348907000000001,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,9,train,0.012914016300000003,1796.6967600000016,179.66967600000018,12.114363491494085,22.461260924071592,0.5369037027197572,39.28713306525968,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,9,test,0.012914016300000003,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,10,train,0.011622614670000002,1793.8144600000014,179.38144600000015,12.1015103614033,22.413784144282946,0.5370531978713935,39.33038631052456,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,10,test,0.011622614670000002,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,11,train,0.010460353203000003,1791.6796200000013,179.16796200000013,12.09198280318937,22.366646282941048,0.5373277127268148,39.3300153955349,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,11,test,0.010460353203000003,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,12,train,0.01,1830.9988800000015,183.09988800000013,12.266430920750748,22.346037113679582,0.5446385399999845,39.393069916323604,16
VCB,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,41,12,test,0.01,94.35048000000006,9.435048000000005,4.653555500863904,24.833799298343777,0.22740651385356883,34.270884213103834,2
