config_id,beta_0,beta_decay,beta_min,seeds,val_profit_mean,val_roi_mean,val_arr_mean,val_sharpe_mean,val_sharpe_std,val_mdd_mean,val_violations_mean,train_sharpe_mean,gap_sharpe_mean,gap_arr_mean,vae_loss_last_mean,novelty_mean,novelty_std,finite_rate,score
ucb_002,0.01,0.93,0.005,3,1164.261063333333,116.4261063333333,27.49551930485211,1.0776477426342506,0.44928889670129263,26.695076899597552,3.3333333333333335,0.3199590923311205,-0.75768865030313,-19.459187786008865,0.24230213463306424,6.33185939078155,3.4920591539008634,1.0,0.9911623632606839
ucb_026,0.1,0.93,0.005,3,1149.0273833333324,114.90273833333326,27.10181162052348,1.062600295713317,0.46810192060025396,26.72903903621769,3.3333333333333335,0.30655950568272355,-0.7560407900305933,-19.16592832955515,0.24240382512410477,6.321292556716618,3.498629805862738,1.0,0.9641139762796507
ucb_042,0.3,0.93,0.005,3,1134.0950999999998,113.40951,26.880969625420246,1.0546814763427197,0.4233087090635421,26.895234625204996,3.3333333333333335,0.3026216565401299,-0.7520598198025897,-18.86290721962858,0.23809244235356644,6.327826110486405,3.5043175825598785,1.0,0.9627169002667473
ucb_010,0.03,0.93,0.005,3,1132.7817499999994,113.27817499999992,26.798561927439007,1.049726951291901,0.4259858751160197,27.105486383783134,3.3333333333333335,0.28472657318695305,-0.765000378104948,-18.961790950090318,0.24243821203708646,6.3272703452591825,3.4993395637962785,1.0,0.9505565330360082
ucb_022,0.05,0.99,0.005,3,1126.217906666666,112.6217906666666,26.654680143554483,1.0475960711774108,0.4342618996881215,26.96849112748868,3.3333333333333335,0.2890917501333352,-0.7585043210440756,-18.924269140031353,0.24232749640941617,6.3270352754542545,3.499804897354166,1.0,0.9462232186960386
ucb_034,0.15,0.93,0.005,3,1101.8148899999997,110.18148899999996,26.115988047752513,1.040294059657765,0.40967443294905026,26.564483220496793,3.3333333333333335,0.3092713929724931,-0.731022666685272,-18.173482590056608,0.24050038556257877,6.315346950493383,3.491554749509121,1.0,0.9453322149867505
ucb_006,0.01,0.99,0.005,3,1107.0142633333328,110.70142633333329,26.240345318637807,1.0409050650159424,0.42234050529190276,26.606678872910802,3.3333333333333335,0.30325585518376613,-0.7376492098321763,-18.33040021305868,0.2424825926621755,6.320117601602405,3.488866084219309,1.0,0.9432027472773956
ucb_018,0.05,0.93,0.005,3,1125.5630799999992,112.55630799999994,26.634725168169158,1.0441118677600083,0.43459466074589165,26.954409102297316,3.3333333333333335,0.28044325254397123,-0.7636686152160371,-18.791394302325173,0.2425701518853505,6.326320607111886,3.4986174145054676,1.0,0.941630436599421
ucb_030,0.1,0.99,0.005,3,1122.9880666666659,112.29880666666661,26.634494314656262,1.041238902673433,0.4285651525544146,27.18704379378291,3.3333333333333335,0.26375693481305634,-0.7774819678603767,-18.78920654257815,0.24172065158685044,6.326388876248681,3.5045645538534864,1.0,0.9351755895662273
ucb_014,0.03,0.99,0.005,3,1093.1117999999997,109.31117999999996,25.90596171403597,1.0268281257330074,0.4253562945381287,26.983427583309563,3.3333333333333335,0.30089239055585787,-0.7259357351771496,-18.060543531556835,0.24295229216416672,6.319073782471171,3.4966442388211747,1.0,0.9207991097808887
ucb_046,0.3,0.99,0.005,3,1088.4972966666662,108.84972966666662,25.813047214060187,1.0191261260741575,0.4330143362508011,27.16066323483447,3.3333333333333335,0.31108142514149156,-0.7080447009326659,-17.65962084954539,0.23544186850388846,6.306099786043052,3.516785859434092,1.0,0.9119320053920256
ucb_050,0.5,0.93,0.005,3,1081.5580899999995,108.15580899999993,25.63629359806353,1.0117919263371065,0.4431360746393581,27.15664291221009,3.3333333333333335,0.343623608292068,-0.6681683180450383,-17.003627205011096,0.23619211216767624,6.3058367803510285,3.5066280878928944,1.0,0.90785976583074
ucb_038,0.15,0.99,0.005,3,1100.0663633333331,110.00663633333329,26.048676858473808,1.0160706756623001,0.45106944799012894,27.12284267835319,3.6666666666666665,0.29205434928982693,-0.7240163263724732,-18.142681095150166,0.24034952123959855,6.305336610952705,3.511244792834516,1.0,0.8986264632525839
ucb_054,0.5,0.99,0.005,3,1092.929113333333,109.29291133333328,25.843037483435662,1.0038125634679214,0.4872529437235897,27.450638158279926,3.3333333333333335,0.2908511114743082,-0.7129614519936132,-17.69049074428243,0.22044940292835236,6.305274916580998,3.515286053686452,1.0,0.8797137570689837
