ticker,period,model_key,result_schema_version,near_zero_vol_percent,collapse_flat_ratio,model,shares,cash_after_buy,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations,test_flat_step_ratio,test_no_trade,test_near_zero_vol,test_collapse,test_trade_count,test_invalid_action_count,test_invalid_action_rate,test_turnover,test_exposure_ratio
HPG,GOOD,BUY_AND_HOLD,env_v3_ucb_warmup_scaled_bonus,0.05,0.95,Buy-and-Hold,121,5.596589999999992,2224.1965900000005,222.41965900000005,47.5613651257849,32.89850355542445,1.2969364609437617,40.20685713004158,12,0.047872340425531915,False,False,False,1,0,0.0,0.9934100000000001,0.9958475166718619
