ticker,period,model_key,model,shares,cash_after_buy,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations
GAS,BAD,BUY_AND_HOLD,Buy-and-Hold,15,31.382349999999974,1.4323500000000422,0.14323500000000422,0.07223484982212813,32.36421070479716,0.10254271045804011,28.873711028057446,11
