ticker,period,model_key,result_schema_version,near_zero_vol_percent,collapse_flat_ratio,model,shares,cash_after_buy,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations,test_flat_step_ratio,test_no_trade,test_near_zero_vol,test_collapse,test_trade_count,test_invalid_action_count,test_invalid_action_rate,test_turnover,test_exposure_ratio
GAS,BAD,BUY_AND_HOLD,env_v3_ucb_warmup_scaled_bonus,0.05,0.95,Buy-and-Hold,15,31.382349999999974,1.4323500000000422,0.14323500000000422,0.07183781251685062,32.36421070479716,0.10254271045804011,28.873711028057446,11,0.04618473895582329,False,False,False,1,0,0.0,0.9676500000000001,0.9717033905313037
