ticker,period,model_key,result_schema_version,near_zero_vol_percent,collapse_flat_ratio,model,shares,cash_after_buy,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations,test_flat_step_ratio,test_no_trade,test_near_zero_vol,test_collapse,test_trade_count,test_invalid_action_count,test_invalid_action_rate,test_turnover,test_exposure_ratio
FPT,GOOD,BUY_AND_HOLD,env_v3_ucb_warmup_scaled_bonus,0.05,0.95,Buy-and-Hold,74,2.963960000000043,2532.76396,253.276396,52.11238392318312,26.797152231624942,1.6388941242892316,33.70677706104573,8,0.06382978723404255,False,False,False,1,0,0.0,0.99604,0.9982433131973706
