stage,batch_idx,config_id,seed,label,use_cost,robust_loss,weight_decay,reward_shaping,kl_reduction,beta_0,beta_decay,beta_min,vae_latent_dim,vae_lr,vae_beta_kl,vae_batch_size,bootstrap_trajectories,bootstrap_updates,online_aux_updates,vae_replay_capacity,train_profit,train_roi,train_arr,train_sharpe,train_max_drawdown,train_violations,val_profit,val_roi,val_arr,val_sharpe,val_max_drawdown,val_violations,gap_roi,gap_arr,gap_sharpe,q_loss_mean,vae_loss_mean,vae_loss_last,vae_recon_last,vae_kl_last,cost_loss_last,novelty_mean,novelty_std,novelty_max,finite
UCB,1,ucb_001,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.01,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,17.19278000000213,1.7192780000002132,0.28523178398249804,-0.2495006414723311,15.996327142930959,0,314.14123999999924,31.414123999999926,9.549552900727365,0.5662102978277742,22.348899863635868,0,-29.694845999999714,-9.264321116744867,-0.8157109393001053,0.6289971368861627,0.1747016657015373,0.16774743795394897,0.16729407012462616,0.009067241102457047,0.0035194819793105125,5.793334311526449,3.6948136639678255,18.079267501831055,True
UCB,1,ucb_001,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.01,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,360.5235999999986,36.05235999999986,5.278675927721599,0.43460482601504113,12.801906958412243,0,966.2094999999981,96.62094999999982,25.323687061572507,1.2896959071444463,20.85124594132119,1,-60.568589999999965,-20.045011133850906,-0.8550910811294051,1.608664508934857,0.18253183652614724,0.1617249697446823,0.1612161248922348,0.010176869109272957,0.009022855199873447,5.912446570335897,3.733470815551373,17.302825927734375,True
UCB,1,ucb_001,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.01,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,1725.9494699999982,172.59494699999982,18.241227092916667,0.7331312614320505,37.6561687507046,10,2213.53571,221.353571,47.660626246243055,1.3408931845922143,38.358221325813545,10,-48.75862400000017,-29.41939915332639,-0.6077619231601638,11.550336245240437,0.2457891025419893,0.39782005548477173,0.3970213532447815,0.015973808243870735,0.005459061823785305,7.317444733309792,3.08027461500811,18.33023452758789,True
UCB,1,ucb_005,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.01,0.96,0.01,16,0.0001,0.05,256,5,100,1,50000,17.19278000000213,1.7192780000002132,0.28523178398249804,-0.2495006414723311,15.996327142930959,0,314.14123999999924,31.414123999999926,9.549552900727365,0.5662102978277742,22.348899863635868,0,-29.694845999999714,-9.264321116744867,-0.8157109393001053,0.6289971368861627,0.1747016657015373,0.16774743795394897,0.16729407012462616,0.009067241102457047,0.0035194819793105125,5.793334311526449,3.6948136639678255,18.079267501831055,True
UCB,1,ucb_005,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.01,0.96,0.01,16,0.0001,0.05,256,5,100,1,50000,360.5235999999986,36.05235999999986,5.278675927721599,0.43460482601504113,12.801906958412243,0,966.2094999999981,96.62094999999982,25.323687061572507,1.2896959071444463,20.85124594132119,1,-60.568589999999965,-20.045011133850906,-0.8550910811294051,1.608664508934857,0.18253183652614724,0.1617249697446823,0.1612161248922348,0.010176869109272957,0.009022855199873447,5.912446570335897,3.733470815551373,17.302825927734375,True
UCB,1,ucb_005,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.01,0.96,0.01,16,0.0001,0.05,256,5,100,1,50000,1725.9494699999982,172.59494699999982,18.241227092916667,0.7331312614320505,37.6561687507046,10,2213.53571,221.353571,47.660626246243055,1.3408931845922143,38.358221325813545,10,-48.75862400000017,-29.41939915332639,-0.6077619231601638,11.550336245240437,0.2457891025419893,0.39782005548477173,0.3970213532447815,0.015973808243870735,0.005459061823785305,7.317444733309792,3.08027461500811,18.33023452758789,True
UCB,1,ucb_009,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,39.069330000000946,3.906933000000094,0.6424191287047964,-0.19212577508945772,13.748701618152923,0,311.4784399999992,31.147843999999917,9.475392281987173,0.5736173710496385,22.385246053626247,0,-27.240910999999823,-8.832973153282376,-0.7657431461390962,0.6319284866437186,0.17464455869691126,0.16779612004756927,0.16734302043914795,0.00906194094568491,0.003526001702994108,5.781517299047061,3.7000087601101863,18.075454711914062,True
UCB,1,ucb_009,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,354.4274399999981,35.44274399999981,5.19970947399202,0.4212212877710213,12.82134041351943,0,953.5199999999991,95.3519999999999,25.053069066761523,1.3089605174843437,19.975533337242133,0,-59.90925600000009,-19.853359592769504,-0.8877392297133224,1.6118453728121327,0.18252962971555775,0.161711186170578,0.1612023264169693,0.010177246294915676,0.00914187915623188,5.88919484433745,3.703479410088886,17.35071563720703,True
UCB,1,ucb_009,44,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.9,0.01,16,0.0001,0.05,256,5,100,1,50000,1725.9494699999982,172.59494699999982,18.241227092916667,0.7331312614320505,37.6561687507046,10,2213.53571,221.353571,47.660626246243055,1.3408931845922143,38.358221325813545,10,-48.75862400000017,-29.41939915332639,-0.6077619231601638,11.535205073847814,0.24573210210635743,0.39809513092041016,0.3972965180873871,0.015972215682268143,0.005441384389996529,7.317488593912217,3.080101539872006,18.329395294189453,True
UCB,1,ucb_013,42,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.96,0.01,16,0.0001,0.05,256,5,100,1,50000,10.148840000001883,1.0148840000001884,0.16886061294225652,-0.24708510812486587,16.99686511050543,0,284.56493999999884,28.456493999999882,8.720142131549856,0.5325043220245678,22.387320675559867,0,-27.441609999999695,-8.551281518607599,-0.7795894301494336,0.6307842080002755,0.17465550755632334,0.16782526671886444,0.16737207770347595,0.009063825011253357,0.0035198028199374676,5.758167362939458,3.7081453918106173,18.055469512939453,True
UCB,1,ucb_013,43,Uncertainty-Aware UCB-VAE,True,True,0.0001,True,sum,0.03,0.96,0.01,16,0.0001,0.05,256,5,100,1,50000,336.67551999999887,33.66755199999989,4.9680621283595405,0.4117309943634484,12.110551567508102,0,889.1851699999997,88.91851699999998,23.66272776682894,1.2703510908673414,20.367346080848172,0,-55.25096500000009,-18.6946656384694,-0.858620096503893,1.6214961933817162,0.18258506645416392,0.16209492087364197,0.16158650815486908,0.010168157517910004,0.009169159457087517,5.884124559204398,3.7211171211311282,17.400680541992188,True
