config_id,beta_0,beta_decay,beta_min,seeds,val_profit_mean,val_roi_mean,val_arr_mean,val_sharpe_mean,val_sharpe_std,val_mdd_mean,val_violations_mean,train_sharpe_mean,gap_sharpe_mean,gap_arr_mean,vae_loss_last_mean,novelty_mean,novelty_std,finite_rate,score
ucb_009,0.03,0.9,0.01,3,1159.5113833333328,115.95113833333328,27.396362531663915,1.0744903577087321,0.43406247866033754,26.90633357222731,3.3333333333333335,0.3207422580378714,-0.7537480996708608,-19.368577299792758,0.24253414571285245,6.3294002457655765,3.494529903357026,1.0,0.9886852117542284
ucb_041,0.3,0.9,0.01,3,1157.4602199999997,115.74602199999994,27.372858008400083,1.0708270343035753,0.43625154539959854,26.921913206090597,3.3333333333333335,0.29788355339593653,-0.7729434809076388,-19.530504369707728,0.23864952723185218,6.33412134507581,3.5041422543087855,1.0,0.9796858044731616
ucb_005,0.01,0.96,0.01,3,1164.6288166666657,116.46288166666659,27.511288736180973,1.0655997965214785,0.43324091895696765,27.186122376923535,3.6666666666666665,0.3060784819915869,-0.7595213145298914,-19.576243801307385,0.2424308210611343,6.341075205057379,3.502853031509103,1.0,0.9712640338946942
ucb_001,0.01,0.9,0.01,3,1164.6288166666657,116.46288166666659,27.511288736180973,1.0655997965214785,0.43324091895696765,27.186122376923535,3.6666666666666665,0.3060784819915869,-0.7595213145298914,-19.576243801307385,0.2424308210611343,6.341075205057379,3.502853031509103,1.0,0.9712640338946942
ucb_029,0.1,0.96,0.01,3,1117.4024699999993,111.74024699999995,26.45376808783489,1.0379610282195315,0.4306336582046393,26.8238456281444,3.3333333333333335,0.37848879552382453,-0.6594722326957071,-17.55946451752794,0.2418870131174723,6.325104914168478,3.4952568110678013,1.0,0.9574594769027616
ucb_025,0.1,0.9,0.01,3,1138.7104966666664,113.87104966666664,26.930029213457903,1.0472616662966854,0.4300347216016577,27.25141962095657,3.6666666666666665,0.3303484175153218,-0.7169132487813635,-18.350182859546138,0.24147954583168021,6.335940661966839,3.504663159094712,1.0,0.9524230251471649
ucb_033,0.15,0.9,0.01,3,1141.3883966666663,114.13883966666663,26.971379704763496,1.048669163937766,0.43939690333424425,27.19619760230727,3.6666666666666665,0.30100252021384216,-0.747666643723924,-19.064432641676273,0.2407174309094747,6.33314748770821,3.5042850933079954,1.0,0.9452900288149316
ucb_013,0.03,0.96,0.01,3,1129.095273333333,112.90952733333329,26.68116538154062,1.0479161991613746,0.44775115752730027,27.037629360740528,3.3333333333333335,0.29881265912603094,-0.7491035400353435,-18.904133327838135,0.24255346755186713,6.319876107014355,3.5031100254176315,1.0,0.944929782473545
ucb_037,0.15,0.96,0.01,3,1114.570356666666,111.45703566666661,26.44037346089176,1.033698139512776,0.43049053216119865,27.24813077575003,3.3333333333333335,0.34675836330066195,-0.686939776212114,-17.682733989209257,0.24051646391550696,6.325993783685525,3.505509484633525,1.0,0.9429815780453032
ucb_017,0.05,0.9,0.01,3,1118.757096666666,111.8757096666666,26.43789395436184,1.045999733606219,0.4544718883547486,26.53911309398241,3.3333333333333335,0.28760417594436477,-0.7583955576618543,-18.576029971480736,0.24258434275786075,6.306108839925184,3.4910763544921424,1.0,0.9402506715229455
ucb_049,0.5,0.9,0.01,3,1128.467363333333,112.84673633333328,26.691161988758164,1.0437052471772075,0.4550213094256663,27.223478029546598,3.3333333333333335,0.2945250364502013,-0.7491802107270061,-18.862041550397834,0.23766969144344327,6.319631633346962,3.507639915850979,1.0,0.9373115873876248
ucb_021,0.05,0.96,0.01,3,1098.6647133333329,109.86647133333328,25.983522372769155,1.0299623483717777,0.4496784424341781,26.888982307517153,3.3333333333333335,0.35933829778731724,-0.6706240505844606,-17.41071814086827,0.24246929585933677,6.307316187617857,3.499751323949937,1.0,0.9327104490781495
ucb_045,0.3,0.96,0.01,3,1110.5489499999996,111.05489499999993,26.27260555236273,1.027956833036663,0.46475474398737376,26.84358807165236,3.3333333333333335,0.30132550497753,-0.726631328059133,-18.20788811717409,0.23803744216759995,6.3085131841194695,3.5115055692959647,1.0,0.9203756688577094
ucb_053,0.5,0.96,0.01,3,1069.7087133333332,106.97087133333332,25.309926147143443,0.9930676403291576,0.48093210206567794,27.035163119810946,3.3333333333333335,0.3188746069858111,-0.6741930333433466,-17.092438651982093,0.22567863265673316,6.302665946624458,3.5062713229816462,1.0,0.8729913559181974
